1:t[yr],2:M/Msun,3:Teff[K],4:log(L/Lsun),5:R/Rsun,6:log(Mdot)[Msun/yr],7:logg,8:v_surf[km/s],9:P[days],10:v_crit[km/s],11:Gamma,12:H,13:He,14:Li,15:Be,16:B,17:C,18:N,19:O,20:F,21:Ne,22:Na,23:Mg,24:Al,25:Si,26:Fe,27:sH1,28:sHe3,29:sHe4,30:sLi7,31:sBe9,32:sB10,33:sB11,34:sC12,35:sC13,36:sN14,37:sN15,38:sO16,39:sO17,40:sO18,41:sF19,42:sNe20,43:sNe21,44:sNe22,45:sNa23,46:sMg24,47:sMg25,48:sMg26,49:sAl26,50:sAl27,51:sSi28,52:sSi29,53:sSi30,54:sFe56,55:cH1,56:cHe3,57:cHe4,58:cLi7,59:cBe9,60:cB10,61:cB11,62:cC12,63:cC13,64:cN14,65:cN15,66:cO16,67:cO17,68:cO18,69:cF19,70:cNe20,71:cNe21,72:cNe22,73:cNa23,74:cMg24,74:cMg25,76:cMg26,77:cAl26,78:cAl27,79:cSi28,80:cSi29,81:cSi30,82:cFe56
3.00424e+05,58.87777,45954.41216,5.69631,11.11360,-5.60443,4.11596,515.89592,1.09061,886.89000,0.22140,12.00000,10.98729,-1.61134,-1.76704,1.34115,7.65897,8.37606,8.41518,4.07396,7.84292,6.37055,7.32358,6.41669,7.41813,7.40813,7.13921e-01,9.50539e-06,2.77319e-01,1.22284e-13,1.04824e-13,5.35821e-11,1.13324e-10,3.77703e-04,1.40420e-05,2.37536e-03,6.09004e-07,2.85253e-03,1.23766e-04,2.56661e-06,1.60827e-07,9.34222e-04,9.56775e-07,6.52950e-05,3.85416e-05,2.88124e-04,3.21299e-05,4.54705e-05,3.58740e-06,4.65908e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.85488e-01,2.32274e-07,3.06196e-01,1.57036e-17,5.32108e-19,9.66051e-15,6.74528e-15,5.94292e-05,1.49279e-05,4.04576e-03,1.94089e-07,1.37088e-03,1.18850e-04,1.80717e-08,5.79429e-09,9.31108e-04,2.42103e-07,4.87528e-05,5.90201e-05,2.88403e-04,2.37684e-05,4.72063e-05,9.70510e-06,4.75335e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
3.12270e+05,58.84822,45966.57196,5.69696,11.11600,-5.60309,4.11556,514.87314,1.09301,886.37800,0.22174,12.00000,10.98893,-1.70762,-1.84789,1.30355,7.64322,8.38705,8.40863,4.05557,7.84314,6.37790,7.32386,6.41855,7.41859,7.40859,7.13165e-01,9.08511e-06,2.78074e-01,9.78656e-14,8.64132e-14,4.96592e-11,1.03186e-10,3.63413e-04,1.40114e-05,2.43372e-03,5.89997e-07,2.80401e-03,1.24896e-04,2.44946e-06,1.53996e-07,9.34157e-04,9.26574e-07,6.48007e-05,3.91580e-05,2.88124e-04,3.18757e-05,4.55795e-05,3.71715e-06,4.66176e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.83912e-01,2.24905e-07,3.07610e-01,1.51008e-17,4.20727e-19,8.77001e-15,5.97035e-15,5.91562e-05,1.50661e-05,4.07380e-03,1.93642e-07,1.33968e-03,1.16413e-04,1.71002e-08,5.45758e-09,9.31108e-04,2.38781e-07,4.83059e-05,5.95662e-05,2.88403e-04,2.34963e-05,4.73151e-05,9.79490e-06,4.75335e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
3.23998e+05,58.81888,45978.78180,5.69760,11.11830,-5.60177,4.11517,513.84393,1.09542,885.87200,0.22208,12.00000,10.99057,-1.79739,-1.92874,1.26635,7.62769,8.39755,8.40207,4.03729,7.84337,6.38511,7.32416,6.42036,7.41905,7.40905,7.12410e-01,8.68680e-06,2.78830e-01,7.95060e-14,7.13526e-14,4.60575e-11,9.40394e-11,3.49832e-04,1.39878e-05,2.49063e-03,5.71992e-07,2.75632e-03,1.25852e-04,2.33851e-06,1.47493e-07,9.34093e-04,8.97697e-07,6.43087e-05,3.97713e-05,2.88131e-04,3.16242e-05,4.56888e-05,3.84415e-06,4.66434e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.82339e-01,2.13796e-07,3.08319e-01,1.41906e-17,3.02691e-19,7.26106e-15,4.83059e-15,5.86138e-05,1.52055e-05,4.11150e-03,1.92752e-07,1.30918e-03,1.14025e-04,1.51705e-08,5.08159e-09,9.31108e-04,2.34963e-07,4.78630e-05,6.01174e-05,2.88403e-04,2.32809e-05,4.74242e-05,9.90832e-06,4.76431e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
3.35615e+05,58.78973,45991.98986,5.69822,11.11990,-5.60045,4.11483,512.83749,1.09773,885.39900,0.22241,12.00000,10.99223,-1.88174,-2.00866,1.22953,7.61242,8.40758,8.39548,4.01914,7.84360,6.39216,7.32446,6.42215,7.41951,7.40951,7.11656e-01,8.30864e-06,2.79602e-01,6.54018e-14,5.90133e-14,4.27474e-11,8.57768e-11,3.36946e-04,1.39714e-05,2.54619e-03,5.54932e-07,2.70938e-03,1.26643e-04,2.23342e-06,1.41306e-07,9.34050e-04,8.70102e-07,6.38190e-05,4.03794e-05,2.88131e-04,3.13740e-05,4.57994e-05,3.96853e-06,4.66692e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.82339e-01,2.05589e-07,3.09742e-01,1.38038e-17,2.31739e-19,6.38263e-15,4.13048e-15,5.83445e-05,1.53462e-05,4.14000e-03,1.91867e-07,1.27938e-03,1.11429e-04,1.42233e-08,4.74242e-09,9.31108e-04,2.31739e-07,4.73151e-05,6.06736e-05,2.88403e-04,2.30675e-05,4.75335e-05,1.00000e-05,4.76431e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
3.58509e+05,58.73203,46015.18862,5.69948,11.12480,-5.59787,4.11401,510.78045,1.10265,884.39200,0.22307,12.00000,10.99559,-2.03292,-2.16162,1.15707,7.58264,8.42643,8.38230,3.98323,7.84409,6.40586,7.32508,6.42568,7.42046,7.41046,7.10101e-01,7.60974e-06,2.81158e-01,4.60755e-14,4.05649e-14,3.69037e-11,7.15517e-11,3.13062e-04,1.39582e-05,2.65338e-03,5.23420e-07,2.61788e-03,1.27770e-04,2.03939e-06,1.29808e-07,9.33921e-04,8.18502e-07,6.28507e-05,4.15824e-05,2.88131e-04,3.08795e-05,4.60214e-05,4.20901e-06,4.67218e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.79204e-01,1.96789e-07,3.11889e-01,1.34276e-17,1.64437e-19,5.92925e-15,3.66438e-15,5.79429e-05,1.55955e-05,4.18794e-03,1.91426e-07,1.22180e-03,1.06905e-04,1.37088e-08,4.26580e-09,9.31108e-04,2.26464e-07,4.64515e-05,6.18016e-05,2.88403e-04,2.25944e-05,4.77529e-05,1.01859e-05,4.76431e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
3.81047e+05,58.67488,46039.61360,5.70075,11.12930,-5.59528,4.11324,508.68112,1.10765,883.40600,0.22373,12.00000,10.99900,-2.15384,-2.31041,1.08582,7.55379,8.44385,8.36906,3.94770,7.84461,6.41904,7.32574,6.42912,7.42143,7.41143,7.08517e-01,6.97782e-06,2.82748e-01,3.48001e-14,2.80266e-14,3.19286e-11,5.98439e-11,2.91420e-04,1.39688e-05,2.75588e-03,4.94937e-07,2.52924e-03,1.28363e-04,1.86432e-06,1.19344e-07,9.33813e-04,7.71152e-07,6.18942e-05,4.27681e-05,2.88131e-04,3.03928e-05,4.62456e-05,4.43946e-06,4.67746e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.77642e-01,1.87499e-07,3.14051e-01,1.29122e-17,1.05925e-19,4.95450e-15,2.93089e-15,5.76766e-05,1.58125e-05,4.23643e-03,1.90546e-07,1.16950e-03,1.02565e-04,1.23595e-08,3.86367e-09,9.31108e-04,2.21309e-07,4.57088e-05,6.28058e-05,2.88403e-04,2.21820e-05,4.79733e-05,1.03276e-05,4.77529e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.03269e+05,58.61821,46065.49401,5.70201,11.13280,-5.59283,4.11254,506.59515,1.11257,882.46800,0.22439,12.00000,11.00245,-2.24894,-2.45487,1.01570,7.52582,8.46001,8.35575,3.91253,7.84515,6.43173,7.32641,6.43247,7.42241,7.41241,7.06920e-01,6.40531e-06,2.84361e-01,2.78939e-14,1.94540e-14,2.76802e-11,5.01753e-11,2.71769e-04,1.40004e-05,2.85391e-03,4.69148e-07,2.44343e-03,1.28487e-04,1.70604e-06,1.09812e-07,9.33706e-04,7.27629e-07,6.09495e-05,4.39370e-05,2.88131e-04,2.99130e-05,4.64729e-05,4.65994e-06,4.68263e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.74528e-01,1.77419e-07,3.16957e-01,1.25893e-17,6.88652e-20,4.16869e-15,2.36048e-15,5.74116e-05,1.60325e-05,4.28549e-03,1.90108e-07,1.11944e-03,9.84011e-05,1.10662e-08,3.49140e-09,9.31108e-04,2.17270e-07,4.48745e-05,6.36796e-05,2.88403e-04,2.17771e-05,4.81948e-05,1.04713e-05,4.78630e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.25190e+05,58.56198,46092.04121,5.70326,11.13600,-5.59031,4.11188,504.50676,1.11750,881.55100,0.22504,12.00000,11.00596,-2.32391,-2.59329,0.94667,7.49879,8.47505,8.34240,3.87771,7.84572,6.44397,7.32713,6.43576,7.42342,7.41342,7.05277e-01,5.88627e-06,2.86003e-01,2.34169e-14,1.35647e-14,2.40436e-11,4.21677e-11,2.53922e-04,1.40508e-05,2.94768e-03,4.45759e-07,2.36037e-03,1.28204e-04,1.56282e-06,1.01116e-07,9.33577e-04,6.87575e-07,6.00178e-05,4.50879e-05,2.88131e-04,2.94408e-05,4.67014e-05,4.87080e-06,4.68792e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.72977e-01,1.68655e-07,3.19154e-01,1.24165e-17,4.53942e-20,3.53997e-15,1.91867e-15,5.72796e-05,1.62181e-05,4.33511e-03,1.89671e-07,1.07152e-03,9.44061e-05,9.97700e-09,3.15500e-09,9.31108e-04,2.13304e-07,4.40555e-05,6.47143e-05,2.88403e-04,2.13796e-05,4.83059e-05,1.06170e-05,4.78630e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.46835e+05,58.50615,46119.27369,5.70450,11.13880,-5.58782,4.11125,502.41955,1.12242,880.65600,0.22567,12.00000,11.00950,-2.38257,-2.72495,0.87865,7.47264,8.48912,8.32899,3.84320,7.84631,6.45577,7.32787,6.43896,7.42444,7.41444,7.03623e-01,5.41452e-06,2.87667e-01,2.04108e-14,9.49773e-15,2.09228e-11,3.55157e-11,2.37673e-04,1.41172e-05,3.03760e-03,4.24502e-07,2.27997e-03,1.27556e-04,1.43291e-06,9.31730e-08,9.33469e-04,6.50669e-07,5.91003e-05,4.62211e-05,2.88131e-04,2.89761e-05,4.69321e-05,5.07248e-06,4.69321e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.69885e-01,1.60694e-07,3.21366e-01,1.23880e-17,3.01301e-20,3.01995e-15,1.56675e-15,5.71479e-05,1.64059e-05,4.37522e-03,1.89234e-07,1.02802e-03,9.07821e-05,9.03649e-09,2.85102e-09,9.31108e-04,2.09894e-07,4.33511e-05,6.56145e-05,2.88403e-04,2.09894e-05,4.85289e-05,1.07399e-05,4.79733e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.57560e+05,58.47836,46133.15695,5.70512,11.14000,-5.58658,4.11095,501.37806,1.12487,880.21900,0.22599,12.00000,11.01129,-2.40697,-2.79165,0.84502,7.45991,8.49582,8.32226,3.82606,7.84661,6.46151,7.32825,6.44055,7.42496,7.41496,7.02781e-01,5.19481e-06,2.88509e-01,1.92726e-14,7.95903e-15,1.95308e-11,3.26205e-11,2.30102e-04,1.41560e-05,3.08113e-03,4.14591e-07,2.24073e-03,1.27113e-04,1.37249e-06,8.94602e-08,9.33405e-04,6.33315e-07,5.86462e-05,4.67800e-05,2.88131e-04,2.87462e-05,4.70468e-05,5.16999e-06,4.69591e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.69885e-01,1.55239e-07,3.22107e-01,1.21619e-17,2.27510e-20,2.58226e-15,1.31220e-15,5.71479e-05,1.65196e-05,4.39542e-03,1.89234e-07,1.00693e-03,8.89201e-05,8.12831e-09,2.68534e-09,9.31108e-04,2.07970e-07,4.29536e-05,6.60693e-05,2.88403e-04,2.07970e-05,4.86407e-05,1.07895e-05,4.79733e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.78818e+05,58.42306,46160.86542,5.70633,11.14210,-5.58416,4.11037,499.29815,1.12978,879.36600,0.22661,12.00000,11.01488,-2.45385,-2.91804,0.77846,7.43509,8.50858,8.30878,3.79199,7.84723,6.47270,7.32902,6.44365,7.42600,7.41600,7.01100e-01,4.78520e-06,2.90208e-01,1.72592e-14,5.60570e-15,1.70400e-11,2.75613e-11,2.15968e-04,1.42426e-05,3.16548e-03,3.96123e-07,2.16421e-03,1.26017e-04,1.26000e-06,8.25125e-08,9.33297e-04,6.00620e-07,5.77484e-05,4.78862e-05,2.88131e-04,2.82924e-05,4.72792e-05,5.35846e-06,4.70121e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.66807e-01,1.47571e-07,3.24340e-01,1.21619e-17,1.45546e-20,2.10378e-15,1.02802e-15,5.70164e-05,1.66725e-05,4.43609e-03,1.89234e-07,9.66051e-04,8.53100e-05,7.24436e-09,2.39332e-09,9.31108e-04,2.04644e-07,4.22669e-05,6.69885e-05,2.88403e-04,2.04644e-05,4.88652e-05,1.08893e-05,4.80839e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
4.99832e+05,58.36809,46188.21384,5.70753,11.14440,-5.58177,4.10979,497.22078,1.13474,878.51400,0.22723,12.00000,11.01852,-2.49741,-3.03151,0.71282,7.41119,8.52060,8.29529,3.75821,7.84788,6.48353,7.32983,6.44670,7.42707,7.41707,6.99375e-01,4.41174e-06,2.91931e-01,1.55736e-14,3.96278e-15,1.48909e-11,2.33319e-11,2.03077e-04,1.43400e-05,3.24631e-03,3.79280e-07,2.09026e-03,1.24672e-04,1.15760e-06,7.61500e-08,9.33168e-04,5.70414e-07,5.68670e-05,4.89745e-05,2.88131e-04,2.78458e-05,4.75116e-05,5.53822e-06,4.70652e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.65273e-01,1.42561e-07,3.26588e-01,1.23880e-17,1.01859e-20,1.87499e-15,8.79023e-16,5.70164e-05,1.68655e-05,4.46684e-03,1.88799e-07,9.26830e-04,8.20352e-05,6.91831e-09,2.16770e-09,9.31108e-04,2.02302e-07,4.15911e-05,6.77642e-05,2.88403e-04,2.00909e-05,4.90908e-05,1.09901e-05,4.80839e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
5.20630e+05,58.31338,46216.22309,5.70875,11.14650,-5.57935,4.10922,495.14339,1.13971,877.66700,0.22785,12.00000,11.02217,-2.53195,-3.13465,0.64796,7.38815,8.53193,8.28175,3.72465,7.84854,6.49397,7.33066,6.44966,7.42814,7.41814,6.97654e-01,4.07052e-06,2.93670e-01,1.43476e-14,2.81054e-15,1.30308e-11,1.97852e-11,1.91298e-04,1.44461e-05,3.32392e-03,3.63890e-07,2.01874e-03,1.23118e-04,1.06427e-06,7.03137e-08,9.33061e-04,5.42488e-07,5.60003e-05,5.00426e-05,2.88138e-04,2.74069e-05,4.77441e-05,5.70939e-06,4.71183e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.62217e-01,1.37404e-07,3.28852e-01,1.24451e-17,6.95024e-21,1.61808e-15,7.29458e-16,5.70164e-05,1.70216e-05,4.49780e-03,1.89234e-07,8.91251e-04,7.88860e-05,6.35331e-09,1.98153e-09,9.31108e-04,1.99986e-07,4.09261e-05,6.87068e-05,2.88403e-04,1.97697e-05,4.93174e-05,1.10662e-05,4.81948e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
5.41227e+05,58.25891,46245.03903,5.70995,11.14810,-5.57706,4.10869,493.07850,1.14465,876.84600,0.22846,12.00000,11.02585,-2.55908,-3.22853,0.58387,7.36601,8.54262,8.26821,3.69133,7.84923,6.50407,7.33151,6.45256,7.42923,7.41923,6.95905e-01,3.75872e-06,2.95427e-01,1.34450e-14,1.99940e-15,1.14177e-11,1.68043e-11,1.80534e-04,1.45593e-05,3.39829e-03,3.49832e-07,1.94971e-03,1.21389e-04,9.79084e-07,6.49576e-08,9.32954e-04,5.16666e-07,5.51480e-05,5.10917e-05,2.88138e-04,2.69762e-05,4.79778e-05,5.87205e-06,4.71715e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.60693e-01,1.32739e-07,3.31131e-01,1.25314e-17,4.76431e-21,1.40281e-15,6.08135e-16,5.71479e-05,1.71396e-05,4.52898e-03,1.89234e-07,8.57038e-04,7.60326e-05,5.82103e-09,1.81552e-09,9.31108e-04,1.97697e-07,4.02717e-05,6.95024e-05,2.88403e-04,1.94089e-05,4.95450e-05,1.11429e-05,4.81948e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
5.61633e+05,58.20465,46274.56501,5.71116,11.14930,-5.57468,4.10819,491.01732,1.14958,876.04500,0.22907,12.00000,11.02954,-2.58161,-3.31318,0.52048,7.34474,8.55273,8.25467,3.65824,7.84994,6.51383,7.33238,6.45540,7.43033,7.42033,6.94145e-01,3.47352e-06,2.97194e-01,1.27333e-14,1.42653e-15,1.00166e-11,1.42935e-11,1.70687e-04,1.46778e-05,3.46952e-03,3.36977e-07,1.88309e-03,1.19514e-04,9.01281e-07,6.00399e-08,9.32846e-04,4.92765e-07,5.43138e-05,5.21207e-05,2.88138e-04,2.65534e-05,4.82114e-05,6.02615e-06,4.72248e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.57658e-01,1.28233e-07,3.33426e-01,1.30017e-17,3.26588e-21,1.21339e-15,5.05825e-16,5.71479e-05,1.72982e-05,4.56037e-03,1.89234e-07,8.26038e-04,7.31139e-05,5.32108e-09,1.65959e-09,9.31108e-04,1.95434e-07,3.97192e-05,7.03072e-05,2.88403e-04,1.90985e-05,4.97737e-05,1.12202e-05,4.83059e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
5.81853e+05,58.15059,46305.85957,5.71235,11.14960,-5.57232,4.10776,488.99961,1.15436,875.28200,0.22967,12.00000,11.03324,-2.60115,-3.38684,0.45779,7.32438,8.56230,8.24114,3.62539,7.85065,6.52327,7.33327,6.45817,7.43144,7.42144,6.92373e-01,3.21255e-06,2.98972e-01,1.21420e-14,1.02068e-15,8.79772e-12,1.21759e-11,1.61685e-04,1.48006e-05,3.53777e-03,3.25222e-07,1.81886e-03,1.17522e-04,8.30214e-07,5.55239e-08,9.32717e-04,4.70652e-07,5.34958e-05,5.31300e-05,2.88138e-04,2.61391e-05,4.84440e-05,6.17220e-06,4.72781e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.56145e-01,1.24165e-07,3.35738e-01,1.35831e-17,2.25944e-21,1.05439e-15,4.23643e-16,5.72796e-05,1.74181e-05,4.59198e-03,1.88365e-07,7.94328e-04,7.04693e-05,4.85289e-09,1.52055e-09,9.31108e-04,1.93642e-07,3.90841e-05,7.09578e-05,2.88403e-04,1.87932e-05,4.98884e-05,1.12980e-05,4.83059e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.01879e+05,58.09676,46337.75381,5.71355,11.14960,-5.56997,4.10736,486.99186,1.15912,874.53400,0.23028,12.00000,11.03695,-2.61824,-3.45313,0.39581,7.30493,8.57138,8.22764,3.59280,7.85139,6.53239,7.33418,6.46088,7.43256,7.42256,6.90590e-01,2.97365e-06,3.00760e-01,1.16434e-14,7.32453e-16,7.73678e-12,1.03877e-11,1.53458e-04,1.49266e-05,3.60321e-03,3.14478e-07,1.75699e-03,1.15430e-04,7.65279e-07,5.13771e-08,9.32610e-04,4.50194e-07,5.26951e-05,5.41178e-05,2.88138e-04,2.57324e-05,4.86766e-05,6.31030e-06,4.73315e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.54636e-01,1.20504e-07,3.37287e-01,1.38676e-17,1.55239e-21,9.12011e-16,3.52371e-16,5.74116e-05,1.75388e-05,4.62381e-03,1.87499e-07,7.65597e-04,6.79204e-05,4.42588e-09,1.39316e-09,9.31108e-04,1.91867e-07,3.84592e-05,7.17794e-05,2.88403e-04,1.84927e-05,5.01187e-05,1.13501e-05,4.84172e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.21716e+05,58.04315,46369.78984,5.71473,11.14940,-5.56764,4.10697,484.99790,1.16387,873.79900,0.23087,12.00000,11.04067,-2.63437,-3.51056,0.33453,7.28637,8.57999,8.21417,3.56046,7.85215,6.54122,7.33510,6.46353,7.43369,7.42369,6.88795e-01,2.75480e-06,3.02559e-01,1.11897e-14,5.27133e-16,6.81208e-12,8.87524e-12,1.45928e-04,1.50546e-05,3.66581e-03,3.04649e-07,1.69738e-03,1.13264e-04,7.05895e-07,4.75664e-08,9.32502e-04,4.31251e-07,5.19111e-05,5.50858e-05,2.88138e-04,2.53344e-05,4.89080e-05,6.44095e-06,4.73849e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.51628e-01,1.16681e-07,3.39625e-01,1.40605e-17,1.08143e-21,7.96159e-16,2.96483e-16,5.74116e-05,1.76604e-05,4.64515e-03,1.87068e-07,7.39605e-04,6.54636e-05,4.06443e-09,1.27644e-09,9.31108e-04,1.90546e-07,3.79315e-05,7.24436e-05,2.88403e-04,1.81970e-05,5.03501e-05,1.14025e-05,4.84172e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.31567e+05,58.01642,46385.76649,5.71533,11.14930,-5.56655,4.10678,484.00301,1.16626,873.43100,0.23117,12.00000,11.04252,-2.64202,-3.54905,0.30413,7.27742,8.58412,8.20745,3.54437,7.85252,6.54553,7.33556,6.46482,7.43425,7.42425,6.87907e-01,2.65228e-06,3.03459e-01,1.09802e-14,4.47631e-16,6.39484e-12,8.20805e-12,1.42407e-04,1.51192e-05,3.69615e-03,3.00047e-07,1.66844e-03,1.12155e-04,6.78094e-07,4.57773e-08,9.32438e-04,4.22309e-07,5.15252e-05,5.55636e-05,2.88138e-04,2.51385e-05,4.90241e-05,6.50369e-06,4.74111e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.50130e-01,1.14025e-07,3.40408e-01,1.39637e-17,8.24138e-22,6.80769e-16,2.48886e-16,5.75440e-05,1.77419e-05,4.65586e-03,1.86638e-07,7.24436e-04,6.42688e-05,3.65595e-09,1.20504e-09,9.31108e-04,1.89671e-07,3.76704e-05,7.27780e-05,2.88403e-04,1.80302e-05,5.04661e-05,1.14288e-05,4.85289e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.51136e+05,57.96312,46417.15015,5.71648,11.14910,-5.56428,4.10640,482.00674,1.17107,872.70700,0.23176,12.00000,11.04623,-2.66296,-3.60187,0.24384,7.26019,8.59211,8.19403,3.51237,7.85330,6.55395,7.33651,6.46738,7.43539,7.42539,6.86104e-01,2.46003e-06,3.05267e-01,1.04359e-14,3.23452e-16,5.64027e-12,7.02765e-12,1.35809e-04,1.52493e-05,3.75491e-03,2.91420e-07,1.61209e-03,1.09903e-04,6.26037e-07,4.24141e-08,9.32331e-04,4.05415e-07,5.07645e-05,5.65028e-05,2.88138e-04,2.47520e-05,4.92538e-05,6.62384e-06,4.74635e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.48634e-01,1.11173e-07,3.42768e-01,1.42889e-17,5.92925e-22,6.10942e-16,2.15278e-16,5.75440e-05,1.78649e-05,4.67735e-03,1.86638e-07,6.99842e-04,6.20869e-05,3.49140e-09,1.09901e-09,9.31108e-04,1.87932e-07,3.70681e-05,7.36207e-05,2.88403e-04,1.77419e-05,5.06991e-05,1.14815e-05,4.85289e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.70539e+05,57.90999,46448.70687,5.71766,11.14900,-5.56197,4.10601,480.02576,1.17589,871.97600,0.23235,12.00000,11.04995,-2.68213,-3.64841,0.18416,7.24382,8.59972,8.18065,3.48058,7.85410,6.56213,7.33747,6.46990,7.43654,7.42654,6.84290e-01,2.28334e-06,3.07079e-01,9.95887e-15,2.34299e-16,4.97989e-12,6.02462e-12,1.29763e-04,1.53798e-05,3.81118e-03,2.83498e-07,1.55783e-03,1.07609e-04,5.78296e-07,3.93161e-08,9.32223e-04,3.89745e-07,5.00207e-05,5.74249e-05,2.88138e-04,2.43731e-05,4.94823e-05,6.73767e-06,4.75171e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.47143e-01,1.07647e-07,3.45144e-01,1.42889e-17,3.90841e-22,5.02343e-16,1.70608e-16,5.76766e-05,1.79473e-05,4.70977e-03,1.86638e-07,6.74528e-04,5.98412e-05,3.07610e-09,1.00000e-09,9.31108e-04,1.86638e-07,3.65595e-05,7.43019e-05,2.88403e-04,1.74582e-05,5.08159e-05,1.15080e-05,4.86407e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
6.89785e+05,57.85702,46479.91943,5.71881,11.14870,-5.55972,4.10563,478.04313,1.18075,871.26100,0.23292,12.00000,11.05367,-2.70236,-3.68815,0.12505,7.22829,8.60699,8.16730,3.44898,7.85490,6.57006,7.33845,6.47236,7.43769,7.42769,6.82480e-01,2.12095e-06,3.08901e-01,9.48047e-15,1.70122e-16,4.40119e-12,5.17107e-12,1.24220e-04,1.55103e-05,3.86527e-03,2.76217e-07,1.50557e-03,1.05293e-04,5.34466e-07,3.64603e-08,9.32116e-04,3.75189e-07,4.92913e-05,5.83284e-05,2.88138e-04,2.40016e-05,4.97096e-05,6.84526e-06,4.75697e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,6.44169e-01,1.05196e-07,3.47536e-01,1.45211e-17,2.83139e-22,4.52898e-16,1.48252e-16,5.78096e-05,1.80717e-05,4.73151e-03,1.86638e-07,6.51628e-04,5.78096e-05,2.94442e-09,9.18333e-10,9.28966e-04,1.85353e-07,3.60579e-05,7.49894e-05,2.88403e-04,1.71791e-05,5.10505e-05,1.15611e-05,4.86407e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
