                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9575      2.0000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160                                      161                                      162                                      163                                      164                                      165                                      166                                      167                                      168                                      169                                      170                                      171                                      172                                      173                                      174                                      175                                      176                                      177                                      178                                      179                                      180                                      181                                      182                                      183                                      184                                      185                                      186                                      187                                      188                                      189                                      190                                      191                                      192                                      193                                      194                                      195                                      196 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                             Tsurf_factor                               tau_factor                              tau_surface                       surface_extra_Pgas                                 m_center                                 r_center                                 L_center                                 v_center                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              mix_type_21                              mix_qtop_21                              mix_type_22                              mix_qtop_22                              mix_type_23                              mix_qtop_23                              mix_type_24                              mix_qtop_24                              mix_type_25                              mix_qtop_25                              mix_type_26                              mix_qtop_26                              mix_type_27                              mix_qtop_27                              mix_type_28                              mix_qtop_28                              mix_type_29                              mix_qtop_29                              mix_type_30                              mix_qtop_30                                   log_LH                                  log_LHe                                   log_LC                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             burn_type_21                             burn_qtop_21                             burn_type_22                             burn_qtop_22                             burn_type_23                             burn_qtop_23                             burn_type_24                             burn_qtop_24                             burn_type_25                             burn_qtop_25                             burn_type_26                             burn_qtop_26                             burn_type_27                             burn_qtop_27                             burn_type_28                             burn_qtop_28                             burn_type_29                             burn_qtop_29                             burn_type_30                             burn_qtop_30                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                            envelope_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                           surf_avg_v_rot                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               surface_h1                              surface_he4                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                         log_total_energy                      total_energy_change                              num_retries                              num_backups                                num_iters 
                                       1                                     1190                  5.5901699437494777E+001                  1.8266062568876720E+000                  2.0000000000000000E+001                  3.4599708446224163E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2470066864214822E+000                  4.5968324291494805E-001                  7.8131033202016591E-008                  9.9999999511263149E-001                  9.9999997096508808E-001                  4.6533247825383145E-001                  7.8131033202016591E-008                  9.9999999528620465E-001                  9.9999997025589271E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9143336820006667E+000                 -2.7747693215032442E+001                 -9.8999999999999986E+001                  1.4910600613907119E+000                  4.9144975253307939E+000                  2.8389433928823888E+000                  4.9106673999415742E+000                 -2.7747693215032442E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1484399146138337E+034                  2.2829831815538168E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        6                  1.9840544570985663E-002                                        5                  1.4843342044531865E-001                                        4                  2.8852563301152817E-001                                        3                  4.1321203084901753E-001                                        2                  4.4623473740433361E-001                                        3                  5.4301204701780581E-001                                        2                  6.3780188970809137E-001                                        1                  7.1686261925429884E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0000000000000000E+001                  4.5424047938177710E+000                  4.6523540310439051E+000                  7.6462626433903724E-001                  4.2096668203990317E+000                  5.7509777129494975E-008                  0.0000000000000000E+000                  7.5559671414392371E+000                  6.7901301706633421E-001                  1.6433419634406548E+001                  6.7901301706633421E-001                  7.5559671414392371E+000                  6.2517016475925691E-001                  8.4951905020279372E-001                  1.2980639308776647E+000                  6.9910189364904896E-001                  2.8036456357095513E-001                  1.9838057701166797E-004                  9.2947008726490723E-003                  6.9999999999999973E-001                  2.7997020236474890E-001                  3.4416106108119912E-003                  9.3604466091399673E-003                  1.3991941416490624E+001                  5.6029374179585538E+000                  5.0212778283535769E+001                  3.0228276741413252E+047                                        0                                        0                                        2 
                                       2                                     1197                  1.2298373876248850E+002                  1.8266062568876720E+000                  2.0000000000000000E+001                  3.4599708446224163E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4721116874746354E+000                  4.7094510727383798E-001                  7.8131032579838916E-008                  9.9999999511263138E-001                  9.9999997081692793E-001                  4.7512691181272715E-001                  7.8131032579838916E-008                  9.9999999525667504E-001                  9.9999997025589260E-001                                        1                  4.7360558437373179E-001                                        3                  4.7790548356634360E-001                                        0                  9.9999997025589260E-001                                        3                  9.9999997081692793E-001                                        1                  9.9999999525667504E-001                                        3                  9.9999999553753283E-001                                        0                  9.9999999994791511E-001                                        3                  9.9999999994906208E-001                                        1                  9.9999999999638978E-001                                        3                  9.9999999999770872E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  5.0724412595155393E+000                 -2.7844213235136248E+001                 -9.8999999999999986E+001                  1.4455306611403334E+000                  5.0725437827856901E+000                  3.1485589767509752E+000                  5.0672352804442138E+000                 -2.7844213235136248E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2405647551321520E+034                  1.8662622092642182E+034                  1.8905866276521738E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2673120586374498E+034                                        6                  3.5281832992823725E-002                                        5                  1.7099633328921471E-001                                        4                  3.1105268167999722E-001                                        3                  4.3526973793293644E-001                                        2                  4.7508015870886194E-001                                        3                  5.3919366024797322E-001                                        2                  6.3349699832477258E-001                                        1                  7.1329376737760697E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0000000000000000E+001                  4.5413738776371888E+000                  4.6497743032202328E+000                  7.6539823278836572E-001                  4.2081228835003746E+000                  1.1077016382092475E-007                  0.0000000000000000E+000                  7.5543259195819834E+000                  6.7341699827297863E-001                  1.6426300460955311E+001                  6.7341699827297863E-001                  7.5543259195819834E+000                  6.2514704877008398E-001                  8.4954144216918381E-001                  1.2979972570027196E+000                  6.9914626680271397E-001                  2.8034371505208316E-001                  3.4953589623172034E-004                  9.2981855211713097E-003                  7.0000000000000073E-001                  2.7997020236474895E-001                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.3991854383333962E+001                  5.6029654330173653E+000                  5.0211185101406940E+001                  5.9768141561389853E+047                                        0                                        0                                        3 
                                       3                                     1191                  2.0348218595248099E+002                  1.9057875029352966E+000                  2.0000000000000000E+001                  3.4599708446224163E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8778050661065393E+000                  4.9302415971489960E-001                  7.8131032864689452E-008                  9.9999999511263149E-001                  9.9999997051251877E-001                  4.9389025330532699E-001                  7.8131032864689452E-008                  9.9999999519191118E-001                  9.9999996955674464E-001                                        1                  4.9389025330532699E-001                                        3                  4.9844979781140492E-001                                        0                  9.9999996955674464E-001                                        3                  9.9999997051251877E-001                                        1                  9.9999999519191118E-001                                        3                  9.9999999553753294E-001                                        0                  9.9999999994791511E-001                                        3                  9.9999999994792377E-001                                        1                  9.9999999999632083E-001                                        3                  9.9999999999764566E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  5.0997323765708549E+000                 -2.7972975533947178E+001                 -9.8999999999999986E+001                  1.3986913161418786E+000                  5.0998188136397911E+000                  3.2443511744965079E+000                  5.0936306831325391E+000                 -2.7972975533947178E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2579669396773171E+034                  1.8830297424683652E+034                  1.9733701743306222E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2522131018615351E+034                                        6                  4.0137282853995815E-002                                        5                  1.7586848406206118E-001                                        4                  3.1425376548326961E-001                                        3                  4.3962279443089608E-001                                        2                  4.9549749797005899E-001                                        3                  5.3406668930057744E-001                                        2                  6.3024658447077930E-001                                        1                  7.1061712847008873E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0000000000000000E+001                  4.5399328606424039E+000                  4.6460704692312937E+000                  7.6642834978346441E-001                  4.2060626495101774E+000                  1.2380990068288876E-007                  0.0000000000000000E+000                  7.5521390088494815E+000                  6.6606106188036907E-001                  1.6416888176840253E+001                  6.6606106188036907E-001                  7.5521390088494815E+000                  6.2513561377182147E-001                  8.4955261124725545E-001                  1.2979644979690790E+000                  6.9916837922128938E-001                  2.8033214001801282E-001                  4.1826563736691887E-004                  9.3001083983376715E-003                  7.0000000000000062E-001                  2.7997020236474890E-001                  3.4416106108120016E-003                  9.3604466091399812E-003                  1.3991742872608041E+001                  5.6029963558471909E+000                  5.0209053960881000E+001                  7.9605436573095787E+047                                        0                                        0                                        2 
                                       4                                     1191                  3.0008032258047189E+002                  1.9849687489829215E+000                  2.0000000000000000E+001                  3.4599708446224163E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0231172167355700E+001                  5.1051473533639380E-001                  7.8131032808588898E-008                  9.9999999490018077E-001                  9.9999997008610420E-001                  5.1449803267001626E-001                  7.8131032808588898E-008                  9.9999999510047566E-001                  9.9999996855628659E-001                                        1                  5.1155860836778499E-001                                        3                  5.1662354087897810E-001                                        0                  9.9999996855628659E-001                                        3                  9.9999997008610420E-001                                        1                  9.9999999510047566E-001                                        3                  9.9999999532508121E-001                                        0                  9.9999999994404243E-001                                        3                  9.9999999994626121E-001                                        1                  9.9999999999621991E-001                                        3                  9.9999999999770905E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  5.0931395453222974E+000                 -2.8125775943931863E+001                 -9.8999999999999986E+001                  1.3471218376813636E+000                  5.0932174794423188E+000                  3.2867005798802320E+000                  5.0863042305225266E+000                 -2.8125775943931863E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2551479436005397E+034                  1.8821580593569618E+034                  2.0449119021442700E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2301548578273655E+034                                        6                  3.7709557923409798E-002                                        5                  1.7424443380444565E-001                                        4                  3.1425376548326955E-001                                        3                  4.3962279443089602E-001                                        2                  5.1491300559739417E-001                                        3                  5.3019953427368705E-001                                        2                  6.2477107350908767E-001                                        1                  7.0608446183341844E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0000000000000000E+001                  4.5381801916309437E+000                  4.6415266863419413E+000                  7.6766179636170939E-001                  4.2035957563536872E+000                  1.2431042832883118E-007                  0.0000000000000000E+000                  7.5495496679985061E+000                  6.5745624408170611E-001                  1.6405829430664351E+001                  6.5745624408170611E-001                  7.5495496679985061E+000                  6.2512737660206297E-001                  8.4956072724152987E-001                  1.2979410930367150E+000                  6.9918444410083647E-001                  2.8032278323957061E-001                  4.6268947768471293E-004                  9.3016647605587352E-003                  7.0000000000000040E-001                  2.7997020236474895E-001                  3.4416106108120011E-003                  9.3604466091399812E-003                  1.3991611001783758E+001                  5.6030299748215375E+000                  5.0206527127137186E+001                  9.3882255135567602E+047                                        0                                        0                                        2 
