1:t[yr] 2:M/Msun 3:Teff[K] 4:log(L/Lsun) 5:R/Rsun 6:log(Mdot)[Msun/yr] 7:logg 8:v_surf[km/s] 9:P[days] 10:v_crit[km/s] 11:Gamma 12:H 13:He 14:Li 15:Be 16:B 17:C 18:N 19:O 20:F 21:Ne 22:Na 23:Mg 24:Al 25:Si 26:Fe 27:sH1 28:sHe3 29:sHe4 30:sLi7 31:sBe9 32:sB10 33:sB11 34:sC12 35:sC13 36:sN14 37:sN15 38:sO16 39:sO17 40:sO18 41:sF19 42:sNe20 43:sNe21 44:sNe22 45:sNa23 46:sMg24 47:sMg25 48:sMg26 49:sAl26 50:sAl27 51:sSi28 52:sSi29 53:sSi30 54:sFe56 55:cH1 56:cHe3 57:cHe4 58:cLi7 59:cBe9 60:cB10 61:cB11 62:cC12 63:cC13 64:cN14 65:cN15 66:cO16 67:cO17 68:cO18 69:cF19 70:cNe20 71:cNe21 72:cNe22 73:cNa23 74:cMg24 74:cMg25 76:cMg26 77:cAl26 78:cAl27 79:cSi28 80:cSi29 81:cSi30 82:cFe56
1.45235e+05 49.65630 45541.72343 5.54852 9.54537 -5.91635 4.17411 262.04266 1.84444 897.35500 0.18825 12.00000 10.95762 1.92898 0.70019 2.54759 8.12669 7.65388 8.54956 4.55737 7.84001 6.17096 7.32001 6.37019 7.41003 7.40003 7.27361e-01 3.24908e-05 2.63852e-01 4.30685e-10 3.28231e-11 5.89305e-10 2.17490e-09 1.15513e-03 1.44687e-05 4.57330e-04 1.72679e-06 4.11415e-03 2.91508e-06 9.19793e-06 4.98735e-07 9.35449e-04 2.34315e-06 7.56293e-05 2.47993e-05 2.88118e-04 3.79831e-05 4.34921e-05 1.49603e-08 4.60426e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.98232e-01 2.72898e-07 2.93089e-01 1.61436e-17 7.07946e-21 1.03514e-16 4.37522e-17 5.67545e-05 1.33352e-05 3.69828e-03 1.80302e-07 1.74582e-03 1.54882e-04 1.72982e-08 6.63743e-09 9.33254e-04 2.82488e-07 5.30884e-05 5.33335e-05 2.88403e-04 2.66686e-05 4.59198e-05 8.31764e-06 4.70977e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.59735e+05 49.63864 45529.59455 5.54925 9.55857 -5.91445 4.17276 261.88245 1.84812 896.36300 0.18864 12.00000 10.95765 1.85771 0.65770 2.53215 8.12586 7.65753 8.54942 4.55665 7.84001 6.17126 7.32001 6.37026 7.41004 7.40004 7.27344e-01 3.24213e-05 2.63864e-01 3.65679e-10 2.97632e-11 5.74593e-10 2.09243e-09 1.15282e-03 1.45271e-05 4.61201e-04 1.72258e-06 4.11244e-03 3.26385e-06 9.17529e-06 4.97898e-07 9.35449e-04 2.33997e-06 7.56171e-05 2.48159e-05 2.88118e-04 3.79761e-05 4.34951e-05 1.93629e-08 4.60437e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.96627e-01 2.54097e-07 2.95121e-01 1.52405e-17 4.21697e-21 6.96627e-17 2.87078e-17 5.58470e-05 1.35519e-05 3.74973e-03 1.79887e-07 1.68655e-03 1.50661e-04 1.49279e-08 5.87489e-09 9.33254e-04 2.75423e-07 5.22396e-05 5.43250e-05 2.88403e-04 2.63027e-05 4.60257e-05 8.55067e-06 4.70977e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.73955e+05 49.62125 45515.90249 5.54998 9.57233 -5.91256 4.17136 261.70959 1.85200 895.35200 0.18902 12.00000 10.95768 1.78773 0.61600 2.51673 8.12492 7.66166 8.54926 4.55583 7.84001 6.17162 7.32002 6.37032 7.41005 7.40005 7.27327e-01 3.23437e-05 2.63876e-01 3.11379e-10 2.70377e-11 5.60041e-10 2.01335e-09 1.15022e-03 1.45875e-05 4.65618e-04 1.71791e-06 4.11046e-03 3.66024e-06 9.15019e-06 4.96947e-07 9.35449e-04 2.33636e-06 7.56049e-05 2.48359e-05 2.88118e-04 3.79673e-05 4.34971e-05 2.44675e-08 4.60437e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.95024e-01 2.34423e-07 2.96483e-01 1.42561e-17 2.28034e-21 4.27563e-17 1.71396e-17 5.48277e-05 1.37721e-05 3.81066e-03 1.79473e-07 1.62930e-03 1.46555e-04 1.22180e-08 5.12861e-09 9.33254e-04 2.69153e-07 5.14044e-05 5.53350e-05 2.88403e-04 2.59418e-05 4.62381e-05 8.77001e-06 4.72063e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.87926e+05 49.60409 45502.53726 5.55070 9.58591 -5.91071 4.16997 261.54219 1.85582 894.35400 0.18940 12.00000 10.95772 1.71886 0.57498 2.50136 8.12388 7.66626 8.54906 4.55491 7.84002 6.17203 7.32002 6.37039 7.41006 7.40006 7.27311e-01 3.22582e-05 2.63894e-01 2.65815e-10 2.46003e-11 5.45708e-10 1.93763e-09 1.14733e-03 1.46491e-05 4.70587e-04 1.71281e-06 4.10809e-03 4.10384e-06 9.12263e-06 4.95884e-07 9.35449e-04 2.33228e-06 7.55892e-05 2.48588e-05 2.88118e-04 3.79577e-05 4.35011e-05 3.02887e-08 4.60447e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.93426e-01 2.19280e-07 2.97852e-01 1.37721e-17 1.28825e-21 2.72898e-17 1.06660e-17 5.40754e-05 1.39637e-05 3.85478e-03 1.79061e-07 1.57398e-03 1.42233e-04 1.04954e-08 4.47713e-09 9.33254e-04 2.63027e-07 5.06991e-05 5.62341e-05 2.88403e-04 2.55270e-05 4.63447e-05 8.99498e-06 4.72063e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.01658e+05 49.58715 45487.53944 5.55141 9.60010 -5.90889 4.16854 261.36348 1.85984 893.33500 0.18977 12.00000 10.95776 1.65108 0.53463 2.48606 8.12273 7.67131 8.54884 4.55389 7.84002 6.17249 7.32002 6.37048 7.41007 7.40007 7.27294e-01 3.21647e-05 2.63913e-01 2.27473e-10 2.24171e-11 5.31631e-10 1.86518e-09 1.14419e-03 1.47116e-05 4.76102e-04 1.70730e-06 4.10544e-03 4.59314e-06 9.09285e-06 4.94709e-07 9.35449e-04 2.32772e-06 7.55701e-05 2.48846e-05 2.88118e-04 3.79463e-05 4.35051e-05 3.68256e-08 4.60458e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.91831e-01 2.03236e-07 2.99226e-01 1.31826e-17 6.47143e-22 1.54170e-17 5.88844e-18 5.33335e-05 1.41579e-05 3.90841e-03 1.78238e-07 1.52055e-03 1.38357e-04 8.37529e-09 3.85478e-09 9.33254e-04 2.57040e-07 4.98884e-05 5.72796e-05 2.88403e-04 2.51768e-05 4.64515e-05 9.18333e-06 4.72063e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.15180e+05 49.57040 45472.70211 5.55212 9.61418 -5.90706 4.16712 261.18703 1.86383 892.32500 0.19014 12.00000 10.95781 1.58426 0.49485 2.47083 8.12150 7.67680 8.54859 4.55277 7.84002 6.17301 7.32002 6.37057 7.41008 7.40008 7.27277e-01 3.20642e-05 2.63937e-01 1.95083e-10 2.04546e-11 5.17845e-10 1.79585e-09 1.14083e-03 1.47744e-05 4.82170e-04 1.70137e-06 4.10251e-03 5.12672e-06 9.06087e-06 4.93424e-07 9.35449e-04 2.32279e-06 7.55510e-05 2.49138e-05 2.88118e-04 3.79341e-05 4.35101e-05 4.40768e-08 4.60469e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.90240e-01 1.89671e-07 3.01301e-01 1.29718e-17 3.10456e-22 8.26038e-18 3.08319e-18 5.27230e-05 1.43549e-05 3.95367e-03 1.77828e-07 1.46893e-03 1.34276e-04 6.76083e-09 3.28095e-09 9.33254e-04 2.51768e-07 4.90908e-05 5.80764e-05 2.88403e-04 2.48313e-05 4.65586e-05 9.37562e-06 4.73151e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.28499e+05 49.55384 45456.80821 5.55282 9.62863 -5.90526 4.16567 261.00037 1.86796 891.30500 0.19051 12.00000 10.95787 1.51838 0.45563 2.45569 8.12018 7.68269 8.54832 4.55157 7.84003 6.17361 7.32003 6.37068 7.41010 7.40010 7.27244e-01 3.19558e-05 2.63961e-01 1.67656e-10 1.86874e-11 5.04359e-10 1.72958e-09 1.13721e-03 1.48371e-05 4.88754e-04 1.69512e-06 4.09921e-03 5.70230e-06 9.02672e-06 4.92040e-07 9.35449e-04 2.31739e-06 7.55284e-05 2.49471e-05 2.88118e-04 3.79201e-05 4.35151e-05 5.20259e-08 4.60479e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.88652e-01 1.79061e-07 3.02691e-01 1.40929e-17 1.45881e-22 4.33511e-18 1.58489e-18 5.21195e-05 1.45881e-05 3.99945e-03 1.75388e-07 1.42233e-03 1.30617e-04 5.57186e-09 2.79254e-09 9.33254e-04 2.46604e-07 4.84172e-05 5.90201e-05 2.88403e-04 2.44906e-05 4.66659e-05 9.57194e-06 4.73151e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.41636e+05 49.53743 45442.28746 5.55352 9.64253 -5.90347 4.16427 260.83424 1.87185 890.31200 0.19087 12.00000 10.95792 1.45331 0.41690 2.44063 8.11875 7.68893 8.54801 4.55026 7.84002 6.17425 7.32003 6.37078 7.41011 7.40011 7.27227e-01 3.18420e-05 2.63985e-01 1.44354e-10 1.70927e-11 4.91179e-10 1.66613e-09 1.13334e-03 1.48994e-05 4.95850e-04 1.68846e-06 4.09562e-03 6.31786e-06 8.99083e-06 4.90546e-07 9.35449e-04 2.31164e-06 7.55023e-05 2.49833e-05 2.88118e-04 3.79053e-05 4.35211e-05 6.06583e-08 4.60490e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.87068e-01 1.71396e-07 3.04089e-01 1.49968e-17 7.26106e-23 2.39883e-18 8.59014e-19 5.17607e-05 1.47911e-05 4.04576e-03 1.73380e-07 1.37404e-03 1.26765e-04 4.89779e-09 2.38232e-09 9.33254e-04 2.42103e-07 4.76431e-05 5.98412e-05 2.88403e-04 2.41546e-05 4.68813e-05 9.72747e-06 4.73151e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.54588e+05 49.52119 45426.48909 5.55421 9.65692 -5.90168 4.16284 260.66982 1.87583 889.30300 0.19124 12.00000 10.95799 1.38909 0.37869 2.42568 8.11726 7.69552 8.54768 4.54888 7.84002 6.17495 7.32004 6.37090 7.41013 7.40013 7.27194e-01 3.17212e-05 2.64016e-01 1.24529e-10 1.56524e-11 4.78355e-10 1.60550e-09 1.12930e-03 1.49613e-05 5.03443e-04 1.68151e-06 4.09176e-03 6.97028e-06 8.95303e-06 4.88968e-07 9.35427e-04 2.30547e-06 7.54745e-05 2.50225e-05 2.88118e-04 3.78887e-05 4.35271e-05 6.99359e-08 4.60500e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.85488e-01 1.63305e-07 3.05492e-01 1.55239e-17 3.14775e-23 1.15611e-18 4.04576e-19 5.14044e-05 1.49968e-05 4.09261e-03 1.71791e-07 1.33045e-03 1.23027e-04 3.99945e-09 2.02302e-09 9.33254e-04 2.38232e-07 4.69894e-05 6.06736e-05 2.88403e-04 2.38781e-05 4.69894e-05 9.90832e-06 4.74242e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.67376e+05 49.50509 45409.86487 5.55489 9.67162 -5.89991 4.16137 260.48220 1.88004 888.28500 0.19160 12.00000 10.95807 1.32562 0.34092 2.41083 8.11568 7.70243 8.54731 4.54741 7.84003 6.17572 7.32005 6.37104 7.41015 7.40015 7.27160e-01 3.15951e-05 2.64052e-01 1.07609e-10 1.43480e-11 4.65854e-10 1.54750e-09 1.12505e-03 1.50221e-05 5.11517e-04 1.67425e-06 4.08752e-03 7.65720e-06 8.91354e-06 4.87293e-07 9.35427e-04 2.29890e-06 7.54449e-05 2.50657e-05 2.88118e-04 3.78704e-05 4.35351e-05 7.98381e-08 4.60522e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.83912e-01 1.58125e-07 3.06902e-01 1.61436e-17 1.50661e-23 6.13762e-19 2.10378e-19 5.12861e-05 1.51705e-05 4.13048e-03 1.70608e-07 1.28825e-03 1.19399e-04 3.61410e-09 1.72982e-09 9.33254e-04 2.34423e-07 4.62381e-05 6.15177e-05 2.88403e-04 2.35505e-05 4.70977e-05 1.00693e-05 4.74242e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.80015e+05 49.48911 45391.64776 5.55557 9.68697 -5.89815 4.15986 260.25675 1.88466 887.24000 0.19196 12.00000 10.95815 1.26285 0.30356 2.39608 8.11402 7.70960 8.54692 4.54587 7.84003 6.17654 7.32005 6.37117 7.41017 7.40017 7.27127e-01 3.14637e-05 2.64089e-01 9.31344e-11 1.31647e-11 4.53680e-10 1.49200e-09 1.12060e-03 1.50817e-05 5.20044e-04 1.66671e-06 4.08301e-03 8.37606e-06 8.87258e-06 4.85546e-07 9.35427e-04 2.29203e-06 7.54119e-05 2.51119e-05 2.88118e-04 3.78512e-05 4.35432e-05 9.03337e-08 4.60532e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.82339e-01 1.53109e-07 3.09030e-01 1.66341e-17 6.85488e-24 3.07610e-19 1.03514e-19 5.11682e-05 1.53462e-05 4.16869e-03 1.69824e-07 1.24738e-03 1.15878e-04 3.16957e-09 1.48252e-09 9.31108e-04 2.31206e-07 4.56037e-05 6.22300e-05 2.88403e-04 2.32274e-05 4.72063e-05 1.02094e-05 4.74242e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
2.92527e+05 49.47322 45372.68549 5.55625 9.70262 -5.89642 4.15831 260.07924 1.88899 886.18700 0.19231 12.00000 10.95824 1.20067 0.26656 2.38142 8.11230 7.71702 8.54651 4.54425 7.84004 6.17742 7.32007 6.37133 7.41020 7.40020 7.27076e-01 3.13271e-05 2.64125e-01 8.07161e-11 1.20887e-11 4.41835e-10 1.43880e-09 1.11599e-03 1.51405e-05 5.29005e-04 1.65894e-06 4.07812e-03 9.12515e-06 8.83019e-06 4.83704e-07 9.35427e-04 2.28486e-06 7.53755e-05 2.51611e-05 2.88118e-04 3.78303e-05 4.35512e-05 1.01396e-07 4.60553e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.80769e-01 1.43549e-07 3.10456e-01 1.63305e-17 1.10154e-24 5.47016e-20 1.80302e-20 5.09331e-05 1.55239e-05 4.20727e-03 1.69434e-07 1.20781e-03 1.12460e-04 1.67494e-09 1.19124e-09 9.31108e-04 2.27510e-07 4.49780e-05 6.30957e-05 2.88403e-04 2.29087e-05 4.73151e-05 1.03514e-05 4.75335e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
