1:t[yr] 2:M/Msun 3:Teff[K] 4:log(L/Lsun) 5:R/Rsun 6:log(Mdot)[Msun/yr] 7:logg 8:v_surf[km/s] 9:P[days] 10:v_crit[km/s] 11:Gamma 12:H 13:He 14:Li 15:Be 16:B 17:C 18:N 19:O 20:F 21:Ne 22:Na 23:Mg 24:Al 25:Si 26:Fe 27:sH1 28:sHe3 29:sHe4 30:sLi7 31:sBe9 32:sB10 33:sB11 34:sC12 35:sC13 36:sN14 37:sN15 38:sO16 39:sO17 40:sO18 41:sF19 42:sNe20 43:sNe21 44:sNe22 45:sNa23 46:sMg24 47:sMg25 48:sMg26 49:sAl26 50:sAl27 51:sSi28 52:sSi29 53:sSi30 54:sFe56 55:cH1 56:cHe3 57:cHe4 58:cLi7 59:cBe9 60:cB10 61:cB11 62:cC12 63:cC13 64:cN14 65:cN15 66:cO16 67:cO17 68:cO18 69:cF19 70:cNe20 71:cNe21 72:cNe22 73:cNa23 74:cMg24 74:cMg25 76:cMg26 77:cAl26 78:cAl27 79:cSi28 80:cSi29 81:cSi30 82:cFe56
0.00000e+00 49.82912 45723.20307 5.54158 9.39443 -5.93445 4.18947 264.34187 1.79947 908.12700 0.18463 12.00000 10.95754 2.64737 1.12619 2.67380 8.12995 7.64022 8.55000 4.55998 7.84001 6.17001 7.32001 6.37001 7.41001 7.40001 7.27394e-01 3.27680e-05 2.63815e-01 2.22659e-09 8.75387e-11 7.05895e-10 2.99896e-09 1.16429e-03 1.41446e-05 4.43129e-04 1.74426e-06 4.11965e-03 1.64835e-06 9.29116e-06 5.01765e-07 9.35470e-04 2.35445e-06 7.56624e-05 2.47463e-05 2.88118e-04 3.80058e-05 4.34851e-05 1.49875e-10 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.12853e-01 5.22396e-07 2.78612e-01 3.25837e-17 3.18420e-19 1.63305e-15 8.51138e-16 6.41210e-05 1.16681e-05 3.03389e-03 1.68267e-07 2.45471e-03 1.95884e-04 5.59758e-08 1.50661e-08 9.33254e-04 3.60579e-07 6.26614e-05 4.22669e-05 2.88403e-04 3.07610e-05 4.47713e-05 5.62341e-06 4.66659e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
0.00000e+00 49.82912 45723.20307 5.54158 9.39443 -5.93445 4.18947 264.34187 1.79947 908.12700 0.18463 12.00000 10.95754 2.64737 1.12619 2.67380 8.12995 7.64022 8.55000 4.55998 7.84001 6.17001 7.32001 6.37001 7.41001 7.40001 7.27394e-01 3.27680e-05 2.63815e-01 2.22659e-09 8.75387e-11 7.05895e-10 2.99896e-09 1.16429e-03 1.41446e-05 4.43129e-04 1.74426e-06 4.11965e-03 1.64835e-06 9.29116e-06 5.01765e-07 9.35470e-04 2.35445e-06 7.56624e-05 2.47463e-05 2.88118e-04 3.80058e-05 4.34851e-05 1.49875e-10 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.12853e-01 5.22396e-07 2.78612e-01 3.25837e-17 3.18420e-19 1.63305e-15 8.51138e-16 6.41210e-05 1.16681e-05 3.03389e-03 1.68267e-07 2.45471e-03 1.95884e-04 5.59758e-08 1.50661e-08 9.33254e-04 3.60579e-07 6.26614e-05 4.22669e-05 2.88403e-04 3.07610e-05 4.47713e-05 5.62341e-06 4.66659e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.74697e+04 49.80871 45686.48745 5.54238 9.41823 -5.93232 4.18709 263.91064 1.80697 906.56100 0.18505 12.00000 10.95754 2.55914 1.07502 2.66283 8.12988 7.64049 8.54999 4.55993 7.84001 6.17003 7.32001 6.37001 7.41001 7.40001 7.27394e-01 3.27620e-05 2.63815e-01 1.82134e-09 7.78090e-11 6.97028e-10 2.91447e-09 1.16407e-03 1.41573e-05 4.43404e-04 1.74381e-06 4.11955e-03 1.67013e-06 9.28881e-06 5.01707e-07 9.35470e-04 2.35424e-06 7.56624e-05 2.47474e-05 2.88118e-04 3.80049e-05 4.34851e-05 3.65115e-10 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.11214e-01 4.96592e-07 2.79898e-01 3.24340e-17 2.50611e-19 1.36144e-15 7.04693e-16 6.44169e-05 1.18304e-05 3.12608e-03 1.72584e-07 2.35505e-03 1.91426e-04 5.11682e-08 1.43219e-08 9.33254e-04 3.49945e-07 6.13762e-05 4.36516e-05 2.88403e-04 3.02691e-05 4.48745e-05 5.99791e-06 4.66659e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
3.46376e+04 49.78855 45654.17102 5.54317 9.44007 -5.93022 4.18490 263.52907 1.81379 905.10200 0.18546 12.00000 10.95754 2.47327 1.02453 2.65053 8.12976 7.64094 8.54999 4.55985 7.84001 6.17005 7.32001 6.37001 7.41001 7.40001 7.27394e-01 3.27514e-05 2.63815e-01 1.49744e-09 6.92692e-11 6.86499e-10 2.82332e-09 1.16375e-03 1.41759e-05 4.43864e-04 1.74309e-06 4.11946e-03 1.70880e-06 9.28517e-06 5.01614e-07 9.35470e-04 2.35391e-06 7.56606e-05 2.47486e-05 2.88118e-04 3.80049e-05 4.34851e-05 7.61097e-10 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.09578e-01 4.64515e-07 2.81838e-01 3.04089e-17 1.74582e-19 1.05196e-15 5.34564e-16 6.39735e-05 1.19950e-05 3.21366e-03 1.75792e-07 2.25944e-03 1.86638e-04 4.54988e-08 1.33968e-08 9.33254e-04 3.40408e-07 6.01174e-05 4.50817e-05 2.88403e-04 2.97167e-05 4.49780e-05 6.33870e-06 4.67735e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
5.15014e+04 49.76865 45630.06771 5.54395 9.45857 -5.92816 4.18303 263.22533 1.81944 903.80800 0.18587 12.00000 10.95755 2.38958 0.97493 2.63720 8.12959 7.64164 8.54996 4.55972 7.84001 6.17009 7.32001 6.37002 7.41001 7.40001 7.27394e-01 3.27356e-05 2.63821e-01 1.23697e-09 6.17931e-11 6.74559e-10 2.72829e-09 1.16324e-03 1.42007e-05 4.44580e-04 1.74209e-06 4.11917e-03 1.77068e-06 9.27962e-06 5.01464e-07 9.35470e-04 2.35337e-06 7.56606e-05 2.47508e-05 2.88118e-04 3.80041e-05 4.34861e-05 1.41605e-09 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.07946e-01 4.36516e-07 2.83792e-01 2.84446e-17 1.22462e-19 8.22243e-16 4.09261e-16 6.33870e-05 1.21899e-05 3.29610e-03 1.78238e-07 2.17270e-03 1.81552e-04 4.12098e-08 1.24738e-08 9.33254e-04 3.31131e-07 5.90201e-05 4.63447e-05 2.88403e-04 2.92415e-05 4.51856e-05 6.66807e-06 4.67735e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
6.80182e+04 49.74907 45608.75961 5.54472 9.47586 -5.92613 4.18127 262.95658 1.82463 902.58100 0.18627 12.00000 10.95755 2.30807 0.92641 2.62312 8.12933 7.64265 8.54994 4.55953 7.84000 6.17015 7.32000 6.37003 7.41001 7.40001 7.27394e-01 3.27145e-05 2.63821e-01 1.02669e-09 5.52612e-11 6.61546e-10 2.63184e-09 1.16252e-03 1.42318e-05 4.45625e-04 1.74064e-06 4.11889e-03 1.86187e-06 9.27214e-06 5.01245e-07 9.35449e-04 2.35256e-06 7.56572e-05 2.47543e-05 2.88118e-04 3.80023e-05 4.34861e-05 2.41079e-09 4.60405e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.06318e-01 3.95367e-07 2.85102e-01 2.45471e-17 7.36207e-20 5.57186e-16 2.70396e-16 6.22300e-05 1.23595e-05 3.37287e-03 1.79473e-07 2.08930e-03 1.77011e-04 3.35738e-08 1.13240e-08 9.33254e-04 3.21366e-07 5.79429e-05 4.76431e-05 2.88403e-04 2.87740e-05 4.52898e-05 6.98232e-06 4.68813e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
8.41906e+04 49.72981 45597.14995 5.54550 9.48921 -5.92413 4.17988 262.78023 1.82843 901.54700 0.18668 12.00000 10.95757 2.22855 0.87897 2.60849 8.12901 7.64404 8.54990 4.55928 7.84001 6.17024 7.32001 6.37006 7.41002 7.40002 7.27378e-01 3.26851e-05 2.63827e-01 8.55855e-10 4.95416e-11 6.47739e-10 2.53565e-09 1.16158e-03 1.42695e-05 4.47044e-04 1.73880e-06 4.11832e-03 1.98811e-06 9.26232e-06 5.00945e-07 9.35449e-04 2.35147e-06 7.56554e-05 2.47588e-05 2.88118e-04 3.79997e-05 4.34871e-05 3.82675e-09 4.60416e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.04693e-01 3.68978e-07 2.87078e-01 2.29615e-17 5.01187e-20 4.30527e-16 2.03704e-16 6.10942e-05 1.25603e-05 3.44350e-03 1.80302e-07 2.01372e-03 1.72584e-04 3.06902e-08 1.02802e-08 9.33254e-04 3.13329e-07 5.68853e-05 4.88652e-05 2.88403e-04 2.83139e-05 4.53942e-05 7.27780e-06 4.68813e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
9.99522e+04 49.71095 45581.44051 5.54626 9.50406 -5.92216 4.17836 262.57698 1.83271 900.45100 0.18707 12.00000 10.95757 2.15119 0.83279 2.59353 8.12858 7.64582 8.54985 4.55894 7.84001 6.17036 7.32001 6.37008 7.41002 7.40002 7.27378e-01 3.26490e-05 2.63827e-01 7.16902e-10 4.45441e-11 6.33447e-10 2.44141e-09 1.16038e-03 1.43126e-05 4.48890e-04 1.73652e-06 4.11766e-03 2.15313e-06 9.24996e-06 5.00553e-07 9.35449e-04 2.34996e-06 7.56502e-05 2.47657e-05 2.88118e-04 3.79971e-05 4.34881e-05 5.72743e-09 4.60416e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.03072e-01 3.38844e-07 2.88403e-01 2.04644e-17 2.99226e-20 2.96483e-16 1.36144e-16 5.98412e-05 1.27350e-05 3.50752e-03 1.80717e-07 1.94089e-03 1.67880e-04 2.60615e-08 9.24698e-09 9.33254e-04 3.04789e-07 5.59758e-05 5.00035e-05 2.88403e-04 2.79254e-05 4.54988e-05 7.56833e-06 4.69894e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.15378e+05 49.69242 45569.64055 5.54702 9.51732 -5.92021 4.17698 262.40922 1.83644 899.43500 0.18747 12.00000 10.95758 2.07551 0.78761 2.57832 8.12805 7.64803 8.54977 4.55851 7.84000 6.17051 7.32001 6.37011 7.41002 7.40002 7.27378e-01 3.26047e-05 2.63834e-01 6.02754e-10 4.01430e-11 6.18828e-10 2.34947e-09 1.15891e-03 1.43608e-05 4.51191e-04 1.73376e-06 4.11671e-03 2.36124e-06 9.23528e-06 5.00058e-07 9.35449e-04 2.34812e-06 7.56450e-05 2.47742e-05 2.88118e-04 3.79936e-05 4.34891e-05 8.18446e-09 4.60416e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 7.01455e-01 3.16228e-07 2.89734e-01 1.90108e-17 1.94089e-20 2.18776e-16 9.77237e-17 5.87489e-05 1.29420e-05 3.57273e-03 1.80717e-07 1.87499e-03 1.63682e-04 2.33884e-08 8.29851e-09 9.33254e-04 2.97167e-07 5.49541e-05 5.11682e-05 2.88403e-04 2.74789e-05 4.57088e-05 7.83430e-06 4.69894e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
1.30457e+05 49.67422 45555.91027 5.54777 9.53127 -5.91826 4.17555 262.22665 1.84042 898.39600 0.18786 12.00000 10.95760 2.00154 0.74347 2.56300 8.12742 7.65072 8.54968 4.55799 7.84001 6.17072 7.32001 6.37015 7.41003 7.40003 7.27361e-01 3.25522e-05 2.63840e-01 5.08698e-10 3.62627e-11 6.04088e-10 2.26063e-09 1.15715e-03 1.44129e-05 4.54004e-04 1.73049e-06 4.11557e-03 2.61451e-06 9.21786e-06 4.99448e-07 9.35449e-04 2.34585e-06 7.56380e-05 2.47856e-05 2.88118e-04 3.79883e-05 4.34901e-05 1.12458e-08 4.60416e-05 4.82848e-04 2.53934e-05 1.73165e-05 1.02322e-03 6.99842e-01 2.96483e-07 2.91743e-01 1.77419e-17 1.21619e-20 1.56675e-16 6.79204e-17 5.78096e-05 1.31522e-05 3.63915e-03 1.80717e-07 1.80717e-03 1.59221e-04 2.09411e-08 7.48170e-09 9.33254e-04 2.89734e-07 5.40754e-05 5.22396e-05 2.88403e-04 2.70396e-05 4.58142e-05 8.09096e-06 4.69894e-05 4.83059e-04 2.54097e-05 1.72982e-05 1.02329e-03 
