                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9575      4.0000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                   total_angular_momentum                              num_retries                              num_backups                                num_iters 
                                       1                                     1175                  1.0000000000000000E+002                  2.0000000000000000E+000                  3.4900738428298105E+001                 -7.9025035215870574E+000                  1.5007851999551454E+001                  3.7288626100857925E-001                  7.8131868308517483E-008                  9.9999950211249122E-001                  9.9999908346862509E-001                  3.8819804613040099E-001                  7.8131868308517483E-008                  9.9999950211249122E-001                  9.9999908346862509E-001                  7.8476665201216758E+000                 -1.8027042553732176E+001                  3.2379276573602453E+000                  7.8476771870681308E+000                  4.6869727211834826E+000                  7.8473664377076000E+000                 -1.8027042553732176E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9818709592224089E+034                  6.6170258968430692E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6677475538664535E+000                  4.9605500550292279E+000                  6.6803875623433251E-001                  4.7038718186823800E+000                 -5.1335424460527245E-006                  7.7540172877793703E+000                  9.2742201480796471E-001                  1.6962001195712343E+001                  9.2742201480796471E-001                  7.7540172877793703E+000                  6.1007186513682032E-001                  8.5673005403693570E-001                  1.2780841464250496E+000                  7.1352292760017988E-001                  2.7225401130730298E-001                  9.9916766271611183E-005                  5.2667211457936292E-003                  2.3825110413126386E-003                  6.5335199888289421E-003                  2.8699666465053671E+001                  1.0734734822813984E+001                  0.0000000000000000E+000                                        0                                        0                                       99 
                                       2                                     1263                  1.8000000000000003E+002                  1.9030899869919435E+000                  3.4900738368772707E+001                 -7.1641120248391150E+000                  3.8635346434321818E+001                  9.6585093943701217E-001                  7.8131878855636216E-008                  9.9999999944670603E-001                  9.9999999681712470E-001                  9.6847658873720277E-001                  7.8131878855636216E-008                  9.9999999944670603E-001                  9.9999999681712470E-001                  6.9599174563215680E+000                 -2.1962475168256333E+001                  1.6319461206925219E+000                  6.9599194971756537E+000                  5.2766755017680342E+000                  6.9508165453535566E+000                 -2.1962475168256333E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4766826757296209E+034                  5.4894824695714029E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6074016425856943E+000                  4.8831214619503429E+000                  7.5001628225640871E-001                  4.5399167071128268E+000                  8.7658632558198970E-006                  7.6708695065113073E+000                  6.7590915180326572E-001                  1.6627886269732315E+001                  6.7590915180326572E-001                  7.6708695065113073E+000                  6.1061195841131988E-001                  8.5856838767377797E-001                  1.2736089670598807E+000                  7.1720337061730366E-001                  2.6852301226897457E-001                  3.4786647612490345E-004                  6.0197907256772177E-003                  2.3825110413126390E-003                  6.5335199888289421E-003                  2.8691691556748616E+001                  1.0737670402306165E+001                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       3                                     1252                  2.4400000000000000E+002                  1.8061799739838871E+000                  3.4900738337264912E+001                 -7.3434863719580328E+000                  3.8371454236589919E+001                  9.5808370364269302E-001                  7.8131884406751340E-008                  9.9999999856484867E-001                  9.9999999245948235E-001                  9.6185187012557016E-001                  7.8131884406751340E-008                  9.9999999856484867E-001                  9.9999999245948235E-001                  6.4649650451675562E+000                 -2.3054246678894334E+001                  1.1976933808151016E+000                  6.4649673921588224E+000                  4.7313703493237842E+000                  6.4568697822257555E+000                 -2.3054246678894334E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9951991122994196E+034                  5.1179403463456124E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6079744352762582E+000                  4.9446324147659633E+000                  7.7962617328309192E-001                  4.4806968935516664E+000                  4.9996325006049697E-006                  7.6492444590661854E+000                  6.1162059223597287E-001                  1.6541121986493970E+001                  6.1162059223597287E-001                  7.6492444590661854E+000                  6.1230238859280262E-001                  8.5854442616179172E-001                  1.2736808735045602E+000                  7.1715343135326526E-001                  2.6854771638935565E-001                  1.9803806446504904E-004                  6.0150226296233674E-003                  2.3825110413126381E-003                  6.5335199888289447E-003                  2.8689725104122843E+001                  1.0738661649863722E+001                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       4                                     1232                  2.9520000000000005E+002                  1.7092699609758308E+000                  3.4900738302835691E+001                 -7.2080672902374499E+000                  3.7036798523865180E+001                  9.2499399243147296E-001                  7.8131891845245605E-008                  9.9999999836672215E-001                  9.9999999081121915E-001                  9.3041419604614950E-001                  7.8131891845245605E-008                  9.9999999836672215E-001                  9.9999999081121915E-001                  6.2178491157390567E+000                 -2.3555763085039779E+001                  1.0002602162282139E+000                  6.2178517471828378E+000                  4.4590559090627409E+000                  6.2102142226749892E+000                 -2.3555763085039779E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7086761162047988E+034                  4.8922210476488558E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6138496369655098E+000                  5.0018723867947905E+000                  7.9649575591900224E-001                  4.4469576938506306E+000                  4.3642517176529141E-006                  7.6395167866367810E+000                  5.8287777191065393E-001                  1.6502217576717278E+001                  5.8287777191065393E-001                  7.6395167866367810E+000                  6.1306325552043239E-001                  8.5853308687100738E-001                  1.2737137741209075E+000                  7.1712974858621314E-001                  2.6856229018537342E-001                  1.4468984953821748E-004                  6.0122856100834144E-003                  2.3825110413126386E-003                  6.5335199888289404E-003                  2.8688843503972393E+001                  1.0739201470598930E+001                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       5                                     1211                  3.3994693730694411E+002                  1.6507633154907579E+000                  3.4900738262252077E+001                 -7.0781370280842628E+000                  3.5997439228396765E+001                  8.9923487467122187E-001                  7.8131898839650660E-008                  9.9999999837235110E-001                  9.9999999002464035E-001                  9.0494550716809119E-001                  7.8131898839650660E-008                  9.9999999837235110E-001                  9.9999999002464035E-001                  6.0649758226289565E+000                 -2.3859680901034512E+001                  8.8122102629190058E-001                  6.0649786672740662E+000                  4.2833639535257673E+000                  6.0577350014418432E+000                 -2.3859680901034512E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5191027273126834E+034                  4.7444345361167769E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6189767178789038E+000                  5.0459064410104171E+000                  8.0825862120002667E-001                  4.4234319227049639E+000                  4.2359347709969282E-006                  7.6336826685861823E+000                  5.6572693834340249E-001                  1.6478947917817838E+001                  5.6572693834340249E-001                  7.6336826685861823E+000                  6.1351984403860671E-001                  8.5852593238758435E-001                  1.2737338918844809E+000                  7.1711489456880462E-001                  2.6857266679104141E-001                  1.1819261247875288E-004                  6.0103718196172504E-003                  2.3825110413126364E-003                  6.5335199888289361E-003                  2.8688303496382847E+001                  1.0739575556303889E+001                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       6                                     1203                  3.9151122005367955E+002                  1.7123489811412387E+000                  3.4900738203405176E+001                 -6.9783498977876004E+000                  3.5149843915246770E+001                  8.7677204550189380E-001                  7.8131908942680184E-008                  9.9999999837976195E-001                  9.9999998954790259E-001                  8.8688989033404697E-001                  7.8131908942680184E-008                  9.9999999837976195E-001                  9.9999998954790259E-001                  5.9392107531981546E+000                 -2.4112997502392034E+001                  7.8233790390150071E-001                  5.9392137794840165E+000                  4.1287235068736212E+000                  5.9324393548210885E+000                 -2.4112997502392034E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3671903949179979E+034                  4.6129081603499708E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6237315207502290E+000                  5.0866807456423402E+000                  8.1913616777333831E-001                  4.4016767707114370E+000                  3.7927027537507006E-006                  7.6288540321939591E+000                  5.5160830034375619E-001                  1.6459743177112006E+001                  5.5160830034375619E-001                  7.6288540321939591E+000                  6.1389808173205840E-001                  8.5851957857791417E-001                  1.2737512005672824E+000                  7.1710181114077831E-001                  2.6858277986976103E-001                  1.0011521543761585E-004                  6.0085338496758071E-003                  2.3825110413126390E-003                  6.5335199888289395E-003                  2.8687837938015875E+001                  1.0739930762092712E+001                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       7                                     1198                  4.5338835934976208E+002                  1.7915302271888633E+000                  3.4900738116148936E+001                 -6.8864583617695150E+000                  3.4239060672550231E+001                  8.5413205842642359E-001                  7.8131924818869436E-008                  9.9999999838964904E-001                  9.9999998912582178E-001                  8.6395965893120530E-001                  7.8131924818869436E-008                  9.9999999838964904E-001                  9.9999998912582178E-001                  5.8312266240645760E+000                 -2.4337550782977438E+001                  6.9493168330529054E-001                  5.8312297971939842E+000                  3.9835510872004969E+000                  5.8250149175871506E+000                 -2.4337550782977438E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2322536072692317E+034                  4.5003092123829428E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6278632847171872E+000                  5.1241005383809322E+000                  8.2958253620871769E-001                  4.3807839465844438E+000                  3.3567914309143194E-006                  7.6245990527342125E+000                  5.3924292248354289E-001                  1.6442873858670520E+001                  5.3924292248354289E-001                  7.6245990527342125E+000                  6.1423182767282392E-001                  8.5851344780371897E-001                  1.2737674159967951E+000                  7.1708929078184835E-001                  2.6859327353029400E-001                  8.7163930313107968E-005                  6.0066504081868798E-003                  2.3825110413126390E-003                  6.5335199888289361E-003                  2.8687401351945727E+001                  1.0740289550856303E+001                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       8                                     1189                  5.2764092650506120E+002                  1.8707114732364882E+000                  3.4900737989152987E+001                 -6.8026462961559924E+000                  3.3252917378316177E+001                  8.3028235364671965E-001                  7.8131947800486046E-008                  9.9999999840292730E-001                  9.9999998871789575E-001                  8.4096511211864233E-001                  7.8131947800486046E-008                  9.9999999840292730E-001                  9.9999998871789575E-001                  5.7383411543641341E+000                 -2.4539218934005905E+001                  6.1662718481060197E-001                  5.7383444358361198E+000                  3.8443974501643887E+000                  5.7327612394398209E+000                 -2.4539218934005905E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1121571595507571E+034                  4.4007370409602423E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6312439205587559E+000                  5.1576432881519576E+000                  8.3959263941109208E-001                  4.3607636131837406E+000                  2.9797445921242436E-006                  7.6207975883424863E+000                  5.2827273395426300E-001                  1.6427857146049401E+001                  5.2827273395426300E-001                  7.6207975883424863E+000                  6.1453058807464889E-001                  8.5850730211071913E-001                  1.2737832628037526E+000                  7.1707682932058636E-001                  2.6860439264178465E-001                  7.7871224578675386E-005                  6.0046760974693664E-003                  2.3825110413126373E-003                  6.5335199888289456E-003                  2.8686976335177796E+001                  1.0740658065622236E+001                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       9                                     1184                  6.1674400709142014E+002                  1.9498927192841131E+000                  3.4900737808148868E+001                 -6.7279291413622362E+000                  3.2234616656883972E+001                  8.0579249813622367E-001                  7.8131979996953760E-008                  9.9999999835759401E-001                  9.9999998830918868E-001                  8.1592635450173168E-001                  7.8131979996953760E-008                  9.9999999835759401E-001                  9.9999998830918868E-001                  5.6586036034372027E+000                 -2.4721458204417839E+001                  5.4601921535619669E-001                  5.6586069546210007E+000                  3.7094749822385085E+000                  5.6536932977491015E+000                 -2.4721458204417839E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0076146614132154E+034                  4.3185244159390913E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6339014245256136E+000                  5.1874093869438003E+000                  8.4916068087329954E-001                  4.3416273492552140E+000                  2.6475617497193676E-006                  7.6173781287461519E+000                  5.1848439573579153E-001                  1.6414405653518575E+001                  5.1848439573579153E-001                  7.6173781287461519E+000                  6.1480002893031482E-001                  8.5850099570296901E-001                  1.2737991959454742E+000                  7.1706411307362405E-001                  2.6861627740080662E-001                  7.1285683591017741E-005                  6.0025856116067656E-003                  2.3825110413126390E-003                  6.5335199888289473E-003                  2.8686548787186904E+001                  1.0741041943709359E+001                  0.0000000000000000E+000                                        0                                        0                                        5 
