          1 -- mesa/star zams

     year_month_day_when_created   20170919
                        net_name   'basic.net'
                         species          8
                       initial_z        8.80000000000000E-03
                       initial_y        2.64000000000000E-01

          M/Msun           n_shells
       20.00000000           1164
       -1.00000000             -1

                          M/Msun      1.9999999999999932E+01
                        n_shells       1164

             lnd                      lnT                      lnR                        L                       dq                       h1                      he3                      he4                      c12                      n14                      o16                     ne20                     mg24
   34  -1.9543865042659061E+01   1.0791338762334147E+01   2.6684301574325549E+01   1.9026139289015792E+38   6.1494433955806935E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   35  -1.9506091967015262E+01   1.0802344600625439E+01   2.6684199089606906E+01   1.9026139289015256E+38   3.0747216977903597E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   36  -1.9481962180522348E+01   1.0809436051151470E+01   2.6684149735488958E+01   1.9026139289014987E+38   3.0747216977903468E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   37  -1.9447197609789612E+01   1.0819725701537092E+01   2.6684101550972816E+01   1.9026139289014715E+38   6.1494433955806935E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   38  -1.9400267724639761E+01   1.0833377753197919E+01   2.6684008454876260E+01   1.9026139289014156E+38   6.8327148839786932E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   39  -1.9364672392672322E+01   1.0843520094307051E+01   2.6683909728650836E+01   1.9026139289013533E+38   3.4163574419892626E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572824E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   40  -1.9341869635105436E+01   1.0850070572595284E+01   2.6683862081269599E+01   1.9026139289013223E+38   3.4163574419892626E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572824E-03   4.4358976060810139E-04   4.1185965080215471E-03   9.2376237786695632E-04   1.7997426847460314E-03
   41  -1.9308935779151607E+01   1.0859596852343650E+01   2.6683815501503009E+01   1.9026139289012902E+38   6.8327148839785510E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   42  -1.9276850449448379E+01   1.0868630188081530E+01   2.6683725341609801E+01   1.9026139289012264E+38   3.4163574419892755E-12   7.2720000000000018E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   43  -1.9256212638404552E+01   1.0874483589412474E+01   2.6683681676345657E+01   1.9026139289011939E+38   3.4163574419892755E-12   7.2720000000000007E-01   2.8094913236787847E-05   2.6397190508676327E-01   1.5143086687572831E-03   4.4358976060810144E-04   4.1185965080215480E-03   9.2376237786695643E-04   1.7997426847460318E-03
   44  -1.9226295930923111E+01   1.0883022867157358E+01   2.6683638897455069E+01   1.9026139289011610E+38   6.8327148839795592E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   45  -1.9187745848290756E+01   1.0893859559709858E+01   2.6683555845698425E+01   1.9026139289010953E+38   6.8327148839790939E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   46  -1.9150835909009274E+01   1.0904185344532841E+01   2.6683475915128771E+01   1.9026139289010288E+38   6.8327148839786286E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   47  -1.9124038736439470E+01   1.0911590881026086E+01   2.6683398862867175E+01   1.9026139289009619E+38   3.4163574419893143E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   48  -1.9106699068526961E+01   1.0916413587387400E+01   2.6683361348971658E+01   1.9026139289009287E+38   3.4163574419893143E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572824E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695610E-04   1.7997426847460316E-03
   49  -1.9081426169307750E+01   1.0923483485973692E+01   2.6683324475833448E+01   1.9026139289008943E+38   6.8327148839785510E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810139E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   50  -1.9048707434240189E+01   1.0932531961830655E+01   2.6683252558249922E+01   1.9026139289008259E+38   6.8327148839785510E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810139E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   51  -1.9017190269353375E+01   1.0941223742947527E+01   2.6683182940862348E+01   1.9026139289007571E+38   6.8327148839785252E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   52  -1.8986795298562487E+01   1.0949586852942570E+01   2.6683115469528364E+01   1.9026139289006876E+38   6.8327148839784993E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   53  -1.8957449488747940E+01   1.0957646020463869E+01   2.6683050005077600E+01   1.9026139289006181E+38   6.8327148839785510E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   54  -1.8929085035178293E+01   1.0965423105298658E+01   2.6682986421512837E+01   1.9026139289005478E+38   6.8327148839785252E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   55  -1.8901639204510591E+01   1.0972937548849410E+01   2.6682924604496701E+01   1.9026139289004768E+38   6.8327148839785252E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   56  -1.8875054718013015E+01   1.0980206738593893E+01   2.6682864450024208E+01   1.9026139289004058E+38   6.8327148839785252E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572829E-03   4.4358976060810139E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   57  -1.8836730186418656E+01   1.0990793228574905E+01   2.6682805863223887E+01   1.9026139289003344E+38   1.3756532633076741E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   58  -1.8799583258814323E+01   1.1000803022030926E+01   2.6682692314184052E+01   1.9026139289001893E+38   6.8782663165383444E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   59  -1.8775825065700975E+01   1.1007272308850018E+01   2.6682637596162945E+01   1.9026139289001157E+38   6.8782663165383444E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   60  -1.8741567333879949E+01   1.1016687282726384E+01   2.6682584154152142E+01   1.9026139289000420E+38   1.3756532633079946E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   61  -1.8708334634824404E+01   1.1025627745569048E+01   2.6682480845438263E+01   1.9026139288998939E+38   6.8782663165388614E-12   7.2720000000000007E-01   2.8094913236787847E-05   2.6397190508676327E-01   1.5143086687572831E-03   4.4358976060810144E-04   4.1185965080215480E-03   9.2376237786695643E-04   1.7997426847460320E-03
   62  -1.8686989406884621E+01   1.1031425495139446E+01   2.6682430867994427E+01   1.9026139288998195E+38   6.8782663165388097E-12   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695610E-04   1.7997426847460316E-03
   63  -1.8656091844865134E+01   1.1039890840514694E+01   2.6682381938767165E+01   1.9026139288997447E+38   1.3756532633076741E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   64  -1.8616423028699391E+01   1.1050653201234530E+01   2.6682287037194744E+01   1.9026139288995943E+38   1.3756532633076689E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   65  -1.8578564698124794E+01   1.1060928122801000E+01   2.6682195801093542E+01   1.9026139288994428E+38   1.3756532633076689E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   66  -1.8542369616990211E+01   1.1070760488064979E+01   2.6682107930869918E+01   1.9026139288992902E+38   1.3756532633076689E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   67  -1.8507705616814746E+01   1.1080188825663386E+01   2.6682023162297000E+01   1.9026139288991368E+38   1.3756532633076741E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   68  -1.8474452931639622E+01   1.1089246391934619E+01   2.6681941261323601E+01   1.9026139288989827E+38   1.3756532633076689E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   69  -1.8442503133800663E+01   1.1097962142806255E+01   2.6681862019843155E+01   1.9026139288988278E+38   1.3756532633076896E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   70  -1.8411758563646512E+01   1.1106361484972645E+01   2.6681785252132254E+01   1.9026139288986721E+38   1.3756532633076896E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810128E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   71  -1.8382132212315536E+01   1.1114466866933245E+01   2.6681710791810261E+01   1.9026139288985161E+38   1.3756532633076741E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   72  -1.8353546509670078E+01   1.1122298331142067E+01   2.6681638489203305E+01   1.9026139288983589E+38   1.3756532633076689E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   73  -1.8312688921176250E+01   1.1133639450697105E+01   2.6681568209126407E+01   1.9026139288982006E+38   2.7513065266153636E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   74  -1.8273802549556088E+01   1.1144208326083204E+01   2.6681433234632522E+01   1.9026139288978825E+38   1.3301018307478186E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   75  -1.8249556558356058E+01   1.1150887939192751E+01   2.6681370452174729E+01   1.9026139288977280E+38   1.3301018307478186E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   76  -1.8214659525407679E+01   1.1160612875499419E+01   2.6681309162228672E+01   1.9026139288975728E+38   2.6602036614965161E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   77  -1.8180916121675423E+01   1.1169857523815105E+01   2.6681190754321005E+01   1.9026139288972607E+38   1.3301018307478186E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   78  -1.8159278960555788E+01   1.1175855224900609E+01   2.6681133499696216E+01   1.9026139288971043E+38   1.3301018307478083E-11   7.2720000000000007E-01   2.8094913236787847E-05   2.6397190508676327E-01   1.5143086687572831E-03   4.4358976060810144E-04   4.1185965080215480E-03   9.2376237786695632E-04   1.7997426847460320E-03
   79  -1.8128011349208638E+01   1.1184616581407369E+01   2.6681077461070370E+01   1.9026139288969471E+38   2.6602036614956269E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   80  -1.8087985917510391E+01   1.1195766304923531E+01   2.6680968807148208E+01   1.9026139288966309E+38   2.6602036614956269E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   81  -1.8049887009085335E+01   1.1206419006964246E+01   2.6680864382891652E+01   1.9026139288963128E+38   2.6602036614956269E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   82  -1.8013538912661677E+01   1.1216618320478233E+01   2.6680763831340119E+01   1.9026139288959932E+38   2.6602036614956269E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
   83  -1.7978787998577193E+01   1.1226401914738600E+01   2.6680666840284484E+01   1.9026139288956721E+38   2.6602036614956269E-11   7.2720000000000007E-01   2.8094913236787840E-05   2.6397190508676321E-01   1.5143086687572826E-03   4.4358976060810133E-04   4.1185965080215471E-03   9.2376237786695621E-04   1.7997426847460316E-03
