                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                   28200                                      617                  6.0000000000000000E+001                  1.4000000000000000E-002                  2.7362625349850710E+006                  1.5007103680476183E+002                  3.6466383095381076E+004                  6.7829971551137511E+005                  2.0662566946127416E+001                 -7.2820103609720004E+000                  2.7086957096057507E-001                  7.3706369721682807E-010                  7.1554597092142602E-001                  1.4485856075154241E-004                  8.8239500055630644E-003                  2.3867247497169581E-004                  1.1606405222020590E-003                  5.3106645034041030E+001                 -3.2667095386752530E-006                  2.2066899958591378E+001                  2.4832728835101484E-004                  3.0312277232119644E+001                  2.5923511230609070E-002                  3.8545924472484855E-001                  8.3385608457412108E-002                  6.2143854144086082E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3106644875807007E+001                  2.0362440706633311E+001                  5.3106643430008681E+001                  1.9926422990287456E+001                  1.2904332624278162E+005                  4.7235809517675971E+003                  7.8293774594912725E+005                  6.7940142411177058E+005                  6.7939838038284949E+005                  3.2779352387139390E-023                  4.6224856088344750E+004                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    omega                                    v_rot 
                                       1                  5.3106645034041030E+001                  1.3151842736835144E+000                  4.5619607114300686E+000                 -9.6919715231040762E+000                  3.7370462230929178E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  5.3106645034014470E+001                  1.3151812536989622E+000                  4.5621335968351664E+000                 -9.6914189448688202E+000                  3.7377468242792644E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  5.3106645033973500E+001                  1.3151765986115782E+000                  4.5623430589162206E+000                 -9.6907495309907787E+000                  3.7385956195777297E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  5.3106645033932516E+001                  1.3151719505445860E+000                  4.5626566655723204E+000                 -9.6897508016095024E+000                  3.7398657644547759E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  5.3106645033850555E+001                  1.3151626753179557E+000                  4.5632741424531682E+000                 -9.6877926593163810E+000                  3.7423649951548001E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  5.3106645033689567E+001                  1.3151445381119775E+000                  4.5644361458964902E+000                 -9.6841338768072287E+000                  3.7470630197442434E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  5.3106645033390144E+001                  1.3151110799607943E+000                  4.5663055567775483E+000                 -9.6782864864171572E+000                  3.7546129281699154E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  5.3106645032939404E+001                  1.3150613721789473E+000                  4.5700789859749404E+000                 -9.6669062232793177E+000                  3.7697713877902714E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  5.3106645031844728E+001                  1.3149437075171755E+000                  4.5770255138628597E+000                 -9.6463045001194292E+000                  3.7975993103141530E+000                  7.1999991453047574E-001                  2.6600008283901155E-001                  1.4000002630512709E-002                  0.0000000000000000E+000                  0.0000000000000000E+000 
