                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9575      3.2000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                   total_angular_momentum                              num_retries                              num_backups                                num_iters 
                                       1                                     1175                  1.0000000000000000E+002                  2.0000000000000000E+000                  3.4803828406109531E+001                 -7.7752606745074795E+000                  1.2325929852513452E+001                  3.8362720002470418E-001                  7.8131869307718205E-008                  9.9999999936769446E-001                  9.9999994276648885E-001                  4.0181683980696781E-001                  7.8131869307718205E-008                  9.9999999936769446E-001                  9.9999994276648885E-001                  7.4543323971134194E+000                 -1.8939142804863664E+001                  2.8224513617033606E+000                  7.4543425338510909E+000                  4.5366233334891879E+000                  7.4538071812569431E+000                 -1.8939142804863664E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6010104545006704E+034                  5.1419907047028022E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6686686300789706E+000                  4.9143101349288241E+000                  6.4307664375909568E-001                  4.6568860214442820E+000                 -6.3727141852345782E-006                  7.7320062578673294E+000                  9.6097168126933663E-001                  1.6948123281524765E+001                  9.6097168126933663E-001                  7.7320062578673294E+000                  6.0864908308187315E-001                  8.5827008852047182E-001                  1.2743516607820098E+000                  7.1660277807789197E-001                  2.6910093246618383E-001                  8.4431739521615337E-005                  5.8223387239006667E-003                  2.3825110413126403E-003                  6.5335199888289473E-003                  2.2995282023333232E+001                  8.5517210597395596E+000                  0.0000000000000000E+000                                        0                                        0                                       76 
                                       2                                     1261                  1.8000000000000003E+002                  1.9030899869919435E+000                  3.4803828327235593E+001                 -7.1387908416329626E+000                  2.9558363853153693E+001                  9.2328617772874955E-001                  7.8131883185506013E-008                  9.9999999941297479E-001                  9.9999999632821190E-001                  9.2720964817956264E-001                  7.8131883185506013E-008                  9.9999999941297479E-001                  9.9999999632821190E-001                  6.7956864304515259E+000                 -2.2487965113504057E+001                  1.3847163784032912E+000                  6.7956881162801217E+000                  5.1384125643243319E+000                  6.7860184566578425E+000                 -2.2487965113504057E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4791034827805315E+034                  4.2972026927269917E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5975545056286560E+000                  4.7506907704888119E+000                  7.0349521043971952E-001                  4.5360488092090936E+000                  6.6798206669305404E-006                  7.6585585213990512E+000                  7.3904187270544963E-001                  1.6652178336655872E+001                  7.3904187270544963E-001                  7.6585585213990512E+000                  6.1104166352416756E-001                  8.5912202985385000E-001                  1.2722692682788839E+000                  7.1831132821689381E-001                  2.6739768851153384E-001                  3.8817450337239447E-004                  6.2112548330389740E-003                  2.3825110413126381E-003                  6.5335199888289430E-003                  2.2989786709252314E+001                  8.5534906178926224E+000                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       3                                     1240                  2.4400000000000000E+002                  1.8061799739838871E+000                  3.4803828300755434E+001                 -7.5158938897697620E+000                  3.0051050959208485E+001                  9.3741610260727093E-001                  7.8131887515375809E-008                  9.9999999836589315E-001                  9.9999999201821266E-001                  9.4288836162784406E-001                  7.8131887515375809E-008                  9.9999999836589315E-001                  9.9999999201821266E-001                  6.3348838680085624E+000                 -2.3567538436873399E+001                  9.5890042553051758E-001                  6.3348856952669124E+000                  4.6461617140030240E+000                  6.3258982653082176E+000                 -2.3567538436873399E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1293840539664273E+034                  4.0236198707035151E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5807576888234394E+000                  4.7255133745370346E+000                  7.2450014607426483E-001                  4.4940389114598469E+000                  3.8851573397745066E-006                  7.6375272291396454E+000                  6.7644845938698805E-001                  1.6567733240471938E+001                  6.7644845938698805E-001                  7.6375272291396454E+000                  6.1266958639489810E-001                  8.5911161216376197E-001                  1.2723074873861089E+000                  7.1828871038302977E-001                  2.6739569741272290E-001                  2.4561916442137916E-004                  6.2122437736741622E-003                  2.3825110413126390E-003                  6.5335199888289430E-003                  2.2988314720998165E+001                  8.5540952003896109E+000                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       4                                     1226                  2.9520000000000005E+002                  1.7092699609758308E+000                  3.4803828282957639E+001                 -7.5915381883002224E+000                  2.9428912382429733E+001                  9.1917563438204875E-001                  7.8131891179111790E-008                  9.9999999796400840E-001                  9.9999999003127538E-001                  9.2385551692873957E-001                  7.8131891179111790E-008                  9.9999999796400840E-001                  9.9999999003127538E-001                  6.0900855698627003E+000                 -2.4071987308484847E+001                  7.6193445441972962E-001                  6.0900876098721346E+000                  4.3818419517507570E+000                  6.0814988562951511E+000                 -2.4071987308484847E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9066556569760910E+034                  3.8517972756982978E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5769086426713343E+000                  4.7340764855414754E+000                  7.3647979388069562E-001                  4.4700795980491890E+000                  3.3418243655111599E-006                  7.6278997250648528E+000                  6.4797676853417430E-001                  1.6529210937623507E+001                  6.4797676853417430E-001                  7.6278997250648528E+000                  6.1342042814993658E-001                  8.5910103490666767E-001                  1.2723394437660409E+000                  7.1826646432967733E-001                  2.6740675980694617E-001                  1.8048724233895696E-004                  6.2100938677579183E-003                  2.3825110413126394E-003                  6.5335199888289482E-003                  2.2987653550407021E+001                  8.5544232705257848E+000                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       5                                     1215                  3.4202111239792271E+002                  1.6704417276549346E+000                  3.4803828266178030E+001                 -7.5782943799878888E+000                  2.8653831193086628E+001                  8.9474345286955537E-001                  7.8131894176713956E-008                  9.9999999769812442E-001                  9.9999998898234321E-001                  9.0212733903166420E-001                  7.8131894176713956E-008                  9.9999999769812442E-001                  9.9999998898234321E-001                  5.9276136602101746E+000                 -2.4389393150689596E+001                  6.3864679140336988E-001                  5.9276158928379648E+000                  4.2058524515807214E+000                  5.9192926323962540E+000                 -2.4389393150689596E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7534677399738129E+034                  3.7281782710251174E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5772849320129314E+000                  4.7538766070025105E+000                  7.4562727592801892E-001                  4.4517846171749333E+000                  3.1629616870442381E-006                  7.6219049524173021E+000                  6.3035632662129837E-001                  1.6505306863312160E+001                  6.3035632662129837E-001                  7.6219049524173021E+000                  6.1388810597128685E-001                  8.5909425633348790E-001                  1.2723594707602097E+000                  7.1825220986335503E-001                  2.6741492741706813E-001                  1.4530456269450787E-004                  6.2085337089499513E-003                  2.3825110413126386E-003                  6.5335199888289430E-003                  2.2987240313648250E+001                  8.5546591183513474E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       6                                     1207                  3.9820644727542987E+002                  1.7496229737025593E+000                  3.4803828243895687E+001                 -7.5342966619300329E+000                  2.7917348369871920E+001                  8.7140986200767157E-001                  7.8131898284539147E-008                  9.9999999763528347E-001                  9.9999998829769887E-001                  8.8022964807680937E-001                  7.8131898284539147E-008                  9.9999999763528347E-001                  9.9999998829769887E-001                  5.7865108115942325E+000                 -2.4659638025034255E+001                  5.3406009668099697E-001                  5.7865132400622157E+000                  4.0477931444754089E+000                  5.7785113597055435E+000                 -2.4659638025034255E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6165677651376147E+034                  3.6146231618432110E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5801233241531127E+000                  4.7840682921276221E+000                  7.5504633421021172E-001                  4.4329464783282067E+000                  2.8202798132576008E-006                  7.6168380154065893E+000                  6.1557208431274402E-001                  1.6485185245432817E+001                  6.1557208431274402E-001                  7.6168380154065893E+000                  6.1428362636935818E-001                  8.5908822786154759E-001                  1.2723767637510579E+000                  7.1823961196480512E-001                  2.6742311920937095E-001                  1.1964514561030590E-004                  6.2069925812024583E-003                  2.3825110413126403E-003                  6.5335199888289404E-003                  2.2986883424514161E+001                  8.5548899054466432E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       7                                     1196                  4.6562884912843845E+002                  1.8288042197501841E+000                  3.4803828212455961E+001                 -7.4639600143672657E+000                  2.7079699385140110E+001                  8.4582188662266966E-001                  7.8131904279743480E-008                  9.9999999764083081E-001                  9.9999998769611187E-001                  8.5413184343519433E-001                  7.8131904279743480E-008                  9.9999999764083081E-001                  9.9999998769611187E-001                  5.6636022448839247E+000                 -2.4895036016411936E+001                  4.4324178608536158E-001                  5.6636048595880082E+000                  3.9015332662178750E+000                  5.6560252266270545E+000                 -2.4895036016411936E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4957625190500072E+034                  3.5140072939659956E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5844071016451515E+000                  4.8205726051088087E+000                  7.6473093571672723E-001                  4.4135772438754506E+000                  2.5320182379323961E-006                  7.6124514822024185E+000                  6.0288680757447455E-001                  1.6467851240261080E+001                  6.0288680757447455E-001                  7.6124514822024185E+000                  6.1462636721737585E-001                  8.5908259840612056E-001                  1.2723924015391879E+000                  7.1822794999405726E-001                  2.6743158329534317E-001                  1.0063135600276205E-004                  6.2054207417955951E-003                  2.3825110413126381E-003                  6.5335199888289439E-003                  2.2986561390465603E+001                  8.5551217492165481E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       8                                     1192                  5.4653573135204886E+002                  1.9079854657978090E+000                  3.4803828166472755E+001                 -7.3780207920558656E+000                  2.6197025742646311E+001                  8.1592565686590746E-001                  7.8131912273349258E-008                  9.9999999764869041E-001                  9.9999998714362615E-001                  8.2677551925003001E-001                  7.8131912273349258E-008                  9.9999999764869041E-001                  9.9999998714362615E-001                  5.5567405461763926E+000                 -2.5103057398518491E+001                  3.6320048698577595E-001                  5.5567433274445364E+000                  3.7628990495810042E+000                  5.5497024187430286E+000                 -2.5103057398518491E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3871327827862680E+034                  3.4245945388871322E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5892073857624309E+000                  4.8593955997593401E+000                  7.7454186480743470E-001                  4.3939553397108293E+000                  2.2708285610512608E-006                  7.6085953299267848E+000                  5.9185329628723160E-001                  1.6452701810545459E+001                  5.9185329628723160E-001                  7.6085953299267848E+000                  6.1492812866079039E-001                  8.5907710939681170E-001                  1.2724071737194258E+000                  7.1821668220406820E-001                  2.6744055488810520E-001                  8.6472425951726535E-005                  6.2037728917161365E-003                  2.3825110413126403E-003                  6.5335199888289439E-003                  2.2986259283957747E+001                  8.5553594055636708E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       9                                     1188                  6.4362399002038126E+002                  1.9871667118454337E+000                  3.4803828098390177E+001                 -7.2867653456511396E+000                  2.5211101270434401E+001                  7.8693962905347958E-001                  7.8131924596824831E-008                  9.9999999765930037E-001                  9.9999998661807898E-001                  8.0055063955905548E-001                  7.8131924596824831E-008                  9.9999999765930037E-001                  9.9999998661807898E-001                  5.4645205942589081E+000                 -2.5288262001997872E+001                  2.9210263522882490E-001                  5.4645235141381621E+000                  3.6291392151068980E+000                  5.4581292133151118E+000                 -2.5288262001997872E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2902080749224540E+034                  3.3442414866903831E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5938675046470108E+000                  4.8975660613903944E+000                  7.8430685785380172E-001                  4.3744252855355166E+000                  2.0300179730210220E-006                  7.6051772855902877E+000                  5.8219743901372190E-001                  1.6439367026052683E+001                  5.8219743901372190E-001                  7.6051772855902877E+000                  6.1519620746203474E-001                  8.5907156544301400E-001                  1.2724216683694387E+000                  7.1820539592790700E-001                  2.6745024260425837E-001                  7.6009928054570391E-005                  6.2020100823326971E-003                  2.3825110413126386E-003                  6.5335199888289395E-003                  2.2985965526105243E+001                  8.5556070917301188E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
