                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    7050                                     1503                  5.0000000000000000E+001                  8.8000000000000005E-003                  4.4475332640771447E+006                  1.8518747623587770E+000                  1.1688561216780508E+004                  7.8247900536348345E+005                  2.1600960956539876E+002                 -5.8366109606714485E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9147689506434422E-001                  1.6496950800766125E-004                  5.5303181900574509E-003                  1.0431167792400636E-004                  9.2376287492086043E-004                  3.6297130881811384E+001                 -9.8685782037554107E-006                  4.7671550281894950E+000                  8.7306391590833745E-006                  3.1220256215824335E+001                  4.9350541534248921E-003                  2.0076368099840941E-001                  5.1567449104022176E-003                  3.3529931314402975E-002                  2.2752980282189689E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6297107194720581E+001                  1.9744135672278017E+002                  3.6296961140944738E+001                  1.6997062315792252E+002                  5.2760272587539088E+006                  1.8296935962780890E+002                  4.6387354335405264E+005                  3.0094637798849796E+005                  3.0094570765101362E+005                  3.7640829629269242E-002                  2.0482843032620523E+004                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    omega                                    v_rot 
                                       1                  3.6297130881811384E+001                  2.3344730719305358E+000                  4.0677613019030430E+000                 -1.1344945101247429E+001                  1.7276887010494575E+000                  6.8855821108771764E-001                  3.0274207095458933E-001                  8.6997179576930872E-003                  1.8005686405075922E-009                  2.7069455100351447E-001 
                                       2                  3.6297130881793237E+001                  2.3344729906791208E+000                  4.0677621092106353E+000                 -1.1344939556773994E+001                  1.7276923138429023E+000                  6.8855821108771753E-001                  3.0274207095458949E-001                  8.6997179576929762E-003                  1.8005686405075922E-009                  2.7069450035973674E-001 
                                       3                  3.6297130881751869E+001                  2.3344728054803783E+000                  4.0677640285508421E+000                 -1.1344926375564402E+001                  1.7277009030555053E+000                  6.8855821108771642E-001                  3.0274207095459060E-001                  8.6997179576929762E-003                  1.8005686405335514E-009                  2.7069438492982073E-001 
                                       4                  3.6297130881651739E+001                  2.3344723572160002E+000                  4.0677682802925528E+000                 -1.1344897179031035E+001                  1.7277199297115318E+000                  6.8855821108770943E-001                  3.0274207095459760E-001                  8.6997179576929762E-003                  1.8005686406810387E-009                  2.7069410555036066E-001 
                                       5                  3.6297130881438420E+001                  2.3344714022775497E+000                  4.0677742443795761E+000                 -1.1344856228744838E+001                  1.7277466187117920E+000                  6.8855821108768678E-001                  3.0274207095462041E-001                  8.6997179576928652E-003                  1.8005686413915706E-009                  2.7069351044831585E-001 
                                       6                  3.6297130881212034E+001                  2.3344703889621430E+000                  4.0677832197345580E+000                 -1.1344794616629326E+001                  1.7277867816194878E+000                  6.8855821108763171E-001                  3.0274207095467548E-001                  8.6997179576928652E-003                  1.8005686427397755E-009                  2.7069287905747208E-001 
                                       7                  3.6297130880776692E+001                  2.3344684405351703E+000                  4.0678034129715064E+000                 -1.1344656060295359E+001                  1.7278771362052618E+000                  6.8855821108741844E-001                  3.0274207095488948E-001                  8.6997179576920880E-003                  1.8005686574470732E-009                  2.7069166682959456E-001 
                                       8                  3.6297130879723156E+001                  2.3344637267375132E+000                  4.0678497755490364E+000                 -1.1344338254460251E+001                  1.7280845549916688E+000                  6.8855821108643067E-001                  3.0274207095588018E-001                  8.6997179576890904E-003                  1.8005687799474956E-009                  2.7068874719590169E-001 
                                       9                  3.6297130877357773E+001                  2.3344531506009778E+000                  4.0679579302575704E+000                 -1.1343598598644014E+001                  1.7285682529611648E+000                  6.8855821108383797E-001                  3.0274207095848049E-001                  8.6997179576815409E-003                  1.8005692906024572E-009                  2.7068223210832471E-001 
                                      10                  3.6297130871744699E+001                  2.3344280929875967E+000                  4.0681547332741337E+000                 -1.1342258040333070E+001                  1.7294479008627732E+000                  6.8855821107719162E-001                  3.0274207096514649E-001                  8.6997179576618899E-003                  1.8005711161020195E-009                  2.7066688934262489E-001 
                                      11                  3.6297130862828801E+001                  2.3343884048238990E+000                  4.0685467155994761E+000                 -1.1339611553374517E+001                  1.7311976123561321E+000                  6.8855821103842019E-001                  3.0274207100403250E-001                  8.6997179575473149E-003                  1.8005764428938189E-009                  2.7064295614293893E-001 
                                      12                  3.6297130842768034E+001                  2.3342996095694359E+000                  4.0691115062100423E+000                 -1.1335839027716046E+001                  1.7337149265028653E+000                  6.8855821081734270E-001                  3.0274207122576302E-001                  8.6997179568942817E-003                  1.8006084710516589E-009                  2.7059243964978469E-001 
                                      13                  3.6297130820968910E+001                  2.3342038933922229E+000                  4.0699256266886836E+000                 -1.1330507954895353E+001                  1.7373329039026666E+000                  6.8855821031987696E-001                  3.0274207172469864E-001                  8.6997179554244575E-003                  1.8006490961160951E-009                  2.7053891281866072E-001 
                                      14                  3.6297130782232273E+001                  2.3340357293981158E+000                  4.0715164314247403E+000                 -1.1320433821728392E+001                  1.7443680772981396E+000                  6.8855820869417639E-001                  3.0274207335520215E-001                  8.6997179506214106E-003                  1.8006834877652840E-009                  2.7043934238968725E-001 
                                      15                  3.6297130701987712E+001                  2.3336947593265291E+000                  4.0743777645771209E+000                 -1.1303265756730603E+001                  1.7569265818003934E+000                  6.8855820302736304E-001                  3.0274207903875749E-001                  8.6997179338794695E-003                  1.8007992597882526E-009                  2.7024447419413711E-001 
                                      16                  3.6297130565668965E+001                  2.3331362413250747E+000                  4.0794576715759918E+000                 -1.1275562119611577E+001                  1.7789315108791584E+000                  6.8855817955704757E-001                  3.0274210257841389E-001                  8.6997178645384921E-003                  1.8011134135596023E-009                  2.6994423787122579E-001 
                                      17                  3.6297130309120305E+001                  2.3321447884061470E+000                  4.0849806012451140E+000                 -1.1247155785075650E+001                  1.8027002034151016E+000                  6.8855815475313953E-001                  3.0274212745560275E-001                  8.6997177912577772E-003                  1.8059532135993195E-009                  2.7005240111275042E-001 
