                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9575      5.0000000000000000E+001      8.8000000000000005E-003      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                   total_angular_momentum                              num_retries                              num_backups                                num_iters 
                                       1                                     1170                  1.0000000000000000E+002                  3.1117317790307986E+001                  4.9999972797509230E+001                  3.4997648218618309E+001                 -9.8999999999999986E+001                  3.0828056146354232E+001                  6.1482284758277828E-001                  7.8129816195214181E-008                  6.6009573987492398E-001                  6.2376962645834377E-001                  1.0000000000000000E+000                  7.8129816195214181E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5487754975510635E+000                 -2.4653208613786301E+001                 -9.8999999999999986E+001                  5.5487754975510635E+000                  2.0078135461785007E+000                  5.5486505047919659E+000                 -2.4653208613786301E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4697456825439311E+034                  5.1548692654314680E+034                  6.1867998239095155E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.5216097002916727E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6684513222330883E+000                  5.5487754956852866E+000                  9.6074393982909345E-001                  4.2153712418130596E+000                 -1.3237319228545602E-039                  7.6203139533451960E+000                  4.4291523888923512E-001                  1.6369745534439605E+001                  4.4291523888923512E-001                  7.6203139533451960E+000                  6.1033422733863130E-001                  8.6261320493884364E-001                  1.2622946205095669E+000                  7.2522640723793275E-001                  2.6578081954698285E-001                  5.3045245717348505E-005                  3.7123676438680733E-003                  1.5143086687572824E-003                  4.1185965080215462E-003                  3.6298934839328865E+001                  1.3254486358924506E+001                  1.4406890320887707E+053                                        0                                        0                                        2 
                                       2                                     1170                  2.1999999999999997E+002                  2.0791812460476247E+000                  4.9999864651915253E+001                  3.4997647279276087E+001                 -6.0451724157515763E+000                  3.0828093795906550E+001                  6.1482417739402395E-001                  7.8129991365472051E-008                  6.6009716760771053E-001                  6.2377097562073613E-001                  1.0000000000000000E+000                  7.8129991365472051E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7334899630014613E+000                 -2.4785682016965964E+001                 -9.4568686021917170E+000                  5.7334899630014622E+000                  3.9442697405931906E+000                  5.7263759238171463E+000                 -2.4785682016965964E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7849514074865631E+034                  5.4285987891611282E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6671777072918994E+000                  5.5469475494443605E+000                  9.6237719659100684E-001                  4.2121037889470117E+000                  2.6617226534726107E-006                  7.6178507415441450E+000                  4.3545035217541550E-001                  1.6359809843481806E+001                  4.3545035217541550E-001                  7.6178507415441450E+000                  6.1043744120090671E-001                  8.6270102231140033E-001                  1.2620826216772723E+000                  7.2540141733685881E-001                  2.6561056644193737E-001                  1.2211007226385639E-004                  3.7514066197288768E-003                  1.5143086687572833E-003                  4.1185965080215462E-003                  3.6298158860772901E+001                  1.3254810842288208E+001                  1.4406740779826976E+053                                        0                                        0                                        4 
                                       3                                     1167                  3.6399999999999994E+002                  2.1583624920952493E+000                  4.9999736116146572E+001                  3.4997646162824125E+001                 -6.0493384930142362E+000                  3.4079792443742164E+001                  6.8019358619358150E-001                  7.8130192648906416E-008                  9.9999999827672259E-001                  9.9999998359468178E-001                  1.0000000000000000E+000                  7.8130192648906416E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7358986025396836E+000                 -2.4946980511806927E+001                 -9.6329598612473966E+000                  5.7358986025396836E+000                  4.1156153348630102E+000                  5.7253605731828561E+000                 -2.4946980511806927E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7946171353699341E+034                  5.4398116928715075E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6656250396230581E+000                  5.5449037470716611E+000                  9.6446063074234167E-001                  4.2079358041923838E+000                  2.3154647793836068E-006                  7.6148548104559399E+000                  4.2637182106330429E-001                  1.6347702578817646E+001                  4.2637182106330429E-001                  7.6148548104559399E+000                  6.1061250562112801E-001                  8.6275580238405536E-001                  1.2619518771866753E+000                  7.2551066335182179E-001                  2.6550068779695901E-001                  1.4287669207533051E-004                  3.7766173579352764E-003                  1.5143086687572822E-003                  4.1185965080215436E-003                  3.6297225401161235E+001                  1.3255160846596418E+001                  1.4406490737178339E+053                                        0                                        0                                        5 
                                       4                                     1169                  5.3679999999999995E+002                  2.2375437381428744E+000                  4.9999583569479569E+001                  3.4997644837811599E+001                 -6.0541410149656985E+000                  3.4801991891396924E+001                  6.9560652330256234E-001                  7.8130430791745198E-008                  9.9999999824873176E-001                  9.9999998367905218E-001                  1.0000000000000000E+000                  7.8130430791745198E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6253603672365031E+000                 -2.5016622844624003E+001                 -9.7578985978556965E+000                  5.6253603672365031E+000                  4.0128958131734160E+000                  5.6146285162697005E+000                 -2.5016622844624003E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6138452503771392E+034                  5.2985736586615988E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6649807986473784E+000                  5.5442458093306879E+000                  9.6542014382321373E-001                  4.2060154530181109E+000                  1.9252404563569592E-006                  7.6135617336488854E+000                  4.2249811202405202E-001                  1.6342498382687868E+001                  4.2249811202405202E-001                  7.6135617336488854E+000                  6.1070650703899076E-001                  8.6276035675085017E-001                  1.2619434736743413E+000                  7.2551990609622463E-001                  2.6548536042768983E-001                  1.0701361285850613E-004                  3.7806931774305766E-003                  1.5143086687572835E-003                  4.1185965080215506E-003                  3.6296341741166948E+001                  1.3255557153496234E+001                  1.4406196457772808E+053                                        0                                        0                                        4 
                                       5                                     1169                  7.4415999999999985E+002                  2.3167249841904991E+000                  4.9999401177392976E+001                  3.4997643253557982E+001                 -6.0557189924230794E+000                  3.4717767097248284E+001                  6.9370100251485833E-001                  7.8130715897017922E-008                  9.9999999823995456E-001                  9.9999998396504575E-001                  1.0000000000000000E+000                  7.8130715897017922E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5209067827375895E+000                 -2.4991496467974294E+001                 -9.8999999999999986E+001                  5.5209067827375895E+000                  3.8536546469081374E+000                  5.5114608118999726E+000                 -2.4991496467974294E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4493934256196484E+034                  5.1526786607127113E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6651991459595976E+000                  5.5448503528275115E+000                  9.6528572094718779E-001                  4.2062827145165436E+000                  1.6000131880401571E-006                  7.6140260975502443E+000                  4.2396853747656937E-001                  1.6344417053767568E+001                  4.2396853747656937E-001                  7.6140260975502443E+000                  6.1068051587968830E-001                  8.6275101507950058E-001                  1.2619678535489207E+000                  7.2550144206194322E-001                  2.6549885829904707E-001                  7.1575615342389204E-005                  3.7784352194832082E-003                  1.5143086687572820E-003                  4.1185965080215445E-003                  3.6295490914534298E+001                  1.3256037778481975E+001                  1.4405846478022655E+053                                        0                                        0                                        4 
                                       6                                     1180                  9.9299199999999985E+002                  2.3959062302381238E+000                  4.9999181607357727E+001                  3.4997641346369853E+001                 -6.0543331586381965E+000                  3.3926191470672784E+001                  6.7821954771065118E-001                  7.8131059622066346E-008                  9.9999999825873709E-001                  9.9999998471115703E-001                  1.0000000000000000E+000                  7.8131059622066346E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4690243286108675E+000                 -2.4907547487346303E+001                 -9.8999999999999986E+001                  5.4690243286108666E+000                  3.6952809981273487E+000                  5.4616499924428528E+000                 -2.4907547487346303E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3564710271992288E+034                  5.0688457855084604E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6659688539098214E+000                  5.5462944746889757E+000                  9.6446836597747132E-001                  4.2079155172678542E+000                  1.3459695590601054E-006                  7.6155842446433937E+000                  4.2875872891891886E-001                  1.6350768109142710E+001                  4.2875872891891886E-001                  7.6155842446433937E+000                  6.1057242094718667E-001                  8.6274071299842392E-001                  1.2619934659574257E+000                  7.2548101677471200E-001                  2.6551694621242711E-001                  5.2001852847806596E-005                  3.7753288584373803E-003                  1.5143086687572816E-003                  4.1185965080215445E-003                  3.6294575414344379E+001                  1.3256648984779218E+001                  1.4405426581364036E+053                                        0                                        0                                        4 
                                       7                                     1173                  1.2915903999999998E+003                  2.4750874762857489E+000                  4.9998916077907417E+001                  3.4997639039966479E+001                 -6.0509747798795335E+000                  3.3273121463231114E+001                  6.6521735084382150E-001                  7.8131474179343741E-008                  9.9999999831046960E-001                  9.9999998567162807E-001                  1.0000000000000000E+000                  7.8131474179343741E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4612850760289628E+000                 -2.4797342616532770E+001                 -9.8999999999999986E+001                  5.4612850760289628E+000                  3.5256215966818738E+000                  5.4562192381294183E+000                 -2.4797342616532770E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3349497727427432E+034                  5.0446912835737549E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6670091187970240E+000                  5.5481365150644768E+000                  9.6330885639081731E-001                  4.2102322300377857E+000                  1.1441604861405219E-006                  7.6176355526670099E+000                  4.3502230683685295E-001                  1.6359101266004267E+001                  4.3502230683685295E-001                  7.6176355526670099E+000                  6.1042867242026400E-001                  8.6272848597694685E-001                  1.2620229602322921E+000                  7.2545670251641914E-001                  2.6554068709565987E-001                  4.2947050399348358E-005                  3.7711976208499817E-003                  1.5143086687572820E-003                  4.1185965080215480E-003                  3.6293496574605605E+001                  1.3257443650798061E+001                  1.4404920069754520E+053                                        0                                        0                                        5 
                                       8                                     1178                  1.6499084799999998E+003                  2.5542687223333735E+000                  4.9998594251228432E+001                  3.4997636244545866E+001                 -6.0466466786653310E+000                  3.2911407099989560E+001                  6.5804834675729840E-001                  7.8131976444240081E-008                  9.9999999835577014E-001                  9.9999998705132509E-001                  1.0000000000000000E+000                  7.8131976444240081E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4783755947464803E+000                 -2.4687830895789872E+001                 -9.8999999999999986E+001                  5.4783755947464803E+000                  3.3351615222315929E+000                  5.4752413245618792E+000                 -2.4687830895789872E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3559681593677536E+034                  5.0581103881426120E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6680756613014269E+000                  5.5498892601683787E+000                  9.6205214393396121E-001                  4.2127428595308851E+000                  9.7991705726335680E-007                  7.6196798590216916E+000                  4.4122299517271285E-001                  1.6367376724421153E+001                  4.4122299517271285E-001                  7.6196798590216916E+000                  6.1028829300254694E-001                  8.6271317365073641E-001                  1.2620594120169595E+000                  7.2542618066028297E-001                  2.6557164131619054E-001                  3.9608492852608393E-005                  3.7657544071162453E-003                  1.5143086687572809E-003                  4.1185965080215488E-003                  3.6292158464842409E+001                  1.3258478356777363E+001                  1.4404307366123015E+053                                        0                                        0                                        5 
                                       9                                     1180                  2.0798901759999999E+003                  2.6334499683809982E+000                  4.9998204327364640E+001                  3.4997632857601786E+001                 -6.0424701530478275E+000                  3.2815002851413240E+001                  6.5598786952775978E-001                  7.8132584957479878E-008                  9.9999999838559805E-001                  9.9999998719063832E-001                  1.0000000000000000E+000                  7.8132584957479878E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5021670420957598E+000                 -2.4596432300132467E+001                 -9.8999999999999986E+001                  5.5021670420957598E+000                  3.1200041694401319E+000                  5.5003618487554045E+000                 -2.4596432300132467E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3902589055750409E+034                  5.0844371498682980E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6689812772179557E+000                  5.5511439378169491E+000                  9.6086825092518946E-001                  4.2151072586043501E+000                  8.4310358026425881E-007                  7.6213901019071342E+000                  4.4636420602870019E-001                  1.6374265855995908E+001                  4.4636420602870019E-001                  7.6213901019071342E+000                  6.1017704099934855E-001                  8.6269376437752843E-001                  1.2621054381655736E+000                  7.2538743203060463E-001                  2.6561133377240964E-001                  3.8745022030867950E-005                  3.7587305037017227E-003                  1.5143086687572809E-003                  4.1185965080215445E-003                  3.6290474729040945E+001                  1.3259809655892978E+001                  1.4403566342023573E+053                                        0                                        0                                        5 
