line time mass lg(L) lg(Teff) 1H_surf 4He_surf 12C_surf 13C_surf 14N_surf 16O_surf 17O_surf 18O_surf 20Ne_surf 22Ne_surf 26Al_surf Mcc/Mt lg(Teff) lg(Md) lg(rhoc) lg(Tc) 1H_cen 4He_cen 12C_cen 13C_cen 14N_cen 16O_cen 17O_cen 18O_cen 20Ne_cen 22Ne_cen 26Al_cen Omeg_surf Omeg_cen Rp/Req Md/Md(0) v_crit1 v_crit2 v_equa Om/Om_cr Gamma_Ed lg(Mdot_mech) L_tot 
105 0.390744442798890E+07 42.003150 5.779507 4.311682 0.7199995E+00 0.2659566E+00 2.2804951E-03 3.0709776E-05 6.5892246E-04 5.7184752E-03 2.2658445E-06 1.2897245E-05 1.8768898E-03 1.5180809E-04 8.590E-18 0.4175 4.311682 -4.921 1.001822 7.811362 0.1017816E-02 0.9852999E+00 1.2301405E-04 3.4126101E-05 8.1106732E-03 9.0817463E-05 1.2180166E-07 1.8966174E-10 1.7478299E-03 1.4089400E-05 2.632E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.378862 0.0000000E+00 0.0000000000E+00
106 0.390813095449861E+07 41.994866 5.780268 4.313293 0.7199995E+00 0.2659566E+00 2.2804730E-03 3.0734811E-05 6.5892390E-04 5.7184752E-03 2.2658469E-06 1.2897222E-05 1.8768898E-03 1.5180809E-04 8.724E-18 0.4174 4.313293 -4.917 1.018001 7.816653 0.8392927E-03 0.9854787E+00 1.2436228E-04 3.4503722E-05 8.1088247E-03 9.0667017E-05 1.2300837E-07 1.8552403E-10 1.7478092E-03 1.4200338E-05 2.630E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.379601 0.0000000E+00 0.0000000000E+00
107 0.390911497582919E+07 41.982862 5.781590 4.315913 0.7199995E+00 0.2659566E+00 2.2804413E-03 3.0770675E-05 6.5892596E-04 5.7184752E-03 2.2658503E-06 1.2897189E-05 1.8768898E-03 1.5180809E-04 8.917E-18 0.4169 4.315913 -4.911 1.045888 7.825767 0.6028000E-03 0.9857155E+00 1.2617581E-04 3.5017941E-05 8.1063422E-03 9.0452147E-05 1.2487440E-07 1.8022103E-10 1.7477961E-03 1.4356381E-05 2.628E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.380868 0.0000000E+00 0.0000000000E+00
108 0.391012188137677E+07 41.970376 5.783341 4.319573 0.7199995E+00 0.2659566E+00 2.2804087E-03 3.0807464E-05 6.5892808E-04 5.7184752E-03 2.2658538E-06 1.2897156E-05 1.8768898E-03 1.5180808E-04 9.114E-18 0.4155 4.319573 -4.903 1.082596 7.837750 0.3877636E-03 0.9859310E+00 1.2862689E-04 3.5691817E-05 8.1029464E-03 9.0233901E-05 1.2786445E-07 1.7185517E-10 1.7478109E-03 1.4513126E-05 2.625E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.382520 0.0000000E+00 0.0000000000E+00
109 0.391112878692434E+07 41.957623 5.785823 4.324232 0.7199994E+00 0.2659566E+00 2.2803751E-03 3.0845483E-05 6.5893026E-04 5.7184753E-03 2.2658574E-06 1.2897121E-05 1.8768898E-03 1.5180808E-04 9.317E-18 0.4140 4.324232 -4.893 1.134232 7.854550 0.2003960E-03 0.9861193E+00 1.3351313E-04 3.6939084E-05 8.0960938E-03 9.0011171E-05 1.3582878E-07 1.4681583E-10 1.7478760E-03 1.4674975E-05 2.623E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.384829 0.0000000E+00 0.0000000000E+00
110 0.391396322604075E+07 41.918388 5.801266 4.352127 0.7199994E+00 0.2659567E+00 2.2802668E-03 3.0967840E-05 6.5893730E-04 5.7184753E-03 2.2658690E-06 1.2897010E-05 1.8768898E-03 1.5180806E-04 9.976E-18 0.2737 4.352127 -4.827 1.594576 7.998780 0.3949008E-09 0.9863222E+00 1.4683201E-04 4.0330325E-05 8.0771693E-03 8.9691238E-05 1.7154044E-07 6.3601686E-11 1.7482472E-03 1.4917639E-05 2.616E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399133 0.0000000E+00 0.0000000000E+00
111 0.391407398565099E+07 41.916743 5.801022 4.352209 0.7199994E+00 0.2659567E+00 2.2802624E-03 3.0972855E-05 6.5893759E-04 5.7184753E-03 2.2658695E-06 1.2897005E-05 1.8768898E-03 1.5180806E-04 1.000E-17 0.2681 4.352209 -4.828 1.610089 8.002953 0.0000000E+00 0.9863222E+00 1.4683239E-04 4.0323878E-05 8.0771665E-03 8.9699182E-05 1.7154151E-07 6.3369730E-11 1.7482471E-03 1.4917639E-05 2.616E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398925 0.0000000E+00 0.0000000000E+00
112 0.391418474526122E+07 41.915101 5.800722 4.352070 0.7199994E+00 0.2659567E+00 2.2802580E-03 3.0977851E-05 6.5893788E-04 5.7184753E-03 2.2658700E-06 1.2897001E-05 1.8768898E-03 1.5180806E-04 1.003E-17 0.2603 4.352070 -4.829 1.623960 8.006532 0.0000000E+00 0.9863222E+00 1.4683288E-04 4.0315741E-05 8.0771629E-03 8.9709211E-05 1.7154291E-07 6.3089381E-11 1.7482470E-03 1.4917638E-05 2.615E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398664 0.0000000E+00 0.0000000000E+00
113 0.391429550487145E+07 41.913463 5.800381 4.351748 0.7199994E+00 0.2659567E+00 2.2802536E-03 3.0982824E-05 6.5893816E-04 5.7184753E-03 2.2658704E-06 1.2896996E-05 1.8768898E-03 1.5180806E-04 1.006E-17 0.2525 4.351748 -4.830 1.636056 8.009463 0.0000000E+00 0.9863222E+00 1.4683349E-04 4.0305852E-05 8.0771585E-03 8.9721400E-05 1.7154464E-07 6.2759981E-11 1.7482469E-03 1.4917638E-05 2.614E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398367 0.0000000E+00 0.0000000000E+00
114 0.391440626448168E+07 41.911830 5.799994 4.351284 0.7199994E+00 0.2659567E+00 2.2802492E-03 3.0987775E-05 6.5893845E-04 5.7184753E-03 2.2658709E-06 1.2896992E-05 1.8768898E-03 1.5180806E-04 1.008E-17 0.2497 4.351284 -4.832 1.648292 8.012456 0.0000000E+00 0.9863222E+00 1.4683419E-04 4.0294493E-05 8.0771535E-03 8.9735402E-05 1.7154664E-07 6.2385935E-11 1.7482467E-03 1.4917637E-05 2.613E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398028 0.0000000E+00 0.0000000000E+00
115 0.391453917601396E+07 41.909880 5.799309 4.350310 0.7199994E+00 0.2659567E+00 2.2802440E-03 3.0993675E-05 6.5893879E-04 5.7184753E-03 2.2658715E-06 1.2896986E-05 1.8768898E-03 1.5180806E-04 1.011E-17 0.2364 4.350310 -4.834 1.665561 8.017019 0.0000000E+00 0.9863222E+00 1.4683538E-04 4.0275722E-05 8.0771453E-03 8.9758540E-05 1.7155002E-07 6.1837044E-11 1.7482465E-03 1.4917636E-05 2.612E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.397419 0.0000000E+00 0.0000000000E+00
116 0.391461670774113E+07 41.908748 5.798879 4.349607 0.7199994E+00 0.2659567E+00 2.2802410E-03 3.0997092E-05 6.5893898E-04 5.7184753E-03 2.2658718E-06 1.2896983E-05 1.8768898E-03 1.5180806E-04 1.013E-17 0.2378 4.349607 -4.836 1.674507 8.019268 0.0000000E+00 0.9863222E+00 1.4683620E-04 4.0262979E-05 8.0771398E-03 8.9774248E-05 1.7155236E-07 6.1500905E-11 1.7482463E-03 1.4917636E-05 2.612E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.397037 0.0000000E+00 0.0000000000E+00
117 0.391477177119545E+07 41.906498 5.798197 4.348150 0.7199994E+00 0.2659567E+00 2.2802350E-03 3.1003873E-05 6.5893937E-04 5.7184753E-03 2.2658724E-06 1.2896977E-05 1.8768898E-03 1.5180806E-04 1.017E-17 0.2328 4.348150 -4.839 1.693383 8.024148 0.0000000E+00 0.9863222E+00 1.4683828E-04 4.0230909E-05 8.0771258E-03 8.9813784E-05 1.7155833E-07 6.0810464E-11 1.7482459E-03 1.4917634E-05 2.610E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.396435 0.0000000E+00 0.0000000000E+00
118 0.391484930292262E+07 41.905379 5.797745 4.347267 0.7199994E+00 0.2659567E+00 2.2802320E-03 3.1007241E-05 6.5893957E-04 5.7184753E-03 2.2658728E-06 1.2896974E-05 1.8768898E-03 1.5180806E-04 1.019E-17 0.2281 4.347267 -4.841 1.708055 8.028546 0.0000000E+00 0.9863222E+00 1.4683974E-04 4.0208890E-05 8.0771161E-03 8.9840932E-05 1.7156252E-07 6.0523649E-11 1.7482456E-03 1.4917633E-05 2.609E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.396033 0.0000000E+00 0.0000000000E+00
119 0.391495784734064E+07 41.903823 5.797135 4.345929 0.7199994E+00 0.2659567E+00 2.2802279E-03 3.1011914E-05 6.5893984E-04 5.7184753E-03 2.2658732E-06 1.2896970E-05 1.8768898E-03 1.5180806E-04 1.021E-17 0.2274 4.345929 -4.844 1.714635 8.029513 0.0000000E+00 0.9863222E+00 1.4684195E-04 4.0175381E-05 8.0771015E-03 8.9882252E-05 1.7156895E-07 6.0145817E-11 1.7482451E-03 1.4917631E-05 2.607E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.395492 0.0000000E+00 0.0000000000E+00
120 0.391506639175867E+07 41.902277 5.796582 4.344507 0.7199994E+00 0.2659567E+00 2.2802238E-03 3.1016549E-05 6.5894010E-04 5.7184753E-03 2.2658736E-06 1.2896966E-05 1.8768898E-03 1.5180806E-04 1.024E-17 0.2223 4.344507 -4.846 1.731196 8.034206 0.0000000E+00 0.9863222E+00 1.4684487E-04 4.0131964E-05 8.0770824E-03 8.9935797E-05 1.7157743E-07 6.0060885E-11 1.7482445E-03 1.4917629E-05 2.605E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.395003 0.0000000E+00 0.0000000000E+00
121 0.391517493617670E+07 41.900741 5.795879 4.342788 0.7199994E+00 0.2659567E+00 2.2802197E-03 3.1021148E-05 6.5894037E-04 5.7184753E-03 2.2658741E-06 1.2896961E-05 1.8768898E-03 1.5180806E-04 1.026E-17 0.2167 4.342788 -4.849 1.747448 8.038800 0.0000000E+00 0.9863221E+00 1.4684885E-04 4.0073475E-05 8.0770566E-03 9.0007942E-05 1.7158906E-07 6.0555154E-11 1.7482437E-03 1.4917627E-05 2.602E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.394379 0.0000000E+00 0.0000000000E+00
122 0.391528348059473E+07 41.899218 5.795074 4.340771 0.7199994E+00 0.2659567E+00 2.2802157E-03 3.1025696E-05 6.5894063E-04 5.7184753E-03 2.2658745E-06 1.2896957E-05 1.8768898E-03 1.5180806E-04 1.029E-17 0.2135 4.340771 -4.853 1.763212 8.043224 0.0000000E+00 0.9863221E+00 1.4685410E-04 3.9997466E-05 8.0770229E-03 9.0101717E-05 1.7160445E-07 6.2020896E-11 1.7482427E-03 1.4917623E-05 2.599E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.393663 0.0000000E+00 0.0000000000E+00
123 0.391533775280374E+07 41.898461 5.794682 4.339769 0.7199994E+00 0.2659567E+00 2.2802137E-03 3.1027958E-05 6.5894076E-04 5.7184753E-03 2.2658747E-06 1.2896955E-05 1.8768898E-03 1.5180806E-04 1.030E-17 0.2052 4.339769 -4.855 1.770439 8.045196 0.0000000E+00 0.9863221E+00 1.4685710E-04 3.9954703E-05 8.0770039E-03 9.0154460E-05 1.7161310E-07 6.3668163E-11 1.7482421E-03 1.4917621E-05 2.597E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.393314 0.0000000E+00 0.0000000000E+00
124 0.391544629722177E+07 41.896953 5.794403 4.337564 0.7199994E+00 0.2659567E+00 2.2802097E-03 3.1032450E-05 6.5894102E-04 5.7184753E-03 2.2658751E-06 1.2896951E-05 1.8768898E-03 1.5180806E-04 1.032E-17 0.1980 4.337564 -4.859 1.782556 8.048273 0.0000000E+00 0.9863221E+00 1.4686411E-04 3.9855077E-05 8.0769596E-03 9.0277356E-05 1.7163340E-07 6.8105900E-11 1.7482408E-03 1.4917616E-05 2.593E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.393076 0.0000000E+00 0.0000000000E+00
125 0.391555484163980E+07 41.895459 5.793877 4.334467 0.7199994E+00 0.2659567E+00 2.2802058E-03 3.1036896E-05 6.5894127E-04 5.7184753E-03 2.2658756E-06 1.2896947E-05 1.8768898E-03 1.5180806E-04 1.035E-17 0.2090 4.334467 -4.863 1.800020 8.053357 0.0000000E+00 0.9863221E+00 1.4687185E-04 3.9746624E-05 8.0769110E-03 9.0411168E-05 1.7165591E-07 7.5273303E-11 1.7482393E-03 1.4917611E-05 2.588E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.392614 0.0000000E+00 0.0000000000E+00
126 0.391565253161602E+07 41.894128 5.793797 4.330893 0.7199994E+00 0.2659567E+00 2.2802023E-03 3.1040850E-05 6.5894150E-04 5.7184753E-03 2.2658759E-06 1.2896944E-05 1.8768898E-03 1.5180805E-04 1.037E-17 0.2093 4.330893 -4.867 1.812666 8.056797 0.0000000E+00 0.9863220E+00 1.4688154E-04 3.9612215E-05 8.0768505E-03 9.0577056E-05 1.7168421E-07 8.5163595E-11 1.7482375E-03 1.4917604E-05 2.582E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.392555 0.0000000E+00 0.0000000000E+00
127 0.391575836242360E+07 41.892700 5.794324 4.325879 0.7199994E+00 0.2659567E+00 2.2801985E-03 3.1045085E-05 6.5894174E-04 5.7184753E-03 2.2658763E-06 1.2896940E-05 1.8768898E-03 1.5180805E-04 1.039E-17 0.1956 4.325879 -4.871 1.818883 8.057742 0.0000000E+00 0.9863220E+00 1.4689229E-04 3.9462579E-05 8.0767838E-03 9.0761780E-05 1.7171583E-07 9.4989797E-11 1.7482354E-03 1.4917597E-05 2.576E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.393045 0.0000000E+00 0.0000000000E+00
128 0.391589594247345E+07 41.890864 5.795356 4.318390 0.7199994E+00 0.2659567E+00 2.2801937E-03 3.1050520E-05 6.5894206E-04 5.7184753E-03 2.2658769E-06 1.2896935E-05 1.8768898E-03 1.5180805E-04 1.042E-17 0.1925 4.318390 -4.877 1.848684 8.067096 0.0000000E+00 0.9863219E+00 1.4691344E-04 3.9175601E-05 8.0766537E-03 9.1116265E-05 1.7177799E-07 1.1920246E-10 1.7482315E-03 1.4917584E-05 2.564E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.393997 0.0000000E+00 0.0000000000E+00
129 0.391598766250669E+07 41.889654 5.796195 4.312874 0.7199994E+00 0.2659567E+00 2.2801905E-03 3.1054095E-05 6.5894226E-04 5.7184753E-03 2.2658772E-06 1.2896931E-05 1.8768898E-03 1.5180805E-04 1.044E-17 0.1973 4.312874 -4.881 1.856514 8.068845 0.0000000E+00 0.9863218E+00 1.4693344E-04 3.8909928E-05 8.0765321E-03 9.1444643E-05 1.7183666E-07 1.4274073E-10 1.7482279E-03 1.4917572E-05 2.553E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.394770 0.0000000E+00 0.0000000000E+00
130 0.391607938253992E+07 41.888457 5.796986 4.306914 0.7199994E+00 0.2659567E+00 2.2801874E-03 3.1057627E-05 6.5894246E-04 5.7184753E-03 2.2658775E-06 1.2896928E-05 1.8768898E-03 1.5180805E-04 1.046E-17 0.1795 4.306914 -4.886 1.866130 8.071275 0.0000000E+00 0.9863218E+00 1.4695905E-04 3.8574504E-05 8.0763781E-03 9.1859464E-05 1.7191165E-07 1.7236202E-10 1.7482233E-03 1.4917556E-05 2.539E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.395502 0.0000000E+00 0.0000000000E+00
131 0.391617110257315E+07 41.887273 5.797729 4.300650 0.7199994E+00 0.2659567E+00 2.2801843E-03 3.1061116E-05 6.5894267E-04 5.7184753E-03 2.2658779E-06 1.2896925E-05 1.8768898E-03 1.5180805E-04 1.048E-17 0.1951 4.300650 -4.891 1.888398 8.078445 0.0000000E+00 0.9863216E+00 1.4698983E-04 3.8182666E-05 8.0761960E-03 9.2344436E-05 1.7200102E-07 2.1454779E-10 1.7482179E-03 1.4917539E-05 2.524E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.396189 0.0000000E+00 0.0000000000E+00
132 0.391630868262300E+07 41.885524 5.798797 4.290898 0.7199994E+00 0.2659567E+00 2.2801798E-03 3.1066262E-05 6.5894296E-04 5.7184753E-03 2.2658784E-06 1.2896920E-05 1.8768898E-03 1.5180805E-04 1.050E-17 0.1820 4.290898 -4.898 1.911079 8.085214 0.0000000E+00 0.9863214E+00 1.4706182E-04 3.7295147E-05 8.0757793E-03 9.3444311E-05 1.7220813E-07 3.0962637E-10 1.7482058E-03 1.4917500E-05 2.488E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.397182 0.0000000E+00 0.0000000000E+00
133 0.391640040265624E+07 41.884378 5.799487 4.283846 0.7199994E+00 0.2659567E+00 2.2801768E-03 3.1069630E-05 6.5894316E-04 5.7184753E-03 2.2658787E-06 1.2896917E-05 1.8768898E-03 1.5180805E-04 1.052E-17 0.1923 4.283846 -4.905 1.926632 8.089899 0.0000000E+00 0.9863212E+00 1.4712158E-04 3.6582761E-05 8.0754421E-03 9.4328478E-05 1.7237789E-07 3.8492587E-10 1.7481960E-03 1.4917470E-05 2.461E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.397824 0.0000000E+00 0.0000000000E+00
134 0.391649212268947E+07 41.883248 5.800063 4.276591 0.7199994E+00 0.2659567E+00 2.2801739E-03 3.1072945E-05 6.5894335E-04 5.7184753E-03 2.2658790E-06 1.2896914E-05 1.8768898E-03 1.5180805E-04 1.054E-17 0.1896 4.276591 -4.911 1.938288 8.093140 0.0000000E+00 0.9863210E+00 1.4719965E-04 3.5679497E-05 8.0750110E-03 9.5451159E-05 1.7259691E-07 4.7851405E-10 1.7481836E-03 1.4917434E-05 2.426E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398363 0.0000000E+00 0.0000000000E+00
135 0.391662970273932E+07 41.881585 5.800935 4.265177 0.7199994E+00 0.2659567E+00 2.2801696E-03 3.1077813E-05 6.5894363E-04 5.7184753E-03 2.2658795E-06 1.2896910E-05 1.8768898E-03 1.5180805E-04 1.056E-17 0.1844 4.265177 -4.921 1.961116 8.100020 0.0000000E+00 0.9863205E+00 1.4735546E-04 3.3947366E-05 8.0741762E-03 9.7608595E-05 1.7302616E-07 6.6601457E-10 1.7481597E-03 1.4917368E-05 2.361E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399180 0.0000000E+00 0.0000000000E+00
136 0.391672142277256E+07 41.880499 5.801430 4.257238 0.7199994E+00 0.2659567E+00 2.2801667E-03 3.1080988E-05 6.5894381E-04 5.7184753E-03 2.2658798E-06 1.2896907E-05 1.8768898E-03 1.5180805E-04 1.058E-17 0.1870 4.257238 -4.929 1.975919 8.104465 0.0000000E+00 0.9863201E+00 1.4749131E-04 3.2501158E-05 8.0734708E-03 9.9414314E-05 1.7339307E-07 8.3838026E-10 1.7481397E-03 1.4917318E-05 2.309E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399645 0.0000000E+00 0.0000000000E+00
137 0.391681314280579E+07 41.866159 5.801278 4.250547 0.7199994E+00 0.2659567E+00 2.2801227E-03 3.1130675E-05 6.5894672E-04 5.7184753E-03 2.2658846E-06 1.2896861E-05 1.8768898E-03 1.5180804E-04 1.090E-17 0.1810 4.250547 -3.808 1.989925 8.108624 0.0000000E+00 0.9863197E+00 1.4764921E-04 3.0883453E-05 8.0726737E-03 1.0143880E-04 1.7381165E-07 1.0559913E-09 1.7481173E-03 1.4917266E-05 2.252E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399642 0.0000000E+00 0.0000000000E+00
138 0.391690486283902E+07 41.852065 5.801276 4.243041 0.7199994E+00 0.2659567E+00 2.2800729E-03 3.1186726E-05 6.5895005E-04 5.7184753E-03 2.2658902E-06 1.2896808E-05 1.8768898E-03 1.5180804E-04 1.129E-17 0.1812 4.243041 -3.815 2.004287 8.112925 0.0000000E+00 0.9863192E+00 1.4785046E-04 2.8890140E-05 8.0716826E-03 1.0393893E-04 1.7433705E-07 1.3630865E-09 1.7480895E-03 1.4917209E-05 2.184E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399775 0.0000000E+00 0.0000000000E+00
139 0.391704244288888E+07 41.831414 5.801534 4.230695 0.7199994E+00 0.2659567E+00 2.2800014E-03 3.1267275E-05 6.5895483E-04 5.7184753E-03 2.2658983E-06 1.2896733E-05 1.8768898E-03 1.5180803E-04 1.186E-17 0.1812 4.230695 -3.828 2.018180 8.116525 0.0000000E+00 0.9863184E+00 1.4817332E-04 2.5817409E-05 8.0701447E-03 1.0780446E-04 1.7516490E-07 1.8898582E-09 1.7480466E-03 1.4917135E-05 2.083E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400210 0.0000000E+00 0.0000000000E+00
140 0.391713416292211E+07 41.817990 5.801547 4.222012 0.7199994E+00 0.2659567E+00 2.2799558E-03 3.1318635E-05 6.5895788E-04 5.7184753E-03 2.2659034E-06 1.2896684E-05 1.8768898E-03 1.5180802E-04 1.221E-17 0.1722 4.222012 -3.837 2.035401 8.121924 0.0000000E+00 0.9863177E+00 1.4845427E-04 2.3260115E-05 8.0688481E-03 1.1103054E-04 1.7586647E-07 2.5915665E-09 1.7480107E-03 1.4917085E-05 2.003E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400350 0.0000000E+00 0.0000000000E+00
141 0.391722588295534E+07 41.804856 5.801619 4.212423 0.7199994E+00 0.2659567E+00 2.2799119E-03 3.1368138E-05 6.5896082E-04 5.7184753E-03 2.2659083E-06 1.2896638E-05 1.8768898E-03 1.5180801E-04 1.256E-17 0.1803 4.212423 -3.847 2.049024 8.125980 0.0000000E+00 0.9863171E+00 1.4872535E-04 2.0884753E-05 8.0676318E-03 1.1403432E-04 1.7652591E-07 3.4959490E-09 1.7479773E-03 1.4917049E-05 1.931E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400542 0.0000000E+00 0.0000000000E+00
142 0.391736346300519E+07 41.785727 5.801887 4.197483 0.7199994E+00 0.2659568E+00 2.2798459E-03 3.1442436E-05 6.5896524E-04 5.7184753E-03 2.2659158E-06 1.2896568E-05 1.8768898E-03 1.5180800E-04 1.309E-17 0.1767 4.197483 -3.862 2.069599 8.132136 0.0000000E+00 0.9863160E+00 1.4920047E-04 1.6899742E-05 8.0655711E-03 1.1908404E-04 1.7763258E-07 6.0049021E-09 1.7479211E-03 1.4917009E-05 1.816E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400973 0.0000000E+00 0.0000000000E+00
143 0.391745518303843E+07 41.773355 5.802084 4.186715 0.7199994E+00 0.2659568E+00 2.2797999E-03 3.1494260E-05 6.5896834E-04 5.7184753E-03 2.2659210E-06 1.2896519E-05 1.8768898E-03 1.5180800E-04 1.346E-17 0.1709 4.186715 -3.873 2.081839 8.135698 0.0000000E+00 0.9863153E+00 1.4956077E-04 1.4021873E-05 8.0640683E-03 1.2273608E-04 1.7841758E-07 9.4201942E-09 1.7478805E-03 1.4916994E-05 1.737E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401274 0.0000000E+00 0.0000000000E+00
144 0.391754690307166E+07 41.761300 5.802144 4.175314 0.7199994E+00 0.2659568E+00 2.2797556E-03 3.1544073E-05 6.5897131E-04 5.7184753E-03 2.2659260E-06 1.2896472E-05 1.8768898E-03 1.5180799E-04 1.382E-17 0.1784 4.175314 -3.884 2.094678 8.139489 0.0000000E+00 0.9863146E+00 1.4989876E-04 1.1438228E-05 8.0627090E-03 1.2601525E-04 1.7909323E-07 1.5587105E-08 1.7478440E-03 1.4916992E-05 1.669E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401445 0.0000000E+00 0.0000000000E+00
145 0.391763862310490E+07 41.749593 5.802503 4.163106 0.7199994E+00 0.2659568E+00 2.2797132E-03 3.1591803E-05 6.5897416E-04 5.7184753E-03 2.2659308E-06 1.2896427E-05 1.8768898E-03 1.5180799E-04 1.417E-17 0.1790 4.163106 -3.897 2.110115 8.144265 0.0000000E+00 0.9863140E+00 1.5021468E-04 9.1414689E-06 8.0614832E-03 1.2892583E-04 1.7964062E-07 3.0473022E-08 1.7478115E-03 1.4916999E-05 1.610E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401890 0.0000000E+00 0.0000000000E+00
146 0.391777620315475E+07 41.732651 5.802970 4.143422 0.7199994E+00 0.2659568E+00 2.2796528E-03 3.1659764E-05 6.5897822E-04 5.7184753E-03 2.2659376E-06 1.2896362E-05 1.8768898E-03 1.5180798E-04 1.466E-17 0.1621 4.143422 -3.916 2.131199 8.150668 0.0000000E+00 0.9863130E+00 1.5072498E-04 5.6325047E-06 8.0595480E-03 1.3335192E-04 1.8031471E-07 1.1323316E-07 1.7477623E-03 1.4917039E-05 1.524E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.402485 0.0000000E+00 0.0000000000E+00
