line time mass lg(L) lg(Teff) 1H_surf 4He_surf 12C_surf 13C_surf 14N_surf 16O_surf 17O_surf 18O_surf 20Ne_surf 22Ne_surf 26Al_surf Mcc/Mt lg(Teff) lg(Md) lg(rhoc) lg(Tc) 1H_cen 4He_cen 12C_cen 13C_cen 14N_cen 16O_cen 17O_cen 18O_cen 20Ne_cen 22Ne_cen 26Al_cen Omeg_surf Omeg_cen Rp/Req Md/Md(0) v_crit1 v_crit2 v_equa Om/Om_cr Gamma_Ed lg(Mdot_mech) L_tot 
198 0.362289389069618E+07 24.215165 5.836276 4.527986 0.7672440E-01 0.9095839E+00 7.0563809E-05 1.9365533E-05 8.1775874E-03 1.0233759E-04 2.0391700E-07 2.7645336E-10 1.7590709E-03 6.2784465E-06 3.077E-06 0.8151 5.069748 -4.179 2.553345 8.315097 0.0000000E+00 0.7992471E+00 1.7519214E-01 2.8152554E-12 2.8695703E-11 7.5411396E-03 1.1828934E-10 6.4125075E-11 1.7433960E-03 1.2651758E-02 1.483E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.468836 0.0000000E+00 0.0000000000E+00
199 0.363864684271660E+07 23.058260 5.808656 4.534450 0.6265076E-09 0.9863188E+00 1.3008062E-04 3.5618459E-05 8.1055309E-03 8.5435815E-05 1.1786222E-07 1.1890338E-10 1.7424626E-03 1.8846726E-05 3.009E-06 0.8138 5.096663 -4.145 2.570446 8.316773 0.0000000E+00 0.7466362E+00 2.2254396E-01 3.0498604E-12 2.8997845E-12 1.2796929E-02 3.2565246E-11 5.8336096E-12 1.7433720E-03 1.2634329E-02 1.404E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.429099 0.0000000E+00 0.0000000000E+00
200 0.364664957543227E+07 22.500041 5.794862 4.539410 0.7872716E-14 0.9863206E+00 1.4021112E-04 3.8462911E-05 8.0908029E-03 8.5252599E-05 1.2823414E-07 9.1201699E-11 1.7427197E-03 1.8754840E-05 2.986E-06 0.8082 5.097161 -4.168 2.580053 8.317804 0.0000000E+00 0.7203356E+00 2.4556939E-01 3.1781365E-12 1.0042595E-12 1.6070267E-02 3.4756356E-11 1.9469142E-12 1.7433605E-03 1.2624711E-02 1.364E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.425997 0.0000000E+00 0.0000000000E+00
201 0.365471058047355E+07 21.965822 5.781402 4.544207 0.1484971E-20 0.9863190E+00 1.3306280E-04 3.6086689E-05 8.0993052E-03 8.7993369E-05 1.2633704E-07 8.9554101E-11 1.7435203E-03 1.5982944E-05 2.965E-06 0.8057 5.097862 -4.190 2.589765 8.318917 0.0000000E+00 0.6940782E+00 2.6808817E-01 3.3135335E-12 3.5736793E-13 1.9806860E-02 3.6756780E-11 6.7264931E-13 1.7433497E-03 1.2614398E-02 1.323E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.423041 0.0000000E+00 0.0000000000E+00
202 0.366286676364661E+07 21.451703 5.768165 4.548812 0.5110998E-26 0.9863200E+00 1.3810102E-04 3.8336125E-05 8.0910677E-03 8.7910344E-05 1.3891462E-07 9.0696085E-11 1.7437170E-03 1.6059495E-05 2.941E-06 0.8010 5.098735 -4.211 2.599600 8.320103 0.0000000E+00 0.6677859E+00 2.9013127E-01 3.4227018E-12 1.3527547E-13 2.4053944E-02 3.8431271E-11 2.3951717E-13 1.7433399E-03 1.2603261E-02 1.280E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.420175 0.0000000E+00 0.0000000000E+00
203 0.367111424012976E+07 20.956796 5.755136 4.553244 0.2677756E-31 0.9863209E+00 1.4293699E-04 3.9851013E-05 8.0837793E-03 8.7916387E-05 1.5215575E-07 1.1504078E-10 1.7437980E-03 1.6079721E-05 2.917E-06 0.7968 5.099285 -4.232 2.609596 8.321374 0.0000000E+00 0.6414842E+00 3.1163737E-01 3.5764837E-12 4.7952099E-14 2.8847302E-02 3.9815566E-11 8.2820098E-14 1.7433316E-03 1.2591198E-02 1.237E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.417387 0.0000000E+00 0.0000000000E+00
204 0.367946854920985E+07 20.479263 5.742247 4.557594 0.9134177E-37 0.9863213E+00 1.4541317E-04 4.0333956E-05 8.0802875E-03 8.8001943E-05 1.5995510E-07 1.2619988E-10 1.7438382E-03 1.6088048E-05 2.890E-06 0.7933 5.099597 -4.253 2.619411 8.322722 0.0000000E+00 0.6151689E+00 3.3256112E-01 3.7445410E-12 1.6916488E-14 3.4236369E-02 4.0859278E-11 2.8629935E-14 1.7433253E-03 1.2578075E-02 1.192E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.414630 0.0000000E+00 0.0000000000E+00
205 0.368780149177055E+07 20.156652 5.734752 4.616226 0.0000000E+00 0.7825677E+00 1.9038327E-01 2.8876758E-12 3.4683304E-09 9.0283886E-03 4.0552785E-11 3.1186345E-11 1.7433883E-03 1.2646463E-02 1.377E-06 0.7911 5.121529 -4.389 2.629088 8.324653 0.0000000E+00 0.5889194E+00 3.5280256E-01 3.9826442E-12 5.9046927E-15 4.0241723E-02 4.1684806E-11 9.8330583E-15 1.7433217E-03 1.2563692E-02 1.146E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.414058 0.0000000E+00 0.0000000000E+00
206 0.369626263344757E+07 19.809990 5.725969 4.615212 0.0000000E+00 0.7705939E+00 2.0118617E-01 2.9368499E-12 1.9727763E-09 1.0198565E-02 3.2694191E-11 1.7947830E-11 1.7433828E-03 1.2642537E-02 1.353E-06 0.7886 5.122770 -4.386 2.638472 8.326328 0.0000000E+00 0.5626330E+00 3.7235781E-01 4.2077110E-12 2.0534184E-15 4.6969841E-02 4.2002120E-11 3.4988663E-15 1.7433220E-03 1.2547735E-02 1.098E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.412869 0.0000000E+00 0.0000000000E+00
207 0.370487334076030E+07 19.454649 5.716797 4.614325 0.0000000E+00 0.7557307E+00 2.1447694E-01 3.0071157E-12 1.1231952E-09 1.1770017E-02 3.1973480E-11 8.9671505E-12 1.7433761E-03 1.2637502E-02 1.327E-06 0.7906 5.124164 -4.383 2.648468 8.328133 0.0000000E+00 0.5362943E+00 3.9117452E-01 4.4633324E-12 7.0215310E-16 5.4488576E-02 4.1956736E-11 1.3287451E-15 1.7433276E-03 1.2529981E-02 1.047E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.411625 0.0000000E+00 0.0000000000E+00
208 0.371359088066995E+07 19.092971 5.707227 4.613804 0.0000000E+00 0.7403179E+00 2.2811412E-01 3.0795628E-12 2.0435364E-10 1.3544567E-02 3.3082996E-11 4.4853529E-12 1.7433692E-03 1.2632075E-02 1.300E-06 0.7878 5.125663 -4.381 2.658931 8.330028 0.0000000E+00 0.5100504E+00 4.0907499E-01 4.7472574E-12 2.3710870E-16 6.2828217E-02 4.1497151E-11 6.1181564E-16 1.7433406E-03 1.2510247E-02 9.938E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.410281 0.0000000E+00 0.0000000000E+00
209 0.372249430929830E+07 18.722831 5.697195 4.614165 0.0000000E+00 0.7228904E+00 2.4335124E-01 3.1639703E-12 3.5994953E-11 1.5733787E-02 3.4546405E-11 2.1719436E-12 1.7433616E-03 1.2625673E-02 1.271E-06 0.7873 5.127114 -4.382 2.669850 8.332000 0.0000000E+00 0.4837300E+00 4.2608973E-01 5.0143843E-12 8.3899281E-17 7.2129748E-02 4.0561013E-11 3.8765300E-16 1.7433638E-03 1.2488050E-02 9.378E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.408838 0.0000000E+00 0.0000000000E+00
210 0.373156653342983E+07 18.346963 5.686658 4.614837 0.0000000E+00 0.7050175E+00 2.5876341E-01 3.2543799E-12 1.2791038E-11 1.8193207E-02 3.5956552E-11 1.0527509E-12 1.7433541E-03 1.2618783E-02 1.240E-06 0.7894 5.128695 -4.384 2.681273 8.334077 0.0000000E+00 0.4574686E+00 4.4203172E-01 5.3717162E-12 2.7255231E-17 8.2444497E-02 3.9249680E-11 3.2851476E-16 1.7434012E-03 1.2463062E-02 8.790E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.407213 0.0000000E+00 0.0000000000E+00
211 0.373302373005199E+07 18.286875 5.684888 4.615101 0.0000000E+00 0.7023524E+00 2.6104249E-01 3.2682291E-12 1.1362816E-11 1.8578994E-02 3.6155840E-11 9.4487960E-13 1.7433530E-03 1.2617727E-02 1.236E-06 0.7906 5.128899 -4.385 2.683089 8.334403 0.0000000E+00 0.4533098E+00 4.4445444E-01 5.4304706E-12 2.2774245E-17 8.4179828E-02 3.9003877E-11 3.2612648E-16 1.7434087E-03 1.2458811E-02 8.694E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.406889 0.0000000E+00 0.0000000000E+00
212 0.373448092667416E+07 18.226885 5.683183 4.615424 0.0000000E+00 0.6992136E+00 2.6371900E-01 3.2848885E-12 9.9435308E-12 1.9041025E-02 3.6386081E-11 8.3484100E-13 1.7433518E-03 1.2616470E-02 1.231E-06 0.7892 5.129149 -4.386 2.684954 8.334742 0.0000000E+00 0.4491570E+00 4.4684451E-01 5.4923920E-12 1.9003816E-17 8.5941694E-02 3.8748089E-11 3.2489002E-16 1.7434167E-03 1.2454480E-02 8.597E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.406629 0.0000000E+00 0.0000000000E+00
213 0.373596162646764E+07 18.166026 5.681396 4.615741 0.0000000E+00 0.6959855E+00 2.6646578E-01 3.3018713E-12 8.5257840E-12 1.9522102E-02 3.6619344E-11 7.3243716E-13 1.7433505E-03 1.2615168E-02 1.225E-06 0.7899 5.129399 -4.387 2.686827 8.335080 0.0000000E+00 0.4449621E+00 4.4922882E-01 5.5551259E-12 1.5838077E-17 8.7751498E-02 3.8478742E-11 3.2463726E-16 1.7434254E-03 1.2450014E-02 8.498E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.406315 0.0000000E+00 0.0000000000E+00
214 0.373741882308980E+07 18.106245 5.679659 4.615753 0.0000000E+00 0.6929703E+00 2.6902543E-01 3.3174536E-12 7.1947676E-12 1.9977404E-02 3.6833630E-11 6.4694752E-13 1.7433493E-03 1.2613942E-02 1.220E-06 0.7890 5.129636 -4.387 2.688707 8.335423 0.0000000E+00 0.4408454E+00 4.5153880E-01 5.6193181E-12 1.3218060E-17 8.9557349E-02 3.8204459E-11 3.2525752E-16 1.7434345E-03 1.2445540E-02 8.401E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.406030 0.0000000E+00 0.0000000000E+00
215 0.373889952288329E+07 18.045627 5.677845 4.613289 0.0000000E+00 0.6896511E+00 2.7183272E-01 3.3225436E-12 5.9911198E-12 2.0489043E-02 3.7062617E-11 5.6676422E-13 1.7433480E-03 1.2612576E-02 1.215E-06 0.7896 5.128334 -4.388 2.690661 8.335790 0.0000000E+00 0.4366861E+00 4.5384194E-01 5.6880081E-12 1.1016919E-17 9.1412611E-02 3.7914435E-11 3.2665061E-16 1.7434442E-03 1.2440928E-02 8.301E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.405696 0.0000000E+00 0.0000000000E+00
216 0.374038022267678E+07 17.985136 5.676066 4.613571 0.0000000E+00 0.6862160E+00 2.7473244E-01 3.3247302E-12 4.8859357E-12 2.1024212E-02 3.7294848E-11 4.9165367E-13 1.7433467E-03 1.2611154E-02 1.209E-06 0.7889 5.128598 -4.389 2.692561 8.336135 0.0000000E+00 0.4325463E+00 4.5610361E-01 5.7544944E-12 9.1705991E-18 9.3289943E-02 3.7620575E-11 3.2873553E-16 1.7434546E-03 1.2436239E-02 8.201E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.405397 0.0000000E+00 0.0000000000E+00
217 0.374186092247027E+07 17.924787 5.674276 4.613825 0.0000000E+00 0.6830442E+00 2.7739932E-01 3.3379385E-12 4.0546928E-12 2.1528826E-02 3.7496471E-11 4.3915526E-13 1.7433455E-03 1.2609823E-02 1.204E-06 0.7910 5.128829 -4.390 2.694485 8.336488 0.0000000E+00 0.4284148E+00 4.5832927E-01 5.8225763E-12 7.6445649E-18 9.5194896E-02 3.7315481E-11 3.3133886E-16 1.7434655E-03 1.2431460E-02 8.101E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.405088 0.0000000E+00 0.0000000000E+00
218 0.374336512543508E+07 17.863634 5.672456 4.614075 0.0000000E+00 0.6798388E+00 2.8008876E-01 3.3539768E-12 3.3012670E-12 2.2044555E-02 3.7697077E-11 3.9048486E-13 1.7433443E-03 1.2608469E-02 1.199E-06 0.7905 5.129059 -4.391 2.696440 8.336848 0.0000000E+00 0.4242430E+00 4.6054418E-01 5.8926195E-12 6.3460297E-18 9.7150875E-02 3.6996935E-11 3.3446946E-16 1.7434773E-03 1.2426530E-02 7.999E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.404776 0.0000000E+00 0.0000000000E+00
219 0.374486932839989E+07 17.802650 5.670637 4.614618 0.0000000E+00 0.6766573E+00 2.8274909E-01 3.3711512E-12 2.6743718E-12 2.2565439E-02 3.7894545E-11 3.4488004E-13 1.7433431E-03 1.2607110E-02 1.193E-06 0.7880 5.129293 -4.393 2.698410 8.337211 0.0000000E+00 0.4200786E+00 4.6272204E-01 5.9645048E-12 5.2740659E-18 9.9136401E-02 3.6668814E-11 3.3805318E-16 1.7434898E-03 1.2421502E-02 7.896E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.404464 0.0000000E+00 0.0000000000E+00
220 0.374637353136470E+07 17.741837 5.668817 4.614861 0.0000000E+00 0.6734275E+00 2.8544258E-01 3.3889366E-12 2.2594092E-12 2.3101509E-02 3.8092390E-11 3.0277441E-13 1.7433419E-03 1.2605718E-02 1.188E-06 0.7899 5.129505 -4.394 2.700386 8.337576 0.0000000E+00 0.4159376E+00 4.6485434E-01 6.0375997E-12 4.3800907E-18 1.0114418E-01 3.6332827E-11 3.4201403E-16 1.7435031E-03 1.2416391E-02 7.792E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.404153 0.0000000E+00 0.0000000000E+00
221 0.374787773432952E+07 17.681211 5.666990 4.615099 0.0000000E+00 0.6701872E+00 2.8813681E-01 3.4069706E-12 2.1230182E-12 2.3647315E-02 3.8287607E-11 2.6573379E-13 1.7433408E-03 1.2604309E-02 1.183E-06 0.7876 5.129707 -4.395 2.702371 8.337943 0.0000000E+00 0.4118059E+00 4.6694807E-01 6.1121971E-12 3.6403600E-18 1.0318114E-01 3.5987918E-11 3.4634422E-16 1.7435171E-03 1.2411180E-02 7.688E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.403836 0.0000000E+00 0.0000000000E+00
222 0.374940544046565E+07 17.619831 5.665143 4.615633 0.0000000E+00 0.6668899E+00 2.9086941E-01 3.4254211E-12 2.0240899E-12 2.4211792E-02 3.8481714E-11 2.3280334E-13 1.7433396E-03 1.2602859E-02 1.177E-06 0.7893 5.129920 -4.397 2.704398 8.338319 0.0000000E+00 0.4076288E+00 4.6902993E-01 6.1897399E-12 3.0165840E-18 1.0527538E-01 3.5629895E-11 3.5107411E-16 1.7435321E-03 1.2405793E-02 7.582E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.403524 0.0000000E+00 0.0000000000E+00
223 0.375093314660179E+07 17.558661 5.663267 4.615874 0.0000000E+00 0.6636183E+00 2.9357368E-01 3.4437898E-12 1.9236512E-12 2.4778836E-02 3.8670704E-11 2.0366221E-13 1.7433385E-03 1.2601409E-02 1.172E-06 0.7864 5.130142 -4.398 2.706424 8.338696 0.0000000E+00 0.4034683E+00 4.7106800E-01 6.2683997E-12 2.5024988E-18 1.0739678E-01 3.5263674E-11 3.5610704E-16 1.7435480E-03 1.2400305E-02 7.476E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.403184 0.0000000E+00 0.0000000000E+00
224 0.375246085273793E+07 17.497705 5.661424 4.616419 0.0000000E+00 0.6602993E+00 2.9630601E-01 3.4626730E-12 1.6169202E-12 2.5365205E-02 3.8856342E-11 1.7853561E-13 1.7433374E-03 1.2599919E-02 1.166E-06 0.7887 5.130370 -4.400 2.708469 8.339078 0.0000000E+00 0.3993209E+00 4.7306375E-01 6.3492280E-12 2.0734349E-18 1.0954739E-01 3.4889634E-11 3.6144266E-16 1.7435649E-03 1.2394710E-02 7.369E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.402875 0.0000000E+00 0.0000000000E+00
225 0.375398855887407E+07 17.436975 5.659546 4.616677 0.0000000E+00 0.6569705E+00 2.9904089E-01 3.4817414E-12 1.1992687E-12 2.5958809E-02 3.9039499E-11 1.5548112E-13 1.7433363E-03 1.2598415E-02 1.160E-06 0.7857 5.130623 -4.401 2.710462 8.339461 0.0000000E+00 0.3951914E+00 4.7501456E-01 6.4317088E-12 1.7181351E-18 1.1172503E-01 3.4507949E-11 3.6702908E-16 1.7435827E-03 1.2389011E-02 7.261E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.402534 0.0000000E+00 0.0000000000E+00
226 0.375553976818153E+07 17.375547 5.657674 4.617228 0.0000000E+00 0.6536389E+00 3.0176510E-01 3.5009910E-12 8.6377158E-13 2.6565911E-02 3.9214948E-11 1.3638771E-13 1.7433352E-03 1.2596888E-02 1.155E-06 0.7880 5.130873 -4.403 2.712537 8.339849 0.0000000E+00 0.3910237E+00 4.7694578E-01 6.5161700E-12 1.4226258E-18 1.1396043E-01 3.4113104E-11 3.7294186E-16 1.7436017E-03 1.2383126E-02 7.152E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.402220 0.0000000E+00 0.0000000000E+00
227 0.375709097748899E+07 17.314371 5.655765 4.617786 0.0000000E+00 0.6503241E+00 3.0447143E-01 3.5201949E-12 5.6151823E-13 2.7174147E-02 3.9386969E-11 1.1865717E-13 1.7433342E-03 1.2595361E-02 1.149E-06 0.7849 5.131149 -4.405 2.714552 8.340240 0.0000000E+00 0.3868632E+00 4.7883518E-01 6.6025427E-12 1.1759246E-18 1.1623039E-01 3.3709304E-11 3.7906663E-16 1.7436218E-03 1.2377112E-02 7.042E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401870 0.0000000E+00 0.0000000000E+00
228 0.375864218679646E+07 17.253447 5.653925 4.618418 0.0000000E+00 0.6469340E+00 3.0722373E-01 3.5402867E-12 4.0779716E-13 2.7811654E-02 3.9553791E-11 1.0408533E-13 1.7433332E-03 1.2593772E-02 1.144E-06 0.7874 5.131550 -4.407 2.716676 8.340660 0.0000000E+00 0.3827341E+00 4.8067162E-01 6.6944623E-12 9.7469843E-19 1.1852184E-01 3.3300573E-11 3.8550080E-16 1.7436431E-03 1.2371002E-02 6.932E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401585 0.0000000E+00 0.0000000000E+00
229 0.376021689927524E+07 17.191875 5.651971 4.618983 0.0000000E+00 0.6434328E+00 3.1006145E-01 3.5612455E-12 2.8039041E-13 2.8474779E-02 3.9723290E-11 8.9996813E-14 1.7433321E-03 1.2592122E-02 1.138E-06 0.7889 5.131836 -4.409 2.718748 8.341051 0.0000000E+00 0.3785591E+00 4.8248862E-01 6.7837214E-12 8.0742083E-19 1.2087866E-01 3.2879309E-11 3.9232552E-16 1.7436658E-03 1.2364675E-02 6.819E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.401213 0.0000000E+00 0.0000000000E+00
230 0.376176810858271E+07 17.131495 5.650112 4.619537 0.0000000E+00 0.6400341E+00 3.1280157E-01 3.5824936E-12 1.9097433E-13 2.9133066E-02 3.9879262E-11 7.8806901E-14 1.7433312E-03 1.2590495E-02 1.132E-06 0.7866 5.132074 -4.411 2.720874 8.341456 0.0000000E+00 0.3744532E+00 4.8423571E-01 6.8762115E-12 6.6767926E-19 1.2323634E-01 3.2456835E-11 3.9931512E-16 1.7436895E-03 1.2358301E-02 6.708E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400908 0.0000000E+00 0.0000000000E+00
231 0.376336632423282E+07 17.069583 5.648121 4.620071 0.0000000E+00 0.6364803E+00 3.1566008E-01 3.6046521E-12 1.1947521E-13 2.9827980E-02 4.0038288E-11 6.8054445E-14 1.7433302E-03 1.2588782E-02 1.126E-06 0.7873 5.132313 -4.413 2.723018 8.341864 0.0000000E+00 0.3702524E+00 4.8598145E-01 6.9701800E-12 5.5078035E-19 1.2569016E-01 3.2016473E-11 4.0670292E-16 1.7437152E-03 1.2351620E-02 6.593E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400522 0.0000000E+00 0.0000000000E+00
232 0.376494103671161E+07 17.008880 5.646174 4.620608 0.0000000E+00 0.6330174E+00 3.1843179E-01 3.6256382E-12 1.0226476E-13 3.0518876E-02 4.0184617E-11 5.9364192E-14 1.7433293E-03 1.2587089E-02 1.120E-06 0.7880 5.132566 -4.415 2.725167 8.342277 0.0000000E+00 0.3661209E+00 4.8765650E-01 7.0668687E-12 4.5648236E-19 1.2814525E-01 3.1575762E-11 4.1430958E-16 1.7437420E-03 1.2344885E-02 6.479E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.400153 0.0000000E+00 0.0000000000E+00
233 0.376653925236172E+07 16.947584 5.644258 4.621155 0.0000000E+00 0.6294948E+00 3.2124293E-01 3.6471960E-12 9.2404125E-14 3.1230059E-02 4.0329193E-11 5.1401194E-14 1.7433284E-03 1.2585351E-02 1.114E-06 0.7859 5.132824 -4.417 2.727347 8.342695 0.0000000E+00 0.3619545E+00 4.8930285E-01 7.1661037E-12 3.7695362E-19 1.3066408E-01 3.1123318E-11 4.2224475E-16 1.7437707E-03 1.2337923E-02 6.363E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399833 0.0000000E+00 0.0000000000E+00
234 0.376811396484051E+07 16.887505 5.642352 4.621983 0.0000000E+00 0.6261033E+00 3.2393757E-01 3.6684780E-12 8.4077868E-14 3.1926617E-02 4.0462723E-11 4.4892525E-14 1.7433276E-03 1.2583657E-02 1.108E-06 0.7834 5.133078 -4.420 2.729523 8.343114 0.0000000E+00 0.3578602E+00 4.9087793E-01 7.2668540E-12 3.1295422E-19 1.3318199E-01 3.0671570E-11 4.3039219E-16 1.7438006E-03 1.2330907E-02 6.249E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399498 0.0000000E+00 0.0000000000E+00
235 0.376973568366195E+07 16.825964 5.640371 4.622504 0.0000000E+00 0.6227655E+00 3.2658102E-01 3.6896811E-12 7.5769015E-14 3.2620616E-02 4.0589722E-11 3.9153188E-14 1.7433269E-03 1.2581973E-02 1.103E-06 0.7848 5.133314 -4.422 2.731759 8.343547 0.0000000E+00 0.3536698E+00 4.9244506E-01 7.3717894E-12 2.5891023E-19 1.3580378E-01 3.0201259E-11 4.3902283E-16 1.7438330E-03 1.2323544E-02 6.130E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.399134 0.0000000E+00 0.0000000000E+00
236 0.377133389931206E+07 16.765644 5.638449 4.623018 0.0000000E+00 0.6197178E+00 3.2898546E-01 3.7092994E-12 6.7851772E-14 3.3263608E-02 4.0700764E-11 3.4608334E-14 1.7433262E-03 1.2580419E-02 1.097E-06 0.7820 5.133540 -4.424 2.733981 8.343979 0.0000000E+00 0.3495488E+00 4.9394121E-01 7.4781132E-12 2.1483931E-19 1.3842731E-01 2.9731664E-11 4.4786818E-16 1.7438668E-03 1.2316113E-02 6.013E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398802 0.0000000E+00 0.0000000000E+00
237 0.377295561813350E+07 16.704770 5.636404 4.623816 0.0000000E+00 0.6165134E+00 3.3150302E-01 3.7301092E-12 6.0340914E-14 3.3950101E-02 4.0811804E-11 3.0448567E-14 1.7433256E-03 1.2578765E-02 1.091E-06 0.7837 5.133781 -4.427 2.736238 8.344416 0.0000000E+00 0.3453976E+00 4.9540212E-01 7.5874510E-12 1.7871915E-19 1.4111607E-01 2.9251924E-11 4.5711342E-16 1.7439029E-03 1.2308432E-02 5.894E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398374 0.0000000E+00 0.0000000000E+00
238 0.377460084012626E+07 16.643371 5.634501 4.624368 0.0000000E+00 0.6131629E+00 3.3412713E-01 3.7520021E-12 5.3238925E-14 3.4676127E-02 4.0923392E-11 2.6571283E-14 1.7433249E-03 1.2577021E-02 1.086E-06 0.7812 5.134049 -4.429 2.738542 8.344867 0.0000000E+00 0.3412043E+00 4.9682985E-01 7.7015033E-12 1.4855683E-19 1.4388013E-01 2.8760189E-11 4.6683776E-16 1.7439416E-03 1.2300465E-02 5.773E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.398096 0.0000000E+00 0.0000000000E+00
239 0.377622255894770E+07 16.583214 5.632521 4.625225 0.0000000E+00 0.6097038E+00 3.3682359E-01 3.7745553E-12 4.6196536E-14 3.5438484E-02 4.1031733E-11 2.3140862E-14 1.7433243E-03 1.2575195E-02 1.080E-06 0.7851 5.134361 -4.432 2.740888 8.345336 0.0000000E+00 0.3370824E+00 4.9818535E-01 7.8189729E-12 1.2401403E-19 1.4664509E-01 2.8270062E-11 4.7675672E-16 1.7439819E-03 1.2292423E-02 5.654E-07 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.397722 0.0000000E+00 0.0000000000E+00
