line time mass lg(L) lg(Teff) 1H_surf 4He_surf 12C_surf 13C_surf 14N_surf 16O_surf 17O_surf 18O_surf 20Ne_surf 22Ne_surf 26Al_surf Mcc/Mt lg(Teff) lg(Md) lg(rhoc) lg(Tc) 1H_cen 4He_cen 12C_cen 13C_cen 14N_cen 16O_cen 17O_cen 18O_cen 20Ne_cen 22Ne_cen 26Al_cen Omeg_surf Omeg_cen Rp/Req Md/Md(0) v_crit1 v_crit2 v_equa Om/Om_cr Gamma_Ed lg(Mdot_mech) L_tot 
92 0.347933109526094E+07 39.080600 5.868908 4.249311 0.5819020E+00 0.4044035E+00 5.8815831E-05 1.7422967E-05 8.0918795E-03 2.1809079E-04 4.4623991E-07 5.7352013E-10 1.8504241E-03 1.7345139E-06 2.379E-06 0.5631 4.249311 -3.629 0.712656 7.728814 0.2548975E-01 0.9608227E+00 9.7602198E-05 2.6931579E-05 8.1427421E-03 9.6877373E-05 1.2431657E-07 2.5929516E-10 1.7489260E-03 9.6021742E-06 3.517E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.460102 0.0000000E+00 0.0000000000E+00 
93 0.348351167130385E+07 38.194098 5.867905 4.278356 0.5552930E+00 0.4310175E+00 5.8028430E-05 1.7244156E-05 8.1337032E-03 1.7165509E-04 3.4694267E-07 4.4036915E-10 1.8460102E-03 1.8801896E-06 2.590E-06 0.5750 4.278356 -4.707 0.719862 7.730286 0.2408836E-01 0.9622245E+00 9.9902900E-05 2.7556937E-05 8.1396306E-03 9.6598908E-05 1.2185622E-07 2.5762337E-10 1.7486024E-03 9.7711593E-06 3.502E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.461794 0.0000000E+00 0.0000000000E+00 
94 0.348772059023519E+07 37.853205 5.868552 4.283929 0.5447654E+00 0.4415461E+00 5.7699854E-05 1.7161611E-05 8.1438069E-03 1.6066989E-04 3.2319919E-07 4.0811894E-10 1.8442616E-03 1.9336581E-06 2.656E-06 0.5780 4.283929 -4.702 0.726399 7.732086 0.2265713E-01 0.9636557E+00 1.0010831E-04 2.7645503E-05 8.1395600E-03 9.6297221E-05 1.2134984E-07 2.5537925E-10 1.7482706E-03 9.9686609E-06 3.488E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.463489 0.0000000E+00 0.0000000000E+00 
95 0.349207150703755E+07 37.766466 5.869157 4.283766 0.5420112E+00 0.4443006E+00 5.7620114E-05 1.7141109E-05 8.1459468E-03 1.5836057E-04 3.1814596E-07 4.0124299E-10 1.8438037E-03 1.9471737E-06 2.664E-06 0.5777 4.283766 -4.699 0.732860 7.734171 0.2118046E-01 0.9651322E+00 9.9062489E-05 2.7347349E-05 8.1413756E-03 9.5982763E-05 1.2218096E-07 2.5467271E-10 1.7479270E-03 1.0145071E-05 3.473E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.464371 0.0000000E+00 0.0000000000E+00 
96 0.349619624759027E+07 37.683694 5.869589 4.284320 0.5394058E+00 0.4469062E+00 5.7544685E-05 1.7121716E-05 8.1479710E-03 1.5617609E-04 3.1336590E-07 3.9473874E-10 1.8433705E-03 1.9599587E-06 2.671E-06 0.5775 4.284320 -4.696 0.738833 7.736098 0.1978418E-01 0.9665285E+00 9.9463411E-05 2.7456551E-05 8.1410586E-03 9.5676684E-05 1.2164632E-07 2.5328450E-10 1.7476009E-03 1.0321690E-05 3.459E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.465068 0.0000000E+00 0.0000000000E+00 
97 0.350032098814298E+07 37.600363 5.870038 4.285006 0.5367624E+00 0.4495498E+00 5.7466526E-05 1.7101523E-05 8.1499888E-03 1.5400357E-04 3.0860860E-07 3.8824916E-10 1.8429310E-03 1.9728867E-06 2.678E-06 0.5775 4.285006 -4.693 0.745196 7.738155 0.1839012E-01 0.9679226E+00 9.9980468E-05 2.7602566E-05 8.1405762E-03 9.5359623E-05 1.2100327E-07 2.5158183E-10 1.7472742E-03 1.0513492E-05 3.444E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.465780 0.0000000E+00 0.0000000000E+00 
98 0.350444572869570E+07 37.516511 5.870567 4.284963 0.5341653E+00 0.4521470E+00 5.7376577E-05 1.7077511E-05 8.1516806E-03 1.5222333E-04 3.0468219E-07 3.8275871E-10 1.8424987E-03 1.9852357E-06 2.684E-06 0.5785 4.284963 -4.691 0.752146 7.740377 0.1699695E-01 0.9693159E+00 1.0054165E-04 2.7761210E-05 8.1400397E-03 9.5030086E-05 1.2034742E-07 2.4976108E-10 1.7469464E-03 1.0720189E-05 3.430E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.466599 0.0000000E+00 0.0000000000E+00 
99 0.350857046924841E+07 37.432238 5.871205 4.284495 0.5315627E+00 0.4547497E+00 5.7284311E-05 1.7052773E-05 8.1533289E-03 1.5049657E-04 3.0086830E-07 3.7739976E-10 1.8420654E-03 1.9975539E-06 2.690E-06 0.5780 4.284495 -4.689 0.759698 7.742805 0.1559416E-01 0.9707188E+00 1.0115802E-04 2.7935558E-05 8.1394363E-03 9.4684033E-05 1.1969146E-07 2.4775079E-10 1.7466152E-03 1.0943852E-05 3.416E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.467543 0.0000000E+00 0.0000000000E+00
100 0.351269520980113E+07 37.347398 5.871737 4.285398 0.5289629E+00 0.4573497E+00 5.7191882E-05 1.7027979E-05 8.1549698E-03 1.4877860E-04 2.9707314E-07 3.7206387E-10 1.8416326E-03 2.0098523E-06 2.696E-06 0.5781 4.285398 -4.685 0.767818 7.745440 0.1419547E-01 0.9721176E+00 1.0183114E-04 2.8126177E-05 8.1387622E-03 9.4323056E-05 1.1903014E-07 2.4557968E-10 1.7462838E-03 1.1183479E-05 3.402E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.468383 0.0000000E+00 0.0000000000E+00
101 0.351727825485970E+07 37.252227 5.872320 4.287167 0.5259589E+00 0.4603538E+00 5.7103433E-05 1.7003819E-05 8.1566524E-03 1.4700701E-04 2.9312564E-07 3.6654727E-10 1.8411320E-03 2.0238106E-06 2.703E-06 0.5783 4.287167 -4.680 0.777744 7.748670 0.1264765E-01 0.9736656E+00 1.0266113E-04 2.8361376E-05 8.1379094E-03 9.3902513E-05 1.1830020E-07 2.4293294E-10 1.7459157E-03 1.1470049E-05 3.387E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.469287 0.0000000E+00 0.0000000000E+00
102 0.352140299541241E+07 37.165626 5.872870 4.289241 0.5232004E+00 0.4631124E+00 5.7036771E-05 1.6985196E-05 8.1580294E-03 1.4554815E-04 2.8984503E-07 3.6199251E-10 1.8406721E-03 2.0364297E-06 2.708E-06 0.5787 4.289241 -4.676 0.787676 7.751909 0.1126182E-01 0.9750515E+00 1.0349867E-04 2.8598901E-05 8.1370257E-03 9.3504247E-05 1.1765378E-07 2.4029127E-10 1.7455851E-03 1.1748367E-05 3.373E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.470125 0.0000000E+00 0.0000000000E+00
103 0.352566522731689E+07 37.075055 5.873475 4.291870 0.5203058E+00 0.4660071E+00 5.6942037E-05 1.6959459E-05 8.1594863E-03 1.4404430E-04 2.8646907E-07 3.5720995E-10 1.8401894E-03 2.0496211E-06 2.714E-06 0.5795 4.291870 -4.670 0.799126 7.755649 0.9833776E-02 0.9764798E+00 1.0482118E-04 2.8973483E-05 8.1354636E-03 9.3066194E-05 1.1685015E-07 2.3683533E-10 1.7452435E-03 1.2064823E-05 3.359E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.471033 0.0000000E+00 0.0000000000E+00
104 0.352978996786960E+07 36.986319 5.874206 4.293957 0.5174477E+00 0.4688654E+00 5.6842091E-05 1.6932374E-05 8.1609072E-03 1.4259005E-04 2.8320220E-07 3.5254790E-10 1.8397127E-03 2.0625956E-06 2.720E-06 0.5801 4.293957 -4.665 0.811991 7.759841 0.8452019E-02 0.9778618E+00 1.0594790E-04 2.9294274E-05 8.1342017E-03 9.2612111E-05 1.1626866E-07 2.3336604E-10 1.7449124E-03 1.2399260E-05 3.345E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.472070 0.0000000E+00 0.0000000000E+00
105 0.353391470842232E+07 36.896373 5.874920 4.297345 0.5145770E+00 0.4717361E+00 5.6765263E-05 1.6910395E-05 8.1620727E-03 1.4139015E-04 2.8045482E-07 3.4862099E-10 1.8392332E-03 2.0752453E-06 2.725E-06 0.5825 4.297345 -4.658 0.826726 7.764663 0.7100975E-02 0.9792131E+00 1.0723322E-04 2.9659804E-05 8.1327276E-03 9.2133882E-05 1.1576654E-07 2.2944107E-10 1.7445885E-03 1.2757984E-05 3.331E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.473102 0.0000000E+00 0.0000000000E+00
106 0.353829930762985E+07 36.799060 5.875742 4.302334 0.5113764E+00 0.4749367E+00 5.6680357E-05 1.6886485E-05 8.1633362E-03 1.4009162E-04 2.7747115E-07 3.4437073E-10 1.8386986E-03 2.0892800E-06 2.730E-06 0.5846 4.302334 -4.649 0.845389 7.770789 0.5649299E-02 0.9806653E+00 1.1036486E-04 3.0546172E-05 8.1286202E-03 9.1563029E-05 1.1522841E-07 2.2205264E-10 1.7442412E-03 1.3206458E-05 3.317E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.474248 0.0000000E+00 0.0000000000E+00
107 0.354250901783796E+07 36.703467 5.876726 4.309265 0.5081555E+00 0.4781577E+00 5.6591839E-05 1.6862309E-05 8.1646055E-03 1.3879159E-04 2.7448112E-07 3.4013165E-10 1.8381604E-03 2.1033789E-06 2.736E-06 0.5853 4.309265 -4.638 0.868345 7.778354 0.4260551E-02 0.9820546E+00 1.1323014E-04 3.1365218E-05 8.1249349E-03 9.0946979E-05 1.1530255E-07 2.1448341E-10 1.7439115E-03 1.3696804E-05 3.303E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.475546 0.0000000E+00 0.0000000000E+00
108 0.354695260083540E+07 36.599374 5.877987 4.320051 0.5047439E+00 0.4815694E+00 5.6510572E-05 1.6838846E-05 8.1657440E-03 1.3763017E-04 2.7175642E-07 3.3622116E-10 1.8375896E-03 2.1179720E-06 2.742E-06 0.5899 4.320051 -4.622 0.901710 7.789373 0.2831165E-02 0.9834847E+00 1.1650519E-04 3.2295750E-05 8.1207501E-03 9.0217800E-05 1.1602795E-07 2.0509371E-10 1.7435807E-03 1.4276477E-05 3.288E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.477203 0.0000000E+00 0.0000000000E+00
109 0.355186392941153E+07 36.478946 5.880352 4.336619 0.5006940E+00 0.4856193E+00 5.6415752E-05 1.6811530E-05 8.1670051E-03 1.3635188E-04 2.6872803E-07 3.3185430E-10 1.8369117E-03 2.1351244E-06 2.749E-06 0.5948 4.336619 -4.598 0.961868 7.809255 0.1377069E-02 0.9849398E+00 1.2205608E-04 3.3864055E-05 8.1133887E-03 8.9298359E-05 1.1903019E-07 1.8896403E-10 1.7432966E-03 1.5003868E-05 3.273E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.480098 0.0000000E+00 0.0000000000E+00
110 0.355951819290031E+07 36.261411 5.910173 4.411788 0.4936200E+00 0.4926934E+00 5.6203034E-05 1.6749996E-05 8.1690907E-03 1.3433217E-04 2.6391249E-07 3.2455698E-10 1.8357264E-03 2.1646767E-06 2.763E-06 0.4493 4.411788 -4.446 1.646578 8.032798 0.1693991E-08 0.9863219E+00 1.4846648E-04 4.0892979E-05 8.0762387E-03 8.7863268E-05 1.7207243E-07 6.6163200E-11 1.7439098E-03 1.6098304E-05 3.249E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.514869 0.0000000E+00 0.0000000000E+00
111 0.355965020941244E+07 36.256671 5.911050 4.411381 0.4934724E+00 0.4928410E+00 5.6197533E-05 1.6748343E-05 8.1691308E-03 1.3429580E-04 2.6382492E-07 3.2441276E-10 1.8357016E-03 2.1652830E-06 2.763E-06 0.4342 4.411381 -4.445 1.675555 8.041739 0.2052279E-09 0.9863219E+00 1.4846800E-04 4.0893025E-05 8.0762371E-03 8.7863263E-05 1.7207845E-07 6.5720973E-11 1.7439098E-03 1.6098312E-05 3.249E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.515925 0.0000000E+00 0.0000000000E+00
112 0.355975582262214E+07 36.252880 5.911598 4.410625 0.4933550E+00 0.4929584E+00 5.6193157E-05 1.6747029E-05 8.1691627E-03 1.3426686E-04 2.6375526E-07 3.2429802E-10 1.8356819E-03 2.1657653E-06 2.763E-06 0.4266 4.410625 -4.445 1.696704 8.048164 0.0000000E+00 0.9863219E+00 1.4847260E-04 4.0831680E-05 8.0762090E-03 8.7938859E-05 1.7209035E-07 6.9978234E-11 1.7439090E-03 1.6098309E-05 3.245E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516590 0.0000000E+00 0.0000000000E+00
113 0.355986143583184E+07 36.249091 5.912004 4.409498 0.4932383E+00 0.4930751E+00 5.6188806E-05 1.6745721E-05 8.1691945E-03 1.3423808E-04 2.6368599E-07 3.2418392E-10 1.8356623E-03 2.1662449E-06 2.763E-06 0.4186 4.409498 -4.445 1.715992 8.053924 0.0000000E+00 0.9863219E+00 1.4847880E-04 4.0746847E-05 8.0761701E-03 8.8043495E-05 1.7210756E-07 7.3899896E-11 1.7439079E-03 1.6098304E-05 3.241E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517087 0.0000000E+00 0.0000000000E+00
114 0.355996704904154E+07 36.245311 5.912228 4.407693 0.4931224E+00 0.4931910E+00 5.6184485E-05 1.6744423E-05 8.1692260E-03 1.3420951E-04 2.6361721E-07 3.2407064E-10 1.8356429E-03 2.1667211E-06 2.764E-06 0.4130 4.407693 -4.446 1.732102 8.058531 0.0000000E+00 0.9863219E+00 1.4848692E-04 4.0637064E-05 8.0761197E-03 8.8178960E-05 1.7213024E-07 8.0084520E-11 1.7439064E-03 1.6098299E-05 3.235E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517368 0.0000000E+00 0.0000000000E+00
115 0.355996704904154E+07 36.245311 5.912228 4.407693 0.4931224E+00 0.4931910E+00 5.6184485E-05 1.6744423E-05 8.1692260E-03 1.3420951E-04 2.6361721E-07 3.2407064E-10 1.8356429E-03 2.1667211E-06 2.764E-06 0.4130 4.407693 -4.446 1.732102 8.058531 0.0000000E+00 0.9863219E+00 1.4848692E-04 4.0637064E-05 8.0761197E-03 8.8178960E-05 1.7213024E-07 8.0084520E-11 1.7439064E-03 1.6098299E-05 3.235E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517368 0.0000000E+00 0.0000000000E+00
116 0.356007266225124E+07 36.241552 5.912246 4.405293 0.4930077E+00 0.4933057E+00 5.6180211E-05 1.6743139E-05 8.1692571E-03 1.3418125E-04 2.6354916E-07 3.2395856E-10 1.8356236E-03 2.1671922E-06 2.764E-06 0.4042 4.405293 -4.449 1.744394 8.061747 0.0000000E+00 0.9863218E+00 1.4849683E-04 4.0503866E-05 8.0760587E-03 8.8343382E-05 1.7215815E-07 8.8176458E-11 1.7439046E-03 1.6098292E-05 3.228E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517402 0.0000000E+00 0.0000000000E+00
117 0.356017827546094E+07 36.237824 5.912156 4.402611 0.4928945E+00 0.4934188E+00 5.6175991E-05 1.6741871E-05 8.1692879E-03 1.3415335E-04 2.6348199E-07 3.2384793E-10 1.8356047E-03 2.1676572E-06 2.764E-06 0.3955 4.402611 -4.452 1.758560 8.065663 0.0000000E+00 0.9863218E+00 1.4850927E-04 4.0338516E-05 8.0759830E-03 8.8547586E-05 1.7219333E-07 9.9488111E-11 1.7439024E-03 1.6098283E-05 3.219E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517310 0.0000000E+00 0.0000000000E+00
118 0.356028388867064E+07 36.234127 5.911974 4.399600 0.4927828E+00 0.4935306E+00 5.6171827E-05 1.6740620E-05 8.1693182E-03 1.3412581E-04 2.6341569E-07 3.2373874E-10 1.8355859E-03 2.1681162E-06 2.764E-06 0.3877 4.399600 -4.456 1.773325 8.069808 0.0000000E+00 0.9863217E+00 1.4852531E-04 4.0128275E-05 8.0758864E-03 8.8807382E-05 1.7223883E-07 1.1529108E-10 1.7438995E-03 1.6098272E-05 3.208E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517107 0.0000000E+00 0.0000000000E+00
119 0.356038950188034E+07 36.230464 5.911766 4.396252 0.4926727E+00 0.4936407E+00 5.6167722E-05 1.6739386E-05 8.1693482E-03 1.3409866E-04 2.6335034E-07 3.2363110E-10 1.8355674E-03 2.1685687E-06 2.765E-06 0.3814 4.396252 -4.460 1.787319 8.073680 0.0000000E+00 0.9863217E+00 1.4854537E-04 3.9869008E-05 8.0757670E-03 8.9127985E-05 1.7229587E-07 1.3575819E-10 1.7438960E-03 1.6098259E-05 3.195E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516874 0.0000000E+00 0.0000000000E+00
120 0.356049511509004E+07 36.226838 5.911540 4.392230 0.4925642E+00 0.4937492E+00 5.6163677E-05 1.6738171E-05 8.1693776E-03 1.3407191E-04 2.6328595E-07 3.2352505E-10 1.8355492E-03 2.1690145E-06 2.765E-06 0.3736 4.392230 -4.464 1.800350 8.077208 0.0000000E+00 0.9863216E+00 1.4856998E-04 3.9555864E-05 8.0756225E-03 8.9515521E-05 1.7236588E-07 1.6098267E-10 1.7438917E-03 1.6098243E-05 3.180E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516619 0.0000000E+00 0.0000000000E+00
121 0.356049511509004E+07 36.226838 5.911540 4.392230 0.4925642E+00 0.4937492E+00 5.6163677E-05 1.6738171E-05 8.1693776E-03 1.3407191E-04 2.6328595E-07 3.2352505E-10 1.8355492E-03 2.1690145E-06 2.765E-06 0.3736 4.392230 -4.464 1.800350 8.077208 0.0000000E+00 0.9863216E+00 1.4856998E-04 3.9555864E-05 8.0756225E-03 8.9515521E-05 1.7236588E-07 1.6098267E-10 1.7438917E-03 1.6098243E-05 3.180E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516619 0.0000000E+00 0.0000000000E+00
122 0.356060072829974E+07 36.223258 5.911297 4.387319 0.4924575E+00 0.4938558E+00 5.6159702E-05 1.6736977E-05 8.1694066E-03 1.3404563E-04 2.6322268E-07 3.2342083E-10 1.8355313E-03 2.1694526E-06 2.765E-06 0.3718 4.387319 -4.470 1.817871 8.082401 0.0000000E+00 0.9863215E+00 1.4860308E-04 3.9144850E-05 8.0754314E-03 9.0024712E-05 1.7245974E-07 1.9834770E-10 1.7438862E-03 1.6098223E-05 3.159E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516344 0.0000000E+00 0.0000000000E+00
123 0.356070634150944E+07 36.219733 5.911141 4.382117 0.4923531E+00 0.4939603E+00 5.6155807E-05 1.6735806E-05 8.1694350E-03 1.3401987E-04 2.6316066E-07 3.2331869E-10 1.8355138E-03 2.1698819E-06 2.765E-06 0.3668 4.382117 -4.477 1.832685 8.086607 0.0000000E+00 0.9863213E+00 1.4864445E-04 3.8643201E-05 8.0751966E-03 9.0646996E-05 1.7257664E-07 2.4408198E-10 1.7438793E-03 1.6098198E-05 3.135E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516173 0.0000000E+00 0.0000000000E+00
124 0.356081195471914E+07 36.216256 5.911045 4.375733 0.4922505E+00 0.4940629E+00 5.6151982E-05 1.6734657E-05 8.1694629E-03 1.3399458E-04 2.6309978E-07 3.2321842E-10 1.8354966E-03 2.1703034E-06 2.765E-06 0.3630 4.375733 -4.483 1.845761 8.090184 0.0000000E+00 0.9863212E+00 1.4869497E-04 3.8045124E-05 8.0749154E-03 9.1389896E-05 1.7271845E-07 2.9797286E-10 1.7438712E-03 1.6098170E-05 3.106E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516073 0.0000000E+00 0.0000000000E+00
125 0.356091756792884E+07 36.212844 5.911056 4.367358 0.4921502E+00 0.4941631E+00 5.6148246E-05 1.6733535E-05 8.1694901E-03 1.3396987E-04 2.6304030E-07 3.2312045E-10 1.8354798E-03 2.1707152E-06 2.765E-06 0.3585 4.367358 -4.491 1.862680 8.095190 0.0000000E+00 0.9863210E+00 1.4876114E-04 3.7286157E-05 8.0745550E-03 9.2334171E-05 1.7290214E-07 3.7374627E-10 1.7438608E-03 1.6098136E-05 3.070E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516100 0.0000000E+00 0.0000000000E+00
126 0.356102318113854E+07 36.209515 5.911361 4.356132 0.4920529E+00 0.4942605E+00 5.6144617E-05 1.6732444E-05 8.1695166E-03 1.3394588E-04 2.6298253E-07 3.2302531E-10 1.8354635E-03 2.1711152E-06 2.766E-06 0.3523 4.356132 -4.501 1.875081 8.098541 0.0000000E+00 0.9863207E+00 1.4884007E-04 3.6405554E-05 8.0741347E-03 9.3431724E-05 1.7311919E-07 4.5896856E-10 1.7438487E-03 1.6098098E-05 3.029E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516476 0.0000000E+00 0.0000000000E+00
127 0.356102318113854E+07 36.209515 5.911361 4.356132 0.4920529E+00 0.4942605E+00 5.6144617E-05 1.6732444E-05 8.1695166E-03 1.3394588E-04 2.6298253E-07 3.2302531E-10 1.8354635E-03 2.1711152E-06 2.766E-06 0.3523 4.356132 -4.501 1.875081 8.098541 0.0000000E+00 0.9863207E+00 1.4884007E-04 3.6405554E-05 8.0741347E-03 9.3431724E-05 1.7311919E-07 4.5896856E-10 1.7438487E-03 1.6098098E-05 3.029E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516476 0.0000000E+00 0.0000000000E+00
128 0.356112879434825E+07 36.206290 5.911727 4.343286 0.4919590E+00 0.4943544E+00 5.6141117E-05 1.6731392E-05 8.1695421E-03 1.3392273E-04 2.6292680E-07 3.2293352E-10 1.8354477E-03 2.1715010E-06 2.766E-06 0.3506 4.343286 -4.515 1.893723 8.104206 0.0000000E+00 0.9863204E+00 1.4894501E-04 3.5278737E-05 8.0735895E-03 9.4839082E-05 1.7340323E-07 5.9050790E-10 1.7438333E-03 1.6098052E-05 2.978E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.516926 0.0000000E+00 0.0000000000E+00
129 0.356123440755794E+07 36.203170 5.912244 4.329599 0.4918685E+00 0.4944448E+00 5.6137745E-05 1.6730379E-05 8.1695667E-03 1.3390043E-04 2.6287313E-07 3.2284511E-10 1.8354325E-03 2.1718726E-06 2.766E-06 0.3423 4.329599 -4.530 1.908532 8.108467 0.0000000E+00 0.9863201E+00 1.4907555E-04 3.3925411E-05 8.0729284E-03 9.6533342E-05 1.7375207E-07 7.5888195E-10 1.7438146E-03 1.6098001E-05 2.919E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.517554 0.0000000E+00 0.0000000000E+00
130 0.356134002076765E+07 36.200149 5.913199 4.310853 0.4917813E+00 0.4945321E+00 5.6134494E-05 1.6729403E-05 8.1695904E-03 1.3387893E-04 2.6282137E-07 3.2275987E-10 1.8354179E-03 2.1722309E-06 2.766E-06 0.3405 4.310853 -4.544 1.921344 8.112003 0.0000000E+00 0.9863197E+00 1.4922556E-04 3.2419365E-05 8.0721876E-03 9.8423051E-05 1.7414771E-07 9.6107539E-10 1.7437938E-03 1.6097949E-05 2.854E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.518706 0.0000000E+00 0.0000000000E+00
131 0.356144563397735E+07 36.161585 5.913381 4.298081 0.4905214E+00 0.4957920E+00 5.6095352E-05 1.6718042E-05 8.1699175E-03 1.3357193E-04 2.6207484E-07 3.2159074E-10 1.8352065E-03 2.1773934E-06 2.771E-06 0.3384 4.298081 -3.438 1.937590 8.116819 0.0000000E+00 0.9863192E+00 1.4940612E-04 3.0673680E-05 8.0713189E-03 1.0061874E-04 1.7461542E-07 1.2585744E-09 1.7437695E-03 1.6097894E-05 2.782E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.519038 0.0000000E+00 0.0000000000E+00
132 0.356155124718705E+07 36.123721 5.914113 4.281138 0.4892177E+00 0.4970956E+00 5.6057228E-05 1.6707122E-05 8.1702514E-03 1.3325533E-04 2.6130271E-07 3.2039994E-10 1.8349878E-03 2.1827310E-06 2.777E-06 0.3363 4.281138 -3.445 1.953859 8.121655 0.0000000E+00 0.9863187E+00 1.4962305E-04 2.8656716E-05 8.0703029E-03 1.0316199E-04 1.7516542E-07 1.7040797E-09 1.7437414E-03 1.6097839E-05 2.700E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.520004 0.0000000E+00 0.0000000000E+00
133 0.356155124718705E+07 36.123721 5.914113 4.281138 0.4892177E+00 0.4970956E+00 5.6057228E-05 1.6707122E-05 8.1702514E-03 1.3325533E-04 2.6130271E-07 3.2039994E-10 1.8349878E-03 2.1827310E-06 2.777E-06 0.3363 4.281138 -3.445 1.953859 8.121655 0.0000000E+00 0.9863187E+00 1.4962305E-04 2.8656716E-05 8.0703029E-03 1.0316199E-04 1.7516542E-07 1.7040797E-09 1.7437414E-03 1.6097839E-05 2.700E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.520004 0.0000000E+00 0.0000000000E+00
