line time mass lg(L) lg(Teff) 1H_surf 4He_surf 12C_surf 13C_surf 14N_surf 16O_surf 17O_surf 18O_surf 20Ne_surf 22Ne_surf 26Al_surf Mcc/Mt lg(Teff) lg(Md) lg(rhoc) lg(Tc) 1H_cen 4He_cen 12C_cen 13C_cen 14N_cen 16O_cen 17O_cen 18O_cen 20Ne_cen 22Ne_cen 26Al_cen Omeg_surf Omeg_cen Rp/Req Md/Md(0) v_crit1 v_crit2 v_equa Om/Om_cr Gamma_Ed lg(Mdot_mech) L_tot 
98 0.445239440916295E+07 36.523315 5.610478 4.400437 0.7199999E+00 0.2659559E+00 2.2831354E-03 2.7726002E-05 6.5875900E-04 5.7184752E-03 2.2656019E-06 1.2899730E-05 1.8768898E-03 1.5180834E-04 4.189E-24 0.3577 4.400437 -6.312 0.899239 7.754246 0.6065363E-02 0.9802497E+00 1.0558293E-04 2.9180144E-05 8.1314017E-03 9.6448256E-05 1.2052973E-07 2.4523480E-10 1.7550740E-03 1.0655992E-05 1.964E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.295233 0.0000000E+00 0.0000000000E+00 
99 0.445418751509784E+07 36.522436 5.610930 4.401116 0.7199999E+00 0.2659559E+00 2.2831354E-03 2.7726041E-05 6.5875900E-04 5.7184752E-03 2.2656019E-06 1.2899730E-05 1.8768898E-03 1.5180834E-04 4.205E-24 0.3578 4.401116 -6.308 0.906793 7.756724 0.5528471E-02 0.9807868E+00 1.0694325E-04 2.9564285E-05 8.1296129E-03 9.6206748E-05 1.2004347E-07 2.4210663E-10 1.7549418E-03 1.0817594E-05 1.960E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.295547 0.0000000E+00 0.0000000000E+00
100 0.445588020710038E+07 36.521597 5.611402 4.401866 0.7199999E+00 0.2659559E+00 2.2831354E-03 2.7726079E-05 6.5875900E-04 5.7184752E-03 2.2656019E-06 1.2899730E-05 1.8768898E-03 1.5180834E-04 4.221E-24 0.3579 4.401866 -6.302 0.914741 7.759330 0.5023245E-02 0.9812922E+00 1.0785586E-04 2.9823740E-05 8.1284759E-03 9.5970556E-05 1.1980343E-07 2.3952895E-10 1.7548173E-03 1.0974873E-05 1.957E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.295875 0.0000000E+00 0.0000000000E+00
101 0.445742945062813E+07 36.520819 5.611869 4.402655 0.7199999E+00 0.2659559E+00 2.2831353E-03 2.7726114E-05 6.5875900E-04 5.7184752E-03 2.2656019E-06 1.2899730E-05 1.8768898E-03 1.5180834E-04 4.235E-24 0.3580 4.402655 -6.297 0.922683 7.761934 0.4561587E-02 0.9817541E+00 1.0880191E-04 3.0096950E-05 8.1272749E-03 9.5745846E-05 1.1963112E-07 2.3696367E-10 1.7547034E-03 1.1125153E-05 1.954E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.296200 0.0000000E+00 0.0000000000E+00
102 0.445923690141050E+07 36.519899 5.612473 4.403729 0.7199999E+00 0.2659559E+00 2.2831353E-03 2.7726155E-05 6.5875900E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.252E-24 0.3582 4.403729 -6.290 0.933011 7.765320 0.4026869E-02 0.9822890E+00 1.0976993E-04 3.0373496E-05 8.1260856E-03 9.5474491E-05 1.1953169E-07 2.3405397E-10 1.7545714E-03 1.1305647E-05 1.951E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.296619 0.0000000E+00 0.0000000000E+00
103 0.446104435219287E+07 36.518963 5.613143 4.405025 0.7199999E+00 0.2659559E+00 2.2831353E-03 2.7726197E-05 6.5875901E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.269E-24 0.3585 4.405025 -6.282 0.944655 7.769136 0.3497041E-02 0.9828190E+00 1.1085176E-04 3.0681056E-05 8.1247398E-03 9.5191931E-05 1.1951879E-07 2.3078380E-10 1.7544407E-03 1.1493850E-05 1.947E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.297085 0.0000000E+00 0.0000000000E+00
104 0.446259359572062E+07 36.518145 5.613789 4.406346 0.7199999E+00 0.2659559E+00 2.2831352E-03 2.7726233E-05 6.5875901E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.284E-24 0.3587 4.406346 -6.274 0.955960 7.772839 0.3047183E-02 0.9832691E+00 1.1190802E-04 3.0981060E-05 8.1234056E-03 9.4939429E-05 1.1959322E-07 2.2761773E-10 1.7543299E-03 1.1663015E-05 1.944E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.297534 0.0000000E+00 0.0000000000E+00
105 0.446440104650300E+07 36.517168 5.614652 4.408160 0.7199999E+00 0.2659559E+00 2.2831352E-03 2.7726277E-05 6.5875901E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.302E-24 0.3591 4.408160 -6.262 0.971108 7.777798 0.2530321E-02 0.9837862E+00 1.1333010E-04 3.1384594E-05 8.1215810E-03 9.4632188E-05 1.1981183E-07 2.2342115E-10 1.7542033E-03 1.1870673E-05 1.941E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.298134 0.0000000E+00 0.0000000000E+00
106 0.446620849728537E+07 36.516163 5.615685 4.410349 0.7199999E+00 0.2659559E+00 2.2831352E-03 2.7726321E-05 6.5875901E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.321E-24 0.3594 4.410349 -6.249 0.989156 7.783700 0.2025157E-02 0.9842917E+00 1.1502352E-04 3.1864363E-05 8.1193706E-03 9.4310052E-05 1.2024246E-07 2.1847987E-10 1.7540807E-03 1.2090852E-05 1.937E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.298852 0.0000000E+00 0.0000000000E+00
107 0.446827415532237E+07 36.514970 5.617202 4.413505 0.7199999E+00 0.2659559E+00 2.2831351E-03 2.7726374E-05 6.5875901E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.343E-24 0.3594 4.413505 -6.229 1.015368 7.792256 0.1468653E-02 0.9848487E+00 1.1742725E-04 3.2543657E-05 8.1161743E-03 9.3921895E-05 1.2120330E-07 2.1141294E-10 1.7539501E-03 1.2359040E-05 1.933E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.299907 0.0000000E+00 0.0000000000E+00
108 0.447008160610475E+07 36.513874 5.619023 4.417119 0.7199999E+00 0.2659559E+00 2.2831351E-03 2.7726423E-05 6.5875902E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.364E-24 0.3591 4.417119 -6.207 1.046298 7.802325 0.1009351E-02 0.9853085E+00 1.2013297E-04 3.3305416E-05 8.1125102E-03 9.3563728E-05 1.2279246E-07 2.0331222E-10 1.7538524E-03 1.2608005E-05 1.930E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.301177 0.0000000E+00 0.0000000000E+00
109 0.447253457502368E+07 36.512274 5.622871 4.423825 0.7199999E+00 0.2659559E+00 2.2831350E-03 2.7726494E-05 6.5875902E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.395E-24 0.3561 4.423825 -6.166 1.110866 7.823256 0.4642069E-03 0.9858546E+00 1.2469474E-04 3.4583814E-05 8.1062469E-03 9.3064404E-05 1.2678843E-07 1.8908500E-10 1.7537761E-03 1.2952215E-05 1.925E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.303870 0.0000000E+00 0.0000000000E+00
110 0.447707760256518E+07 36.508504 5.641789 4.451809 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726660E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.472E-24 0.1956 4.451809 -5.999 1.589038 7.968081 0.6721732E-09 0.9863224E+00 1.4381596E-04 3.9456800E-05 8.0792182E-03 9.2444817E-05 1.6746299E-07 7.1722534E-11 1.7540353E-03 1.3399538E-05 1.917E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317432 0.0000000E+00 0.0000000000E+00
111 0.447721819641532E+07 36.508364 5.640959 4.451578 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726666E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.475E-24 0.1743 4.451578 -6.005 1.566560 7.957314 0.0000000E+00 0.9863224E+00 1.4381602E-04 3.9455542E-05 8.0792177E-03 9.2446366E-05 1.6746316E-07 7.1685515E-11 1.7540353E-03 1.3399538E-05 1.917E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316827 0.0000000E+00 0.0000000000E+00
112 0.447732364180293E+07 36.508258 5.641217 4.451784 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726671E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.477E-24 0.1854 4.451784 -5.999 1.584834 7.962492 0.0000000E+00 0.9863224E+00 1.4381606E-04 3.9454782E-05 8.0792173E-03 9.2447304E-05 1.6746326E-07 7.1663897E-11 1.7540353E-03 1.3399538E-05 1.917E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317016 0.0000000E+00 0.0000000000E+00
113 0.447749235442310E+07 36.508089 5.641244 4.451824 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726678E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.481E-24 0.1774 4.451824 -5.999 1.616430 7.971719 0.0000000E+00 0.9863224E+00 1.4381616E-04 3.9452627E-05 8.0792164E-03 9.2449958E-05 1.6746357E-07 7.1595056E-11 1.7540353E-03 1.3399538E-05 1.916E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317038 0.0000000E+00 0.0000000000E+00
114 0.447759077011820E+07 36.507991 5.641154 4.451607 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726682E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.483E-24 0.1742 4.451607 -6.000 1.633897 7.976761 0.0000000E+00 0.9863224E+00 1.4381626E-04 3.9450698E-05 8.0792156E-03 9.2452336E-05 1.6746386E-07 7.1528245E-11 1.7540353E-03 1.3399538E-05 1.916E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316973 0.0000000E+00 0.0000000000E+00
115 0.447770886895232E+07 36.507873 5.640880 4.450954 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726688E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.486E-24 0.1668 4.450954 -6.003 1.654820 7.982822 0.0000000E+00 0.9863224E+00 1.4381645E-04 3.9447289E-05 8.0792141E-03 9.2456537E-05 1.6746438E-07 7.1403133E-11 1.7540352E-03 1.3399538E-05 1.916E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316774 0.0000000E+00 0.0000000000E+00
116 0.447784665092546E+07 36.507738 5.640668 4.449755 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726694E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.488E-24 0.1619 4.449755 -6.009 1.672881 7.987513 0.0000000E+00 0.9863224E+00 1.4381676E-04 3.9441752E-05 8.0792117E-03 9.2463361E-05 1.6746527E-07 7.1191060E-11 1.7540351E-03 1.3399538E-05 1.915E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316621 0.0000000E+00 0.0000000000E+00
117 0.447798443289860E+07 36.507604 5.640406 4.447969 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726699E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.491E-24 0.1558 4.447969 -6.017 1.684903 7.989927 0.0000000E+00 0.9863224E+00 1.4381713E-04 3.9435173E-05 8.0792088E-03 9.2471470E-05 1.6746634E-07 7.0935770E-11 1.7540351E-03 1.3399537E-05 1.915E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316431 0.0000000E+00 0.0000000000E+00
118 0.447807399118115E+07 36.507519 5.640991 4.446888 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726703E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.493E-24 0.1470 4.446888 -6.023 1.699772 7.994176 0.0000000E+00 0.9863224E+00 1.4381747E-04 3.9429245E-05 8.0792062E-03 9.2478776E-05 1.6746733E-07 7.0700420E-11 1.7540350E-03 1.3399537E-05 1.915E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.316858 0.0000000E+00 0.0000000000E+00
119 0.447825310774623E+07 36.507351 5.641519 4.443731 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726711E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.496E-24 0.1491 4.443731 -6.032 1.728105 8.002197 0.0000000E+00 0.9863224E+00 1.4381849E-04 3.9412416E-05 8.0791989E-03 9.2499519E-05 1.6747025E-07 7.0025728E-11 1.7540347E-03 1.3399536E-05 1.914E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317245 0.0000000E+00 0.0000000000E+00
120 0.447834266602877E+07 36.507270 5.641835 4.441886 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726714E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.498E-24 0.1497 4.441886 -6.040 1.743049 8.006521 0.0000000E+00 0.9863224E+00 1.4381924E-04 3.9400349E-05 8.0791936E-03 9.2514393E-05 1.6747242E-07 6.9551070E-11 1.7540346E-03 1.3399536E-05 1.913E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317477 0.0000000E+00 0.0000000000E+00
121 0.447843222431131E+07 36.507190 5.642366 4.439988 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726718E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.500E-24 0.1396 4.439988 -6.048 1.750094 8.007852 0.0000000E+00 0.9863223E+00 1.4382011E-04 3.9386414E-05 8.0791876E-03 9.2531572E-05 1.6747495E-07 6.9013958E-11 1.7540344E-03 1.3399535E-05 1.913E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.317866 0.0000000E+00 0.0000000000E+00
122 0.447854865007861E+07 36.507088 5.642950 4.437153 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726722E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.502E-24 0.1378 4.437153 -6.058 1.771897 8.014420 0.0000000E+00 0.9863223E+00 1.4382180E-04 3.9360141E-05 8.0791761E-03 9.2563962E-05 1.6747988E-07 6.8099747E-11 1.7540340E-03 1.3399534E-05 1.912E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.318294 0.0000000E+00 0.0000000000E+00
123 0.447878150161322E+07 36.506892 5.644454 4.430791 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726731E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.506E-24 0.1330 4.430791 -6.083 1.808988 8.025101 0.0000000E+00 0.9863223E+00 1.4382751E-04 3.9274010E-05 8.0791380E-03 9.2670171E-05 1.6749669E-07 6.5921646E-11 1.7540328E-03 1.3399531E-05 1.909E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.319400 0.0000000E+00 0.0000000000E+00
124 0.447889792738052E+07 36.506800 5.645578 4.427461 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726735E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.508E-24 0.1326 4.427461 -6.100 1.809389 8.023539 0.0000000E+00 0.9863223E+00 1.4383048E-04 3.9228883E-05 8.0791184E-03 9.2725826E-05 1.6750556E-07 6.4870289E-11 1.7540322E-03 1.3399529E-05 1.907E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.320229 0.0000000E+00 0.0000000000E+00
125 0.447901435314783E+07 36.506710 5.646342 4.423684 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726739E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.509E-24 0.1275 4.423684 -6.112 1.836785 8.032319 0.0000000E+00 0.9863223E+00 1.4383567E-04 3.9152526E-05 8.0790846E-03 9.2820012E-05 1.6752107E-07 6.4174793E-11 1.7540312E-03 1.3399526E-05 1.904E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.320793 0.0000000E+00 0.0000000000E+00
126 0.447913077891513E+07 36.506624 5.647040 4.419487 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726742E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.511E-24 0.1277 4.419487 -6.132 1.836825 8.030629 0.0000000E+00 0.9863223E+00 1.4384029E-04 3.9083348E-05 8.0790544E-03 9.2905362E-05 1.6753512E-07 6.3361858E-11 1.7540302E-03 1.3399523E-05 1.902E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.321310 0.0000000E+00 0.0000000000E+00
127 0.447924720468243E+07 36.506542 5.648348 4.415372 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726746E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.513E-24 0.1234 4.415372 -6.153 1.857256 8.036759 0.0000000E+00 0.9863222E+00 1.4384720E-04 3.8982357E-05 8.0790097E-03 9.3029983E-05 1.6755609E-07 6.3447770E-11 1.7540288E-03 1.3399519E-05 1.899E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.322280 0.0000000E+00 0.0000000000E+00
128 0.447936363044974E+07 36.506463 5.649642 4.410968 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726750E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.514E-24 0.1256 4.410968 -6.169 1.877277 8.042751 0.0000000E+00 0.9863222E+00 1.4385631E-04 3.8851565E-05 8.0789512E-03 9.3191436E-05 1.6758389E-07 6.5381566E-11 1.7540270E-03 1.3399513E-05 1.895E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.323242 0.0000000E+00 0.0000000000E+00
129 0.447948005621704E+07 36.506388 5.651012 4.406300 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726753E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.516E-24 0.1203 4.406300 -6.191 1.896915 8.048622 0.0000000E+00 0.9863222E+00 1.4387062E-04 3.8650210E-05 8.0788601E-03 9.3440113E-05 1.6762769E-07 7.0865624E-11 1.7540243E-03 1.3399505E-05 1.889E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.324265 0.0000000E+00 0.0000000000E+00
130 0.447959648198434E+07 36.506317 5.652422 4.401521 0.7199999E+00 0.2659559E+00 2.2831348E-03 2.7726756E-05 6.5875903E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.517E-24 0.1159 4.401521 -6.214 1.915555 8.054129 0.0000000E+00 0.9863221E+00 1.4389014E-04 3.8380566E-05 8.0787370E-03 9.3773342E-05 1.6768766E-07 8.0819095E-11 1.7540205E-03 1.3399495E-05 1.880E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.325319 0.0000000E+00 0.0000000000E+00
131 0.447971290775165E+07 36.505220 5.653783 4.396601 0.7199999E+00 0.2659559E+00 2.2831347E-03 2.7726804E-05 6.5875904E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.544E-24 0.1110 4.396601 -5.026 1.934014 8.059587 0.0000000E+00 0.9863220E+00 1.4391913E-04 3.7988952E-05 8.0785567E-03 9.4257703E-05 1.6777680E-07 9.8276469E-11 1.7540151E-03 1.3399480E-05 1.868E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.326350 0.0000000E+00 0.0000000000E+00
132 0.447982933351895E+07 36.504129 5.655155 4.391519 0.7199999E+00 0.2659559E+00 2.2831347E-03 2.7726852E-05 6.5875904E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.571E-24 0.1138 4.391519 -5.028 1.952601 8.065111 0.0000000E+00 0.9863219E+00 1.4395528E-04 3.7512278E-05 8.0783353E-03 9.4847923E-05 1.6788799E-07 1.2218014E-10 1.7540086E-03 1.3399462E-05 1.854E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.327393 0.0000000E+00 0.0000000000E+00
133 0.447994575928625E+07 36.503045 5.656645 4.386110 0.7199999E+00 0.2659559E+00 2.2831346E-03 2.7726899E-05 6.5875904E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.598E-24 0.1093 4.386110 -5.031 1.970752 8.070490 0.0000000E+00 0.9863217E+00 1.4400776E-04 3.6838511E-05 8.0780198E-03 9.5683291E-05 1.6804916E-07 1.5816309E-10 1.7539992E-03 1.3399438E-05 1.835E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.328527 0.0000000E+00 0.0000000000E+00
134 0.448006218505356E+07 36.501967 5.658054 4.380677 0.7199999E+00 0.2659559E+00 2.2831346E-03 2.7726946E-05 6.5875904E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.625E-24 0.1110 4.380677 -5.033 1.988756 8.075829 0.0000000E+00 0.9863214E+00 1.4407732E-04 3.5972116E-05 8.0776102E-03 9.6759353E-05 1.6826235E-07 2.0631904E-10 1.7539872E-03 1.3399408E-05 1.810E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.329605 0.0000000E+00 0.0000000000E+00
135 0.448017861082086E+07 36.500896 5.659339 4.375229 0.7199999E+00 0.2659559E+00 2.2831345E-03 2.7726993E-05 6.5875905E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.651E-24 0.1111 4.375229 -5.036 2.006526 8.081097 0.0000000E+00 0.9863212E+00 1.4415887E-04 3.4991340E-05 8.0771415E-03 9.7980152E-05 1.6851143E-07 2.6456008E-10 1.7539736E-03 1.3399376E-05 1.782E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.330592 0.0000000E+00 0.0000000000E+00
136 0.448028339401143E+07 36.499939 5.660362 4.370276 0.7199999E+00 0.2659559E+00 2.2831345E-03 2.7727035E-05 6.5875905E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.675E-24 0.1096 4.370276 -5.039 2.022335 8.085785 0.0000000E+00 0.9863209E+00 1.4425845E-04 3.3827517E-05 8.0765810E-03 9.9431187E-05 1.6881353E-07 3.4162812E-10 1.7539574E-03 1.3399341E-05 1.750E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.331379 0.0000000E+00 0.0000000000E+00
137 0.448038817720201E+07 36.498989 5.661358 4.365211 0.7199999E+00 0.2659559E+00 2.2831345E-03 2.7727076E-05 6.5875905E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.698E-24 0.1017 4.365211 -5.043 2.037904 8.090398 0.0000000E+00 0.9863205E+00 1.4439462E-04 3.2290637E-05 8.0758331E-03 1.0135209E-04 1.6922445E-07 4.4849276E-10 1.7539359E-03 1.3399298E-05 1.709E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.332149 0.0000000E+00 0.0000000000E+00
138 0.448059774358315E+07 36.497112 5.663238 4.354670 0.7199999E+00 0.2659559E+00 2.2831344E-03 2.7727157E-05 6.5875906E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.745E-24 0.1052 4.354670 -5.050 2.068962 8.099630 0.0000000E+00 0.9863195E+00 1.4473721E-04 2.8635881E-05 8.0740235E-03 1.0594049E-04 1.7024903E-07 7.5052068E-10 1.7538845E-03 1.3399217E-05 1.615E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.333608 0.0000000E+00 0.0000000000E+00
139 0.448070252677373E+07 36.496186 5.664340 4.349433 0.7199999E+00 0.2659559E+00 2.2831344E-03 2.7727198E-05 6.5875906E-04 5.7184752E-03 2.2656019E-06 1.2899729E-05 1.8768898E-03 1.5180834E-04 4.767E-24 0.1044 4.349433 -5.054 2.076104 8.101033 0.0000000E+00 0.9863189E+00 1.4493988E-04 2.6559947E-05 8.0729901E-03 1.0855729E-04 1.7085268E-07 9.1547578E-10 1.7538552E-03 1.3399183E-05 1.565E-06 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.334464 0.0000000E+00 0.0000000000E+00
