          1 -- mesa/star zams

     year_month_day_when_created   20170124
                        net_name   'basic.net'
                         species          8
                       initial_z        1.90000000000000E-02
                       initial_y        2.78000000000000E-01

          M/Msun           n_shells
       20.00000000           1191
       -1.00000000             -1

                          M/Msun      1.9999999999999932E+01
                        n_shells       1191

             lnd                      lnT                      lnR                        L                       dq                       h1                      he3                      he4                      c12                      n14                      o16                     ne20                     mg24
   37  -1.9504472284742395E+01   1.0801759795865085E+01   2.6722039806594626E+01   1.7413638487039788E+38   5.4634641554943544E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   38  -1.9477032290378862E+01   1.0810116622420834E+01   2.6721961643997062E+01   1.7413638487039592E+38   2.7317320777471643E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   39  -1.9459302050052454E+01   1.0815544585271461E+01   2.6721923613881639E+01   1.7413638487039490E+38   2.7317320777471772E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   40  -1.9433492096907184E+01   1.0823481355659442E+01   2.6721886247881233E+01   1.7413638487039388E+38   5.4634641554943544E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   41  -1.9400041125242065E+01   1.0833593723016941E+01   2.6721813407991164E+01   1.7413638487039180E+38   5.4634641554943544E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   42  -1.9367818083139539E+01   1.0843265061217210E+01   2.6721742949220729E+01   1.7413638487038980E+38   5.4634641554944836E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   43  -1.9344303618444986E+01   1.0850223828817210E+01   2.6721674710461102E+01   1.7413638487038772E+38   2.7317320777475261E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   44  -1.9329039349078680E+01   1.0854762839385044E+01   2.6721641378943033E+01   1.7413638487038666E+38   2.7317320777472418E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   45  -1.9306724290001746E+01   1.0861426858991226E+01   2.6721608549084888E+01   1.7413638487038564E+38   5.4634641554942510E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   46  -1.9277706439771183E+01   1.0869977505668505E+01   2.6721544328993872E+01   1.7413638487038360E+38   5.4634641554942510E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   47  -1.9236224379425753E+01   1.0882298817113629E+01   2.6721481933804522E+01   1.7413638487038149E+38   1.0926928310988399E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   48  -1.9196045288893004E+01   1.0893810288472908E+01   2.6721362181375952E+01   1.7413638487037725E+38   5.4634641554941993E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   49  -1.9170438998131299E+01   1.0901213908732293E+01   2.6721304647945487E+01   1.7413638487037510E+38   5.4634641554941734E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   50  -1.9145567074814441E+01   1.0908377398935722E+01   2.6721248559472411E+01   1.7413638487037298E+38   5.4634641554941993E-12   7.0300000000000007E-01   2.9584794999344771E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   51  -1.9121389966502587E+01   1.0915316087214393E+01   2.6721193839727619E+01   1.7413638487037079E+38   5.4634641554941993E-12   7.0300000000000007E-01   2.9584794999344777E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   52  -1.9086554596444273E+01   1.0925390229289405E+01   2.6721140418418539E+01   1.7413638487036868E+38   1.0926928310988399E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   53  -1.9044640001270405E+01   1.0937273653217860E+01   2.6721037209376501E+01   1.7413638487036430E+38   9.5379120002695721E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   54  -1.9016428201270202E+01   1.0945196931714406E+01   2.6720950793564100E+01   1.7413638487036044E+38   4.7689560001347990E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   55  -1.8998211976180659E+01   1.0950351024246725E+01   2.6720908779503461E+01   1.7413638487035855E+38   4.7689560001347731E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   56  -1.8971715566731586E+01   1.0957898794711211E+01   2.6720867518698103E+01   1.7413638487035659E+38   9.5379120002695721E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   57  -1.8937483694831986E+01   1.0967542360273017E+01   2.6720787140236098E+01   1.7413638487035270E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   58  -1.8904589545136613E+01   1.0976790507904964E+01   2.6720709448298507E+01   1.7413638487034881E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   59  -1.8872934505972641E+01   1.0985674993003999E+01   2.6720634253153353E+01   1.7413638487034488E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   60  -1.8827897137472519E+01   1.0998469124242074E+01   2.6720561384851631E+01   1.7413638487034087E+38   1.9075824000542789E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   61  -1.8784578642900595E+01   1.1010413595351556E+01   2.6720422021873972E+01   1.7413638487033286E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   62  -1.8763807085489120E+01   1.1016178602910678E+01   2.6720355273804397E+01   1.7413638487032886E+38   4.7689560001347473E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714189E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   63  -1.8750284241737219E+01   1.1019954476267300E+01   2.6720322580973956E+01   1.7413638487032686E+38   4.7689560001347473E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127546E-03   3.8858080693380407E-03
   64  -1.8730462424814053E+01   1.1025520407006626E+01   2.6720290324125305E+01   1.7413638487032482E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476836E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   65  -1.8704668358536011E+01   1.1032713429662776E+01   2.6720227067554106E+01   1.7413638487032074E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344771E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476836E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   66  -1.8667624578760510E+01   1.1043154304779883E+01   2.6720165410211788E+01   1.7413638487031666E+38   1.9075824000539041E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   67  -1.8631787969730635E+01   1.1053029514269436E+01   2.6720046547814835E+01   1.7413638487030838E+38   9.5379120002695462E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   68  -1.8608856141413145E+01   1.1059420285212362E+01   2.6719989193559783E+01   1.7413638487030426E+38   9.5379120002694945E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   69  -1.8575158592988910E+01   1.1068913512569100E+01   2.6719933130039777E+01   1.7413638487030015E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   70  -1.8542177485052402E+01   1.1078024999449449E+01   2.6719821532772887E+01   1.7413638487029150E+38   9.8157152624132957E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714198E-03   9.5775061949476814E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   71  -1.8521011934591751E+01   1.1083936658439679E+01   2.6719767531011026E+01   1.7413638487028719E+38   9.8157152624132957E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714198E-03   9.5775061949476814E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   72  -1.8490399562353723E+01   1.1092572492539293E+01   2.6719714651738190E+01   1.7413638487028288E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   73  -1.8451132083723930E+01   1.1103561793371092E+01   2.6719612057737368E+01   1.7413638487027412E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   74  -1.8413687304307054E+01   1.1114060779773631E+01   2.6719513384487797E+01   1.7413638487026535E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   75  -1.8377908230698054E+01   1.1124112773285448E+01   2.6719418310089566E+01   1.7413638487025655E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   76  -1.8343658739274392E+01   1.1133755514539507E+01   2.6719326551518474E+01   1.7413638487024767E+38   1.9631430524828969E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   77  -1.8318818838487683E+01   1.1140713944999412E+01   2.6719237858419291E+01   1.7413638487023872E+38   9.8157152624162942E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   78  -1.8302734564760680E+01   1.1145259205304319E+01   2.6719194591301250E+01   1.7413638487023422E+38   9.8157152624153119E-12   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476814E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   79  -1.8279278362145142E+01   1.1151941898656814E+01   2.6719152009053442E+01   1.7413638487022973E+38   1.9631430524826488E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   80  -1.8248941842105882E+01   1.1160540470785781E+01   2.6719068803249325E+01   1.7413638487022070E+38   1.9631430524826488E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   81  -1.8219722511616627E+01   1.1168841017069322E+01   2.6718988063863844E+01   1.7413638487021159E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   82  -1.8191543007566043E+01   1.1176864142221765E+01   2.6718909630771638E+01   1.7413638487020241E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
   83  -1.8164333801669578E+01   1.1184628362499522E+01   2.6718833359337037E+01   1.7413638487019323E+38   1.9631430524826591E-11   7.0299999999999996E-01   2.9584794999344774E-05   2.7797041520500071E-01   3.2695300802714194E-03   9.5775061949476825E-04   8.8924242786829234E-03   1.9944869522127550E-03   3.8858080693380402E-03
