                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        9575      2.5000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                   total_angular_momentum                              num_retries                              num_backups                                num_iters 
                                       1                                     1175                  1.0000000000000000E+002                  2.0000000000000000E+000                  3.4696618418928018E+001                 -7.6344939843598292E+000                  1.0073717512008679E+001                  4.0181685602940298E-001                  7.8131873748610303E-008                  9.9999999761460134E-001                  9.9999995026832444E-001                  4.2561648729109947E-001                  7.8131873748610303E-008                  9.9999999761460134E-001                  9.9999995026832444E-001                  6.7636673608126712E+000                 -2.0745821002999733E+001                  2.0384471928914807E+000                  6.7636755371736177E+000                  4.2829136176494087E+000                  6.7622293923741363E+000                 -2.0745821002999733E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2576511917003994E+034                  3.7361300349853392E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6498739548052681E+000                  4.8692560668768472E+000                  6.5813896028051244E-001                  4.5195514012199345E+000                 -5.3742760956420244E-006                  7.6911620244344849E+000                  9.6208853374300329E-001                  1.6881937242272969E+001                  9.6208853374300329E-001                  7.6911620244344849E+000                  6.0835440084549419E-001                  8.5932863286191319E-001                  1.2718044769919352E+000                  7.1871964385535281E-001                  2.6691984872795438E-001                  7.2857526759411329E-005                  6.3205427636379560E-003                  2.3825110413126399E-003                  6.5335199888289473E-003                  1.7986161931711401E+001                  6.6594750528523088E+000                  0.0000000000000000E+000                                        0                                        0                                       29 
                                       2                                     1249                  1.8000000000000003E+002                  1.9030899869919435E+000                  3.4696618306205664E+001                 -7.0909243364708798E+000                  1.9283726645239238E+001                  7.7104855255814764E-001                  7.8131894176713956E-008                  9.9999999903115677E-001                  9.9999999368134529E-001                  7.8410713280873945E-001                  7.8131894176713956E-008                  9.9999999903115677E-001                  9.9999999368134529E-001                  6.5064624979235957E+000                 -2.3296945245127020E+001                  1.0224586172624193E+000                  6.5064639228082797E+000                  4.8651399816443739E+000                  6.4964286138788374E+000                 -2.3296945245127020E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5350501370718094E+034                  3.1918281882004021E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6082599676595821E+000                  4.7669516955820050E+000                  6.9021474892446422E-001                  4.4553997112096768E+000                  4.2253947443957065E-006                  7.6403792695122537E+000                  8.0739085015985479E-001                  1.6675234445839273E+001                  8.0739085015985479E-001                  7.6403792695122537E+000                  6.1204374126822236E-001                  8.5954196376987346E-001                  1.2712602791102441E+000                  7.1915113586928192E-001                  2.6653389886816120E-001                  3.9436086668601778E-004                  6.4082800475414549E-003                  2.3825110413126368E-003                  6.5335199888289421E-003                  1.7983327218050515E+001                  6.6603284759958559E+000                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       3                                     1232                  2.4400000000000000E+002                  1.8061799739838871E+000                  3.4696618254162473E+001                 -7.3296605585601275E+000                  2.0824132092385835E+001                  8.3256567313962204E-001                  7.8131903724631968E-008                  9.9999999828999131E-001                  9.9999999012327456E-001                  8.4366882505546614E-001                  7.8131903724631968E-008                  9.9999999828999131E-001                  9.9999999012327456E-001                  6.1578136641558423E+000                 -2.4288097583347700E+001                  6.3640012159314130E-001                  6.1578149714403514E+000                  4.5336080192071195E+000                  6.1473715299096225E+000                 -2.4288097583347700E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3423190931613640E+034                  3.0417986772010126E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5911531444764382E+000                  4.7231587483462336E+000                  7.0253192167286571E-001                  4.4307653136696850E+000                  3.0441564882660879E-006                  7.6215346206082817E+000                  7.5068531633552371E-001                  1.6599056192733389E+001                  7.5068531633552371E-001                  7.6215346206082817E+000                  6.1348283511565249E-001                  8.5954898158543047E-001                  1.2712489267842735E+000                  7.1916456251755823E-001                  2.6650895736307850E-001                  3.3038531224607978E-004                  6.4142141516583401E-003                  2.3825110413126394E-003                  6.5335199888289456E-003                  1.7982327429831784E+001                  6.6606490892551928E+000                  0.0000000000000000E+000                                        0                                        0                                        6 
                                       4                                     1207                  2.9520000000000005E+002                  1.7092699609758308E+000                  3.4696618222060458E+001                 -7.4425821565434678E+000                  2.1113640483109513E+001                  8.4366888741746604E-001                  7.8131909386769394E-008                  9.9999999789010940E-001                  9.9999998829612646E-001                  8.5413188423980735E-001                  7.8131909386769394E-008                  9.9999999789010940E-001                  9.9999998829612646E-001                  5.9477334546596961E+000                 -2.4788830131540429E+001                  4.4326426423192045E-001                  5.9477348139569557E+000                  4.3074882913168011E+000                  5.9376743578333526E+000                 -2.4788830131540429E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1984899040533949E+034                  2.9259097508163591E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5823096559549539E+000                  4.7003631863343145E+000                  7.0882111770987688E-001                  4.4181868894936454E+000                  2.7405325670084089E-006                  7.6121947931538889E+000                  7.2273136687836992E-001                  1.6561415988720228E+001                  7.2273136687836992E-001                  7.6121947931538889E+000                  6.1420556541078208E-001                  8.5954307112838202E-001                  1.2712689199132348E+000                  7.1915200978935601E-001                  2.6651059196384447E-001                  2.6623808576264869E-004                  6.4140670712179585E-003                  2.3825110413126373E-003                  6.5335199888289543E-003                  1.7981841311278124E+001                  6.6608225118448203E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       5                                     1198                  3.4663497933992028E+002                  1.7112585697259779E+000                  3.4696618194051560E+001                 -7.5038071437532246E+000                  2.1066221891391727E+001                  8.4151590207641225E-001                  7.8131914049706097E-008                  9.9999999762681380E-001                  9.9999998725125305E-001                  8.5207933325845464E-001                  7.8131914049706097E-008                  9.9999999762681380E-001                  9.9999998725125305E-001                  5.7814896960649538E+000                 -2.5132474495049589E+001                  3.1149415846491613E-001                  5.7814911676590537E+000                  4.1230270306429651E+000                  5.7718484458748351E+000                 -2.5132474495049589E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0831929352189954E+034                  2.8348774843649298E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5761480926780322E+000                  4.6846735293391113E+000                  7.1329941576611688E-001                  4.4092302653722699E+000                  2.4177495871501084E-006                  7.6058531936304759E+000                  7.0383893919557472E-001                  1.6535928446043066E+001                  7.0383893919557472E-001                  7.6058531936304759E+000                  6.1469967384806212E-001                  8.5953577647675783E-001                  1.2712915187498532E+000                  7.1913666707229484E-001                  2.6651684669498815E-001                  2.1292813350673630E-004                  6.4128544784784530E-003                  2.3825110413126390E-003                  6.5335199888289439E-003                  1.7981512144160835E+001                  6.6609558226166641E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       6                                     1193                  4.0835695454782456E+002                  1.7904398157736028E+000                  3.4696618163626390E+001                 -7.5470513030901207E+000                  2.0853451198217826E+001                  8.3256584670214828E-001                  7.8131919267754313E-008                  9.9999999743181200E-001                  9.9999998647056210E-001                  8.4366900093263397E-001                  7.8131919267754313E-008                  9.9999999743181200E-001                  9.9999998647056210E-001                  5.6314521731150267E+000                 -2.5420649801545611E+001                  2.0149769320552091E-001                  5.6314537868381587E+000                  3.9612426245601378E+000                  5.6220710053358234E+000                 -2.5420649801545611E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9759802417841283E+034                  2.7457463270676352E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5710022994349808E+000                  4.6722424189701970E+000                  7.1737544706776302E-001                  4.4010781723438024E+000                  2.0203262590081252E-006                  7.6005756825640995E+000                  6.8821014760668087E-001                  1.6514793611706089E+001                  6.8821014760668087E-001                  7.6005756825640995E+000                  6.1511098898321059E-001                  8.5952960901439135E-001                  1.2713104409415366E+000                  7.1912360033052680E-001                  2.6652294633450579E-001                  1.7285509902320074E-004                  6.4116853133624838E-003                  2.3825110413126373E-003                  6.5335199888289387E-003                  1.7981234466549232E+001                  6.6610843555253298E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       7                                     1187                  4.8242332479730970E+002                  1.8696210618212274E+000                  3.4696618129964513E+001                 -7.5823273831631361E+000                  2.0467575678504197E+001                  8.1592578247906533E-001                  7.8131925707047856E-008                  9.9999999717196297E-001                  9.9999998575562532E-001                  8.2911329391264577E-001                  7.8131925707047856E-008                  9.9999999717196297E-001                  9.9999998575562532E-001                  5.4959979011511564E+000                 -2.5666619407352680E+001                  1.0792989052167636E-001                  5.4959996782656635E+000                  3.8147305061036425E+000                  5.4868550782403815E+000                 -2.5666619407352680E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8735530714959972E+034                  2.6634767879024990E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5668365471885668E+000                  4.6636165835470802E+000                  7.2139403384903344E-001                  4.3930409651193871E+000                  1.7305727997046523E-006                  7.5960974015529574E+000                  6.7488639134115347E-001                  1.6496946342726375E+001                  6.7488639134115347E-001                  7.5960974015529574E+000                  6.1516107673309084E-001                  8.5952411647829208E-001                  1.2713269440222430E+000                  7.1911198128998233E-001                  2.6652914325486776E-001                  1.4184147314044861E-004                  6.4105107543711640E-003                  2.3825110413126399E-003                  6.5335199888289430E-003                  1.7980991647204167E+001                  6.6612125712606831E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       8                                     1182                  5.7130296909669187E+002                  1.9488023078688523E+000                  3.4696618091902408E+001                 -7.6081541985705474E+000                  1.9916786639631479E+001                  7.9654567650444530E-001                  7.8131932590430608E-008                  9.9999999704647480E-001                  9.9999998508038590E-001                  8.0838321025003079E-001                  7.8131932590430608E-008                  9.9999999704647480E-001                  9.9999998508038590E-001                  5.3738754903913479E+000                 -2.5879236087853787E+001                  2.7241628151248507E-002                  5.3738774454035463E+000                  3.6785051672894737E+000                  5.3650277916416558E+000                 -2.5879236087853787E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7786483021657050E+034                  2.5850653916418789E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5637593615023135E+000                  4.6598502592647471E+000                  7.2566524308037139E-001                  4.3844985085946098E+000                  1.5179719240944242E-006                  7.5922460811791055E+000                  6.6353560225666397E-001                  1.6481701344852269E+001                  6.6353560225666397E-001                  7.5922460811791055E+000                  6.1516652630927027E-001                  8.5951900882419829E-001                  1.2713418674233377E+000                  7.1910124603272740E-001                  2.6653564485894954E-001                  1.1750260705019492E-004                  6.4092907960880754E-003                  2.3825110413126403E-003                  6.5335199888289456E-003                  1.7980772375968765E+001                  6.6613438042978768E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
                                       9                                     1178                  6.7795854225595042E+002                  2.0279835539164770E+000                  3.4696618047636527E+001                 -7.6217590980454837E+000                  1.9223012617875231E+001                  7.6805883067318248E-001                  7.8131940584036386E-008                  9.9999999692257258E-001                  9.9999998442290594E-001                  7.8127542328034683E-001                  7.8131940584036386E-008                  9.9999999692257258E-001                  9.9999998442290594E-001                  5.2643709273767660E+000                 -2.6064371268209690E+001                 -4.2895330875680968E-002                  5.2643730678853942E+000                  3.5487831156394156E+000                  5.2559296081800513E+000                 -2.6064371268209690E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6974238739188291E+034                  2.5161351152119867E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5619164668380510E+000                  4.6620194048991772E+000                  7.3043560522611262E-001                  4.3749577400372424E+000                  1.3581265917661298E-006                  7.5889061409380050E+000                  6.5385075009988536E-001                  1.6468607947104164E+001                  6.5385075009988536E-001                  7.5889061409380050E+000                  6.1517170742589389E-001                  8.5951405670073822E-001                  1.2713558772862430E+000                  7.1909093151589953E-001                  2.6654267355183325E-001                  9.8320417710713167E-005                  6.4079833253074354E-003                  2.3825110413126394E-003                  6.5335199888289447E-003                  1.7980568306089410E+001                  6.6614809152302357E+000                  0.0000000000000000E+000                                        0                                        0                                        5 
